Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,openposition,change_openposition
2001/6/27,4830,4896,4805,4890,4943,5036.7,5091.6,5260.47,7552,6037,5471,-75.59,-52,-23.59,0.14,0.18,0.27,0.33,10334,223
2001/6/28,4856,4869,4792,4839,4903.6,5001.3,5078.45,5247.43,6273,6585,5283,-85.39,-58.68,-26.72,0.13,0.17,0.23,0.31,11373,1039
2001/6/29,4870,4920,4867,4891,4883.8,4976.4,5068.75,5237.78,7092,6431,5338,-87.52,-64.44,-23.07,0.18,0.17,0.35,0.36,11306,-67
2001/7/2,4892,4945,4825,4935,4877.8,4955,5063.95,5228.88,8089,6921,5739,-86.77,-68.91,-17.86,0.27,0.21,0.45,0.41,11028,-278
2001/7/3,4901,4934,4840,4845,4880,4930.7,5054.7,5217.47,7356,7272,6139,-88.71,-72.87,-15.84,0.24,0.22,0.33,0.35,10839,-189
2001/7/4,4815,4830,4750,4770,4856,4899.5,5038.5,5206.65,6614,7085,6561,-96.07,-77.51,-18.56,0.18,0.21,0.26,0.31,11367,528
2001/7/5,4749,4773,4712,4743,4836.8,4870.2,5015.95,5197.02,6802,7191,6888,-103.72,-82.75,-20.97,0.15,0.19,0.24,0.3,11177,-190
2001/7/6,4712,4808,4712,4766,4811.8,4847.8,4996.5,5184.87,8329,7438,6934,-106.91,-87.58,-19.33,0.17,0.18,0.3,0.33,11590,413
2001/7/9,4726,4745,4695,4721,4769,4823.4,4970.55,5171.55,5954,7011,6966,-111.59,-92.38,-19.2,0.15,0.17,0.25,0.3,11805,215
2001/7/10,4737,4758,4666,4668,4733.6,4806.8,4939.5,5158.33,6315,6803,7038,-116.41,-97.19,-19.22,0.1,0.15,0.21,0.28,12139,334
2001/7/11,4630,4656,4577,4577,4695,4775.5,4906.1,5144.23,6365,6753,6919,-126.3,-103.01,-23.29,0.07,0.12,0.15,0.24,11547,-592
2001/7/12,4607,4679,4607,4679,4682.2,4759.5,4880.4,5131.55,7551,6903,7047,-127.49,-107.91,-19.58,0.14,0.13,0.38,0.35,10944,-603
2001/7/13,4709,4720,4473,4490,4627,4719.4,4847.9,5114.27,10719,7381,7409,-136.35,-113.6,-22.76,0.1,0.12,0.24,0.27,8176,-2768
2001/7/16,4482,4528,4290,4394,4561.6,4665.3,4810.15,5093.7,6252,7440,7226,-153.06,-121.49,-31.57,0.13,0.12,0.19,0.24,6053,-2123
2001/7/17,4335,4426,4304,4353,4498.6,4616.1,4773.4,5073.12,2901,6758,6780,-167.79,-130.75,-37.04,0.13,0.13,0.18,0.23,4603,-1450
2001/7/18,4343,4385,4060,4176,4418.4,4556.7,4728.1,5048.65,2970,6079,6416,-190.16,-142.63,-47.53,0.14,0.13,0.12,0.18,2241,-2362
2001/7/19,4175,4255,4057,4175,4317.6,4499.9,4685.05,5024.55,16640,7896,7400,-208.22,-155.75,-52.47,0.15,0.14,0.12,0.18,7864,5623
2001/7/20,4150,4231,4110,4160,4251.6,4439.3,4643.55,5001.8,12515,8256,7818,-220.01,-168.6,-51.41,0.15,0.14,0.12,0.18,8530,666
2001/7/23,4202,4230,4115,4118,4196.4,4379,4601.2,4977.77,9226,8850,8145,-228.34,-180.55,-47.79,0.13,0.14,0.11,0.17,9098,568
2001/7/24,4100,4109,4023,4062,4138.2,4318.4,4562.6,4954.82,9491,10168,8463,-238.74,-192.19,-46.55,0.1,0.13,0.09,0.16,9680,582
2001/7/25,4038,4138,4026,4138,4130.6,4274.5,4525,4933.28,10670,11708,8894,-240.5,-201.85,-38.65,0.12,0.13,0.27,0.24,10122,442
2001/7/26,4138,4295,4085,4255,4146.6,4232.1,4495.8,4915.05,15667,11514,9705,-230.16,-207.51,-22.65,0.24,0.16,0.46,0.35,9590,-532
2001/7/27,4271,4350,4238,4242,4163,4207.3,4463.35,4895.23,13902,11791,10023,-215.81,-209.17,-6.64,0.34,0.22,0.44,0.34,9714,124
2001/7/31,4261,4309,4230,4291,4197.6,4197,4431.15,4879.63,8451,11636,10243,-201.13,-207.56,6.43,0.47,0.31,0.52,0.38,10729,1015
2001/8/1,4295,4333,4240,4267,4238.6,4188.4,4402.25,4862.95,9995,11737,10953,-187.62,-203.58,15.96,0.56,0.39,0.48,0.37,11364,635
2001/8/2,4301,4455,4287,4455,4302,4216.3,4386.5,4850.05,15925,12788,12248,-164.03,-195.67,31.64,0.71,0.5,0.69,0.51,12163,799
2001/8/3,4480,4538,4430,4495,4350,4248.3,4374.1,4837.92,10484,11751,11633,-137.57,-184.05,46.48,0.78,0.59,0.72,0.53,12416,253
2001/8/6,4481,4481,4407,4420,4385.6,4274.3,4356.8,4825.55,7225,10416,11104,-119.86,-171.21,51.35,0.78,0.65,0.59,0.49,12116,-300
2001/8/7,4390,4417,4321,4395,4406.4,4302,4340.5,4811.47,11081,10942,11289,-108.6,-158.69,50.08,0.76,0.69,0.56,0.47,11032,-1084
2001/8/8,4372,4516,4370,4516,4456.2,4347.4,4332.9,4799.98,15466,12036,11887,-90.77,-145.1,54.33,0.82,0.73,0.68,0.55,10942,-90
2001/8/9,4466,4510,4403,4405,4446.2,4374.1,4324.3,4786.98,13186,11488,12138,-79.66,-132.01,52.36,0.74,0.73,0.52,0.48,10025,-917
2001/8/10,4410,4490,4349,4469,4441,4395.5,4313.8,4776.8,13585,12109,11930,-68.96,-119.4,50.44,0.75,0.74,0.59,0.52,8800,-1225
2001/8/13,4469,4528,4452,4490,4455,4420.3,4313.8,4765.8,6211,11906,11161,-56.15,-106.75,50.6,0.78,0.75,0.61,0.53,7170,-1630
2001/8/14,4525,4619,4475,4619,4499.8,4453.1,4325.05,4757.97,4329,10555,10749,-38.05,-93.01,54.96,0.85,0.79,0.72,0.6,4758,-2412
2001/8/15,4639,4666,4582,4620,4520.6,4488.4,4338.4,4751.93,3633,8189,10113,-20.33,-78.48,58.15,0.86,0.81,0.72,0.6,2131,-2627
2001/8/16,4580,4663,4573,4649,4569.4,4507.8,4362.05,4746.2,11838,7919,9704,-5.29,-63.84,58.55,0.89,0.84,0.74,0.61,10353,8222
2001/8/17,4655,4675,4591,4630,4601.6,4521.3,4384.8,4736.28,10522,7307,9708,6.39,-49.79,56.18,0.88,0.85,0.7,0.6,11070,717
2001/8/20,4550,4578,4536,4542,4612,4533.5,4403.9,4724.93,9508,7966,9936,8.93,-38.05,46.98,0.79,0.83,0.52,0.53,10640,-430
2001/8/21,4551,4580,4510,4566,4601.4,4550.6,4426.3,4714.67,10098,9120,9838,11.29,-28.18,39.47,0.75,0.8,0.56,0.54,10506,-134
2001/8/22,4521,4563,4460,4460,4569.4,4545,4446.2,4703.83,12233,10840,9514,7.45,-21.05,28.51,0.61,0.74,0.4,0.47,10068,-438
2001/8/23,4460,4494,4436,4468,4533.2,4551.3,4462.7,4693.1,11043,10681,9300,2.82,-16.28,19.1,0.45,0.64,0.41,0.47,9344,-724
2001/8/24,4454,4468,4294,4303,4467.8,4534.7,4465.1,4679.78,12146,11006,9156,-10.77,-15.18,4.41,0.31,0.53,0.25,0.38,8703,-641
2001/8/27,4330,4374,4305,4341,4427.6,4519.8,4470.05,4667.38,11706,11445,9706,-21.43,-16.43,-5,0.25,0.44,0.33,0.41,9430,727
2001/8/28,4340,4359,4280,4311,4376.6,4489,4471.05,4655.38,10190,11464,10292,-31.54,-19.45,-12.09,0.19,0.35,0.3,0.39,9762,332
2001/8/29,4282,4486,4271,4485,4381.6,4475.5,4481.95,4646.3,16524,12322,11581,-29.8,-21.52,-8.28,0.3,0.34,0.56,0.51,9275,-487
2001/8/30,4483,4535,4421,4457,4379.4,4456.3,4482.05,4635.68,12555,12624,11653,-25.25,-22.27,-2.98,0.4,0.36,0.52,0.5,9528,253
2001/8/31,4410,4455,4372,4442,4407.2,4437.5,4479.4,4623.15,11832,12561,11784,-24.57,-22.73,-1.84,0.45,0.39,0.5,0.49,10325,797
2001/9/3,4452,4493,4378,4378,4414.6,4421.1,4477.3,4610.2,9974,12215,11830,-25.43,-23.27,-2.16,0.42,0.4,0.41,0.45,10110,-215
2001/9/4,4378,4479,4351,4479,4448.2,4412.4,4481.5,4597.52,13366,12850,12157,-22.6,-23.13,0.53,0.55,0.45,0.56,0.52,10751,641
2001/9/5,4433,4463,4365,4376,4426.4,4404,4474.5,4582.3,12011,11948,12135,-24.28,-23.36,-0.92,0.5,0.47,0.43,0.45,10353,-398
2001/9/6,4376,4387,4295,4330,4401,4390.2,4470.75,4567.05,11239,11684,12154,-30.06,-24.7,-5.36,0.41,0.45,0.38,0.43,10046,-307
2001/9/7,4286,4294,4237,4284,4369.4,4388.3,4461.5,4551.9,9213,11161,11861,-39.1,-27.58,-11.51,0.32,0.4,0.34,0.4,10148,102
2001/9/10,4254,4300,4221,4280,4349.8,4382.2,4451,4537.57,9007,10967,11591,-46.09,-31.28,-14.8,0.28,0.36,0.33,0.4,10910,762
2001/9/11,4290,4295,4151,4152,4284.4,4366.3,4427.65,4520.95,12075,10709,11780,-57.64,-36.56,-21.09,0.19,0.3,0.23,0.34,10480,-430
2001/9/13,3862,3890,3862,3862,4181.6,4304,4389.75,4500.52,8221,9951,10949,-91.44,-47.53,-43.91,0.12,0.24,0.12,0.24,8294,-2186
2001/9/14,3888,3910,3670,3705,4056.6,4228.8,4342.55,4477.57,13085,10320,11002,-126.58,-63.34,-63.24,0.1,0.19,0.09,0.21,6684,-1610
2001/9/19,3611,3737,3581,3737,3947.2,4158.3,4297.9,4455.92,6457,9769,10465,-156.61,-82,-74.62,0.12,0.17,0.14,0.23,3094,-3590
2001/9/20,3649,3660,3551,3551,3801.4,4075.6,4248.35,4431.93,11743,10316,10642,-187.91,-103.18,-84.73,0.08,0.14,0.1,0.19,7644,4550
2001/9/21,3460,3474,3427,3427,3656.4,3970.4,4191.4,4406.3,5129,8927,9818,-221.42,-126.83,-94.59,0.05,0.11,0.09,0.17,8475,831
2001/9/24,3402,3550,3366,3510,3586,3883.8,4143.9,4384.23,19229,11129,10540,-241.54,-149.77,-91.77,0.09,0.1,0.2,0.23,8563,88
2001/9/25,3648,3650,3421,3430,3531,3793.8,4092,4359.9,20387,12589,11455,-254.65,-170.74,-83.9,0.08,0.1,0.17,0.22,8733,170
2001/9/26,3450,3669,3401,3625,3508.6,3727.9,4058.1,4339.67,27493,16796,13283,-254.26,-187.45,-66.81,0.15,0.11,0.4,0.34,9790,1057
2001/9/27,3594,3600,3520,3560,3510.4,3655.9,4019.05,4317.48,19145,18277,14296,-252.65,-200.49,-52.16,0.22,0.15,0.36,0.32,10245,455
2001/9/28,3599,3664,3571,3616,3548.2,3602.3,3984.3,4295.5,21736,21598,15263,-243.99,-209.19,-34.8,0.3,0.2,0.42,0.35,10284,39
2001/10/2,3611,3614,3423,3427,3531.6,3558.8,3931.4,4271.87,16367,21026,16077,-245.91,-216.53,-29.37,0.25,0.22,0.3,0.3,10131,-153
2001/10/3,3450,3495,3401,3430,3531.6,3531.3,3880.05,4249.53,16320,20212,16401,-247.3,-222.68,-24.61,0.24,0.22,0.31,0.3,10548,417
2001/10/4,3620,3620,3470,3473,3501.2,3504.9,3831.6,4228.37,17518,18217,17507,-239.99,-226.15,-13.84,0.28,0.24,0.36,0.33,10562,14
2001/10/5,3496,3577,3460,3553,3499.8,3505.1,3790.35,4208.15,19351,18258,18268,-229.39,-226.79,-2.6,0.39,0.29,0.46,0.38,11066,504
2001/10/8,3540,3575,3501,3512,3479,3513.6,3742,4188,11818,16275,18936,-219.33,-225.3,5.97,0.4,0.33,0.42,0.36,10053,-1013
2001/10/9,3549,3617,3535,3615,3516.6,3524.1,3703.95,4170.45,14637,15929,18477,-203.33,-220.91,17.58,0.53,0.4,0.54,0.43,11092,1039
2001/10/11,3698,3855,3690,3845,3599.6,3565.6,3679.7,4158.25,15502,15765,17989,-171.46,-211.02,39.56,0.68,0.49,0.7,0.54,11181,89
2001/10/12,3945,3951,3788,3825,3670,3585.6,3656.75,4144.02,18317,15925,17071,-141.47,-197.11,55.64,0.71,0.56,0.68,0.53,8944,-2237
2001/10/15,3799,3799,3725,3731,3705.6,3602.7,3629.3,4131.37,7961,13647,15953,-124.39,-182.56,58.17,0.67,0.6,0.57,0.48,7082,-1862
2001/10/16,3720,3812,3714,3810,3765.2,3622.1,3612.2,4121.63,4642,12212,14243,-106.41,-167.33,60.93,0.7,0.63,0.63,0.52,4711,-2371
2001/10/17,3831,3858,3791,3820,3806.2,3661.4,3610.1,4112.75,3523,9989,12959,-88.25,-151.52,63.26,0.71,0.66,0.64,0.52,2412,-2299
2001/10/18,3720,3770,3715,3770,3791.2,3695.4,3613.35,4105.98,12810,9451,12608,-78.29,-136.87,58.58,0.68,0.67,0.56,0.5,11511,9099
2001/10/19,3760,3837,3721,3820,3790.2,3730.1,3617.5,4100.07,18513,9490,12707,-66.14,-122.72,56.59,0.69,0.67,0.62,0.52,12944,1433
2001/10/22,3830,3909,3830,3906,3825.2,3765.4,3635.25,4095.83,15013,10900,12274,-48.83,-107.94,59.12,0.76,0.7,0.69,0.57,14643,1699
2001/10/23,3946,3964,3842,3850,3833.2,3799.2,3656.4,4091.37,15964,13165,12688,-35.6,-93.48,57.87,0.7,0.7,0.6,0.53,15403,760
2001/10/24,3840,3960,3840,3956,3860.4,3833.3,3678.7,4089.6,20573,16575,13282,-20.73,-78.93,58.2,0.79,0.73,0.69,0.58,15933,530
2001/10/25,3975,3988,3915,3988,3904,3847.6,3706.6,4087.1,17294,17471,13461,-5.51,-64.24,58.73,0.86,0.77,0.72,0.6,17179,1246
2001/10/26,4001,4054,3977,3988,3937.6,3863.9,3724.75,4082.65,17898,17348,13419,9.03,-49.59,58.62,0.84,0.8,0.72,0.6,17460,281
2001/10/29,3983,4020,3966,3990,3954.4,3889.8,3746.25,4078.45,10957,16537,13719,19.5,-35.77,55.27,0.83,0.81,0.72,0.6,18273,813
2001/10/30,3920,3936,3850,3850,3954.4,3893.8,3757.95,4071.1,14943,16333,14749,17.91,-25.03,42.95,0.69,0.77,0.45,0.5,17248,-1025
2001/10/31,3826,3885,3812,3866,3936.4,3898.4,3779.9,4064.42,13964,15011,15793,15.32,-16.96,32.29,0.6,0.71,0.48,0.51,16929,-319
2001/11/1,3878,3892,3840,3870,3912.8,3908.4,3801.9,4054.67,10495,13651,15561,13.98,-10.77,24.75,0.48,0.64,0.49,0.51,18294,1365
2001/11/2,3919,3957,3916,3931,3901.4,3919.5,3824.8,4045.27,15183,13108,15228,18.01,-5.02,23.03,0.49,0.59,0.59,0.55,18216,-78
2001/11/5,3945,4043,3918,4030,3909.4,3931.9,3848.65,4038.77,14282,13773,15155,26.67,1.32,25.35,0.62,0.6,0.71,0.61,17834,-382
2001/11/6,4050,4089,3990,3990,3937.4,3945.9,3872.55,4032.02,16440,14073,15203,33.91,7.84,26.07,0.63,0.61,0.62,0.58,18411,577
2001/11/7,4065,4088,4030,4060,3976.2,3956.3,3894.8,4024.42,15674,14415,14713,42.76,14.82,27.94,0.72,0.65,0.7,0.62,19729,1318
2001/11/8,4065,4082,4011,4040,4010.2,3961.5,3904.55,4018.33,13753,15066,14359,47.91,21.44,26.47,0.75,0.68,0.65,0.6,20364,635
2001/11/9,4022,4046,3993,4020,4028,3964.7,3914.3,4010.85,10665,14163,13636,49.53,27.06,22.47,0.75,0.71,0.61,0.58,20956,592
2001/11/12,4031,4105,4010,4105,4043,3976.2,3933,4004.43,11415,13589,13681,55.14,32.67,22.46,0.84,0.75,0.71,0.63,21605,649
2001/11/13,4100,4120,4056,4060,4057,3997.2,3945.5,3995.12,9986,12299,13186,58.33,37.81,20.52,0.82,0.77,0.61,0.59,20745,-860
2001/11/14,4128,4259,4116,4230,4091,4033.6,3966,3988.62,16826,12529,13472,70.91,44.43,26.48,0.85,0.8,0.77,0.68,20048,-697
2001/11/15,4240,4359,4210,4350,4153,4081.6,3995,3983.63,15520,12882,13974,88.61,53.26,35.35,0.89,0.83,0.82,0.72,18265,-1783
2001/11/16,4375,4460,4330,4433,4235.6,4131.8,4025.65,3980.35,15235,13796,13980,109.19,64.45,44.74,0.91,0.86,0.85,0.75,15515,-2750
2001/11/19,4444,4586,4411,4585,4331.6,4187.3,4059.6,3981.07,10122,13538,13564,134.26,78.41,55.85,0.94,0.88,0.89,0.79,11140,-4375
2001/11/20,4595,4597,4435,4444,4408.4,4232.7,4089.3,3979.03,6987,12938,12618,147.45,92.22,55.23,0.88,0.88,0.68,0.68,7191,-3949
2001/11/21,4444,4560,4405,4560,4474.4,4282.7,4119.5,3980.7,4576,10488,11509,159.39,105.65,53.74,0.9,0.89,0.74,0.72,3561,-3630
2001/11/22,4475,4497,4393,4429,4490.2,4321.6,4141.55,3980.05,15738,10532,11707,160.21,116.56,43.64,0.84,0.87,0.59,0.63,10295,6734
2001/11/23,4435,4510,4415,4499,4503.4,4369.5,4167.1,3983.32,15000,10485,12141,162.51,125.75,36.76,0.83,0.86,0.64,0.65,11182,887
2001/11/26,4530,4629,4530,4612,4508.8,4420.2,4198.2,3987.83,14532,11367,12452,171.64,134.93,36.71,0.88,0.86,0.71,0.69,10687,-495
2001/11/27,4670,4688,4472,4535,4527,4467.7,4232.45,3991.57,21840,14337,13638,173.78,142.7,31.08,0.81,0.85,0.61,0.64,11090,403
2001/11/28,4536,4565,4385,4390,4493,4483.7,4258.65,3989.98,18062,17034,13761,163.51,146.86,16.65,0.6,0.76,0.47,0.56,10020,-1070
2001/11/29,4370,4437,4351,4407,4488.6,4489.4,4285.5,3989.15,15103,16907,13720,151.05,147.7,3.35,0.45,0.66,0.49,0.57,10150,130
2001/11/30,4431,4458,4365,4390,4466.8,4485.1,4308.45,3988.28,15659,17039,13762,139.58,146.08,-6.49,0.34,0.55,0.47,0.56,10894,744
2001/12/3,4459,4600,4445,4589,4462.2,4485.5,4336.4,3991.8,15554,17244,14305,141.37,145.14,-3.76,0.46,0.52,0.65,0.64,11237,343
2001/12/4,4578,4745,4531,4741,4503.4,4515.2,4373.95,3996.17,19985,16873,15605,151.83,146.47,5.36,0.64,0.56,0.73,0.68,11743,506
2001/12/5,4819,4944,4791,4910,4607.4,4550.2,4416.45,4005.07,23573,17975,17505,174.19,152.02,22.17,0.74,0.62,0.8,0.73,12520,777
2001/12/6,5039,5253,5018,5253,4776.6,4632.6,4477.1,4020.45,19182,18791,17849,214.1,164.43,49.66,0.83,0.69,0.87,0.79,11968,-552
2001/12/7,5240,5380,5152,5368,4972.2,4719.5,4544.5,4038.52,23852,20429,18734,252.71,182.09,70.62,0.88,0.75,0.89,0.81,10948,-1020
2001/12/10,5312,5429,5256,5292,5112.8,4787.5,4603.85,4055.38,20885,21495,19370,280.11,201.69,78.41,0.88,0.79,0.81,0.76,10912,-36
2001/12/11,5240,5298,5210,5298,5224.2,4863.8,4665.75,4074.48,17907,21080,18976,295.09,220.37,74.72,0.88,0.82,0.81,0.76,10214,-698
2001/12/12,5293,5667,5273,5649,5372,4989.7,4736.7,4104.27,21496,20664,19320,326.08,241.51,84.56,0.91,0.85,0.88,0.82,9257,-957
2001/12/13,5650,5763,5390,5425,5406.4,5091.5,4790.45,4132.93,27507,22329,20560,341.95,261.6,80.35,0.86,0.85,0.68,0.71,8989,-268
2001/12/14,5340,5550,5322,5550,5442.8,5207.5,4846.3,4163.15,23316,22222,21326,349.88,279.26,70.62,0.85,0.85,0.72,0.73,8862,-127
2001/12/17,5490,5542,5420,5453,5475,5293.9,4889.7,4194.85,15351,21115,21305,350.02,293.41,56.61,0.79,0.83,0.65,0.68,7888,-974
2001/12/18,5520,5548,5320,5360,5487.4,5355.8,4935.5,4227.07,10630,19660,20370,340.57,302.84,37.73,0.68,0.78,0.57,0.64,4965,-2923
2001/12/19,5360,5424,5203,5203,5398.2,5385.1,4967.65,4255.28,4716,16304,18484,318.21,305.91,12.29,0.48,0.68,0.47,0.58,2320,-2645
2001/12/20,5200,5299,5180,5285,5370.2,5388.3,5010.45,4286.2,18097,14422,18376,297.38,304.21,-6.83,0.38,0.58,0.52,0.6,7808,5488
2001/12/21,5231,5237,5042,5045,5269.2,5356,5037.75,4309.87,16309,13021,17621,264.12,296.19,-32.07,0.26,0.47,0.38,0.51,7513,-295
2001/12/24,5075,5160,5073,5111,5200.8,5337.9,5062.7,4335.72,12684,12487,16801,236.76,284.3,-47.55,0.2,0.38,0.43,0.53,8275,762
2001/12/25,5129,5430,5090,5400,5208.8,5348.1,5105.95,4365.45,18227,14007,16833,229.88,273.42,-43.54,0.3,0.36,0.6,0.61,7407,-868
2001/12/26,5430,5487,5305,5375,5243.2,5320.7,5155.2,4397.92,21540,17371,16838,226.29,263.99,-37.7,0.42,0.38,0.58,0.6,8218,811
2001/12/27,5410,5470,5218,5282,5242.6,5306.4,5198.95,4428.78,21482,18048,16235,215.12,254.22,-39.1,0.44,0.4,0.52,0.57,9070,852
2001/12/28,5302,5405,5235,5400,5313.6,5291.4,5249.45,4460.9,19487,18684,15852,207.67,244.91,-37.24,0.53,0.44,0.59,0.6,9253,183
2001/12/31,5430,5615,5421,5598,5411,5305.9,5299.9,4494.98,14945,19136,15812,215.26,238.98,-23.72,0.68,0.52,0.69,0.65,8790,-463
2002/1/2,5559,5666,5475,5585,5448,5328.4,5342.1,4529.53,17435,18978,16492,220.32,235.25,-14.92,0.74,0.59,0.67,0.64,9262,472
2002/1/3,5650,5675,5460,5463,5465.6,5354.4,5369.75,4560.33,18526,18375,17873,216.8,231.56,-14.76,0.72,0.63,0.56,0.59,9456,194
2002/1/4,5682,5690,5563,5635,5536.2,5389.4,5388.85,4590.17,16709,17420,17734,220.78,229.4,-8.62,0.78,0.68,0.66,0.64,9982,526
2002/1/7,5635,5849,5598,5817,5619.6,5466.6,5411.3,4623.37,14454,16414,17549,232.51,230.02,2.49,0.84,0.73,0.73,0.68,10201,219
2002/1/8,5816,5843,5731,5815,5663,5537,5437.45,4658.1,16170,16659,17898,241.5,232.32,9.18,0.88,0.78,0.73,0.68,10114,-87
2002/1/9,5815,5889,5735,5859,5717.8,5582.9,5465.5,4692.25,17683,16708,17843,248.55,235.56,12.98,0.9,0.82,0.75,0.69,9345,-769
2002/1/10,5825,5865,5745,5829,5791,5628.3,5474.5,4725.73,16821,16367,17371,249.76,238.4,11.36,0.9,0.85,0.71,0.67,10473,1128
2002/1/11,5811,5860,5631,5640,5792,5664.1,5485.25,4756.9,20219,17069,17245,237.95,238.31,-0.36,0.76,0.82,0.5,0.58,9880,-593
2002/1/14,5580,5610,5550,5590,5746.6,5683.1,5487.25,4786.4,9126,16004,16209,217.4,234.13,-16.73,0.61,0.75,0.46,0.56,8451,-1429
2002/1/15,5550,5600,5492,5590,5701.6,5682.3,5494.1,4814.47,8890,14548,15603,197.46,226.8,-29.34,0.51,0.67,0.46,0.56,4682,-3769
2002/1/16,5542,5599,5460,5460,5621.8,5669.8,5499.1,4841.3,4463,11904,14306,173.74,216.18,-42.45,0.34,0.56,0.35,0.5,1607,-3075
2002/1/17,5350,5457,5340,5450,5546,5668.5,5511.45,4866.2,14222,11384,13876,147.55,202.46,-54.9,0.29,0.47,0.34,0.49,8285,6678
2002/1/18,5452,5545,5430,5443,5506.6,5649.3,5519.35,4890.45,18983,11137,14103,128.63,187.69,-59.06,0.26,0.4,0.33,0.49,10385,2100
2002/1/21,5440,5824,5430,5824,5553.4,5650,5558.3,4921.05,18490,13010,14507,133.09,176.77,-43.68,0.47,0.42,0.69,0.64,9176,-1209
2002/1/22,5834,5870,5714,5804,5596.2,5648.9,5592.95,4951.28,18058,14843,14696,140.86,169.59,-28.73,0.6,0.48,0.67,0.62,8948,-228
2002/1/23,5751,6096,5710,5775,5659.2,5640.5,5611.7,4983.37,23471,18645,15274,148.61,165.39,-16.78,0.59,0.52,0.63,0.61,8747,-201
2002/1/24,5819,5848,5701,5800,5729.2,5637.6,5632.95,5015.6,18275,19455,15420,148.86,162.09,-13.23,0.6,0.54,0.65,0.62,9285,538
2002/1/25,5850,5975,5850,5954,5831.4,5669,5666.55,5050.33,18584,19376,15256,159.01,161.47,-2.46,0.67,0.59,0.75,0.67,8768,-517
