Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,openposition,change_openposition
2013/12/16,8375,8385,8325,8334,8401.6,8406.8,8332.25,8306.68,95020,84976,83914,37.17,36.21,0.97,0.32,0.53,0.37,0.48,50521,-4273
2013/12/17,8383,8385,8358,8361,8383,8402.1,8338,8308.42,57370,85395,83060,33.43,35.65,-2.23,0.28,0.45,0.45,0.52,40474,-10047
2013/12/18,8380,8380,8338,8338,8364.2,8392.5,8343.95,8309.6,31195,69487,76836,28.69,34.26,-5.57,0.21,0.37,0.4,0.49,31221,-9253
2013/12/19,8392,8431,8371,8392,8364.2,8393.9,8359.65,8312.25,83798,69247,75162,28.49,33.11,-4.62,0.26,0.33,0.55,0.55,53840,22619
2013/12/20,8391,8428,8382,8414,8367.8,8396.9,8376,8316.13,63180,66113,73737,29.04,32.29,-3.25,0.33,0.33,0.6,0.57,53683,-157
2013/12/23,8449,8495,8445,8475,8396,8398.8,8390.15,8321.02,53452,57799,71388,34.17,32.67,1.5,0.49,0.39,0.71,0.63,55339,1656
2013/12/24,8480,8487,8462,8481,8420,8401.5,8401.95,8327.02,34318,53189,69292,38.21,33.78,4.44,0.63,0.47,0.72,0.63,54022,-1317
2013/12/25,8500,8504,8488,8500,8452.4,8408.3,8412.1,8332.87,28150,52580,61034,42.56,35.53,7.03,0.75,0.56,0.75,0.65,53541,-481
2013/12/26,8510,8514,8483,8501,8474.2,8419.2,8418.3,8338.57,30200,41860,55554,45.62,37.55,8.07,0.81,0.64,0.75,0.65,54340,799
2013/12/27,8496,8550,8490,8543,8500,8433.9,8424.2,8341.33,56418,40508,53310,50.04,40.05,9.99,0.86,0.72,0.81,0.69,56949,2609
2013/12/30,8549,8637,8546,8624,8529.8,8462.9,8434.85,8345.63,70122,43842,50820,59,43.84,15.17,0.89,0.78,0.88,0.75,58465,1516
2013/12/31,8650,8664,8622,8633,8560.2,8490.1,8446.1,8350.77,51329,47244,50216,67.77,48.63,19.15,0.89,0.82,0.89,0.75,58759,294
2014/1/2,8644,8649,8585,8616,8583.4,8517.9,8455.2,8354.82,70152,55644,54112,72.15,53.33,18.82,0.87,0.83,0.8,0.72,59890,1131
2014/1/3,8595,8597,8530,8542,8591.6,8532.9,8463.4,8358.22,82686,66141,54001,69.68,56.6,13.08,0.73,0.8,0.53,0.6,60584,694
2014/1/6,8539,8561,8503,8526,8588.2,8544.1,8470.5,8360.97,81494,71157,55832,65.05,58.29,6.76,0.59,0.73,0.49,0.57,58614,-1970
2014/1/7,8528,8575,8525,8550,8573.4,8551.6,8475.2,8365.23,76176,72367,58105,62.36,59.11,3.26,0.52,0.66,0.56,0.6,59686,1072
2014/1/8,8556,8599,8550,8584,8563.6,8561.9,8481.7,8369.05,69802,76062,61653,61.87,59.66,2.22,0.53,0.62,0.63,0.63,58207,-1479
2014/1/9,8565,8573,8514,8528,8546,8564.7,8486.5,8372.1,99558,81943,68794,57.32,59.19,-1.87,0.43,0.55,0.47,0.55,57361,-846
2014/1/10,8523,8548,8516,8541,8545.8,8568.7,8493.95,8375.05,63745,78155,72148,53.16,57.98,-4.83,0.36,0.49,0.51,0.56,54347,-3014
2014/1/13,8598,8629,8566,8571,8554.8,8571.5,8502.7,8377.62,95870,81030,76093,53.1,57.01,-3.91,0.38,0.45,0.58,0.6,38736,-15611
2014/1/14,8530,8559,8514,8547,8554.2,8563.8,8513.35,8380.07,73027,80400,76384,49.06,55.42,-6.36,0.36,0.42,0.51,0.56,32667,-6069
2014/1/15,8570,8613,8563,8610,8559.4,8561.5,8525.8,8383.3,52535,76947,76505,49.9,54.31,-4.41,0.52,0.45,0.65,0.63,18341,-14326
2014/1/16,8650,8662,8610,8618,8577.4,8561.7,8539.8,8387.62,65354,70106,76025,52.22,53.9,-1.67,0.59,0.5,0.67,0.63,56319,37978
2014/1/17,8610,8625,8577,8604,8590,8567.9,8550.4,8391.13,76169,72591,75373,51.49,53.42,-1.92,0.59,0.53,0.61,0.61,57001,682
2014/1/20,8585,8634,8571,8623,8600.4,8577.6,8560.85,8396.18,69809,67379,74205,51.15,52.96,-1.81,0.64,0.57,0.66,0.63,59336,2335
2014/1/21,8642,8647,8611,8621,8615.2,8584.7,8568.15,8400.05,65389,65851,73126,51.28,52.63,-1.34,0.67,0.6,0.65,0.63,60465,1129
2014/1/22,8595,8636,8585,8634,8620,8589.7,8575.8,8403.82,61473,67639,72293,50.58,52.22,-1.64,0.72,0.64,0.68,0.64,60166,-299
2014/1/23,8646,8650,8587,8597,8615.8,8596.6,8580.65,8406.43,77610,70090,70098,48.3,51.43,-3.14,0.66,0.65,0.51,0.57,59145,-1021
2014/1/24,8570,8629,8551,8617,8618.4,8604.2,8586.45,8409.57,76250,70106,71349,45.62,50.27,-4.65,0.67,0.66,0.58,0.6,61711,2566
2014/1/27,8510,8547,8445,8449,8583.6,8592,8581.75,8410.53,124091,80963,74171,32.55,46.73,-14.18,0.46,0.59,0.24,0.38,61081,-630
2014/2/5,8302,8328,8196,8242,8507.8,8561.5,8562.65,8408.93,123024,92490,79170,4.35,38.25,-33.9,0.34,0.51,0.13,0.26,56745,-4336
2014/2/6,8278,8292,8247,8276,8436.2,8528.1,8544.8,8409.08,81137,96422,82031,-16.14,27.37,-43.51,0.28,0.43,0.2,0.3,52424,-4321
2014/2/7,8327,8373,8315,8339,8384.6,8500.2,8530.95,8410.25,84636,97828,83959,-26.52,16.59,-43.12,0.29,0.39,0.33,0.37,50744,-1680
2014/2/10,8375,8403,8353,8354,8332,8475.2,8521.55,8411.85,75690,97716,83911,-32.4,6.79,-39.2,0.31,0.36,0.35,0.38,51889,1145
2014/2/11,8354,8415,8346,8413,8324.8,8454.2,8515.9,8415,69071,86712,83837,-34.19,-1.4,-32.78,0.37,0.36,0.46,0.44,50694,-1195
2014/2/12,8447,8496,8437,8483,8373,8440.4,8512.55,8419.8,84727,79052,85771,-28.97,-6.92,-22.06,0.46,0.39,0.57,0.51,51297,603
2014/2/13,8495,8495,8443,8445,8406.8,8421.5,8505.6,8423.63,60328,74890,85656,-25.97,-10.73,-15.24,0.5,0.43,0.5,0.48,51343,46
2014/2/14,8496,8568,8488,8506,8440.2,8412.4,8504.5,8430.28,108056,79574,88701,-18.54,-12.29,-6.25,0.61,0.49,0.59,0.53,45962,-5381
2014/2/17,8547,8557,8514,8526,8474.6,8403.3,8503.75,8436.98,68133,78063,87889,-11.41,-12.11,0.71,0.7,0.56,0.62,0.54,36448,-9514
2014/2/18,8530,8564,8506,8562,8504.4,8414.6,8503.3,8443.67,74608,79170,82941,-4.28,-10.55,6.27,0.79,0.64,0.67,0.57,28586,-7862
2014/2/19,8535,8569,8535,8556,8519,8446,8503.75,8449.78,33192,68863,73958,1.8,-8.08,9.88,0.85,0.71,0.65,0.57,19396,-9190
2014/2/20,8530,8548,8483,8485,8527,8466.9,8497.5,8453.77,104153,77628,76259,2.25,-6.01,8.26,0.77,0.73,0.48,0.49,48673,29277
2014/2/21,8555,8598,8555,8588,8543.4,8491.8,8496,8459.92,70932,70204,74889,9.12,-2.98,12.11,0.83,0.76,0.64,0.58,47721,-952
2014/2/24,8591,8605,8534,8549,8548,8511.3,8493.25,8467.77,73629,71303,74683,12.57,0.13,12.44,0.78,0.77,0.56,0.54,48780,1059
2014/2/25,8603,8608,8565,8573,8550.2,8527.3,8490.75,8475.87,59959,68373,73772,16.76,3.45,13.3,0.78,0.77,0.6,0.56,49242,462
2014/2/26,8565,8627,8553,8607,8560.4,8539.7,8490.05,8482.78,78863,77507,73185,21.34,7.03,14.31,0.81,0.78,0.65,0.59,53905,4663
2014/2/27,8609,8631,8602,8625,8588.4,8557.7,8489.6,8489.12,62426,69162,73395,26.47,10.92,15.55,0.86,0.81,0.68,0.6,55246,1341
2014/3/3,8559,8580,8510,8566,8584,8563.7,8488.05,8493.6,102233,75422,72813,24.98,13.73,11.25,0.76,0.79,0.52,0.54,51656,-3590
2014/3/4,8560,8582,8539,8552,8584.6,8566.3,8484.8,8496.52,68908,74478,72890,23.59,15.7,7.89,0.66,0.75,0.49,0.52,49747,-1909
2014/3/5,8640,8647,8610,8619,8593.8,8572,8493.3,8499.75,59854,74457,71415,27.61,18.08,9.53,0.72,0.74,0.62,0.58,50464,717
2014/3/6,8623,8709,8619,8694,8611.2,8585.8,8515.9,8504.47,87968,76278,76893,34.86,21.44,13.42,0.79,0.75,0.72,0.64,56023,5559
2014/3/7,8730,8772,8676,8704,8627,8607.7,8537.3,8509.4,104339,84660,76911,42.93,25.74,17.19,0.77,0.76,0.73,0.64,57682,1659
2014/3/10,8673,8694,8654,8676,8649,8616.5,8554.15,8513.43,69919,78198,76810,45.65,29.72,15.93,0.73,0.75,0.65,0.61,54125,-3557
2014/3/11,8690,8723,8678,8713,8681.2,8632.9,8572.1,8519.02,67391,77894,76186,49.8,33.74,16.06,0.74,0.75,0.7,0.64,55591,1466
2014/3/12,8666,8673,8645,8659,8689.2,8641.5,8584.4,8523.6,73277,80579,77518,48.67,36.72,11.95,0.68,0.73,0.55,0.57,53433,-2158
2014/3/13,8702,8756,8694,8742,8698.8,8655,8597.35,8528.37,84582,79902,78090,53.18,40.01,13.16,0.75,0.73,0.68,0.63,57452,4019
2014/3/14,8673,8701,8671,8692,8696.4,8661.7,8609.7,8532.33,58515,70737,77699,52.55,42.52,10.03,0.72,0.73,0.56,0.58,52927,-4525
2014/3/17,8703,8715,8655,8699,8701,8675,8619.35,8536.78,77365,72226,75212,51.7,44.36,7.34,0.66,0.71,0.57,0.58,41467,-11460
2014/3/18,8745,8751,8712,8728,8704,8692.6,8629.45,8542.38,65644,71877,74885,53.45,46.18,7.28,0.68,0.7,0.63,0.61,33041,-8426
2014/3/19,8734,8742,8684,8696,8711.4,8700.3,8636.15,8547.38,47587,66739,73659,52.21,47.38,4.82,0.59,0.66,0.54,0.57,22064,-10977
2014/3/20,8638,8639,8561,8568,8676.6,8687.7,8636.75,8551.28,95027,68828,74365,41.02,46.11,-5.09,0.4,0.58,0.32,0.44,47471,25407
2014/3/21,8586,8598,8558,8573,8652.8,8674.6,8641.15,8554.82,66251,70375,70556,31.11,43.11,-12,0.29,0.48,0.34,0.45,47918,447
2014/3/24,8550,8605,8523,8601,8633.2,8667.1,8641.8,8559.2,99699,74842,73534,23.55,39.2,-15.65,0.31,0.42,0.41,0.48,47674,-244
2014/3/25,8589,8660,8576,8658,8619.2,8661.6,8647.25,8563.63,91751,80063,75970,21.79,35.72,-13.93,0.4,0.42,0.53,0.53,49790,2116
2014/3/26,8708,8722,8682,8712,8622.4,8666.9,8654.2,8568.6,77869,86119,76429,25.66,33.71,-8.04,0.54,0.46,0.62,0.58,52256,2466
2014/3/27,8705,8756,8695,8754,8659.6,8668.1,8661.55,8573.25,86325,84379,76603,31.02,33.17,-2.15,0.69,0.54,0.68,0.61,57493,5237
2014/3/28,8754,8776,8729,8736,8692.2,8672.5,8667.1,8577.5,78831,86895,78635,35.22,33.58,1.64,0.74,0.6,0.63,0.59,58227,734
2014/3/31,8779,8794,8734,8790,8730,8681.6,8678.3,8582.33,76765,82308,78575,40.72,35.01,5.72,0.82,0.68,0.71,0.63,58203,-24
2014/4/1,8780,8833,8773,8828,8764,8691.6,8692.1,8587.78,77021,79362,79713,47.64,37.54,10.11,0.88,0.74,0.75,0.66,58731,528
2014/4/2,8850,8888,8841,8855,8792.6,8707.5,8703.9,8592.98,73667,78522,82321,56.05,41.24,14.81,0.89,0.79,0.78,0.68,57018,-1713
2014/4/3,8858,8878,8845,8867,8815.2,8737.4,8712.55,8597.03,58189,72895,78637,62.36,45.46,16.89,0.91,0.83,0.79,0.69,58299,1281
2014/4/7,8811,8861,8803,8858,8839.6,8765.9,8720.25,8600.78,63927,69914,78404,65.05,49.38,15.67,0.91,0.85,0.75,0.67,58642,343
2014/4/8,8853,8887,8837,8877,8857,8793.5,8730.3,8605.13,79196,70400,76354,68.38,53.18,15.2,0.92,0.88,0.78,0.69,55062,-3580
2014/4/9,8886,8903,8878,8896,8870.6,8817.3,8739.45,8611.03,52603,65516,72439,72.1,56.96,15.13,0.93,0.9,0.81,0.7,56159,1097
2014/4/10,8929,8939,8866,8907,8881,8836.8,8751.85,8617.38,86825,68148,73335,75.11,60.59,14.52,0.91,0.9,0.82,0.71,55130,-1029
2014/4/11,8850,8891,8840,8869,8881.4,8848.3,8758.2,8622.7,95782,75667,74281,73.62,63.2,10.42,0.82,0.87,0.63,0.64,50964,-4166
2014/4/14,8870,8885,8853,8856,8881,8860.3,8766.4,8627.23,65746,76030,72972,71.23,64.8,6.43,0.72,0.82,0.57,0.62,47194,-3770
2014/4/15,8861,8902,8859,8896,8884.8,8870.9,8776.25,8633.37,72126,74616,72508,70.61,65.97,4.64,0.71,0.78,0.68,0.66,39011,-8183
2014/4/16,8910,8956,8887,8954,8896.4,8883.5,8787.55,8640.25,49182,73932,69724,73.26,67.43,5.84,0.8,0.79,0.77,0.71,26310,-12701
2014/4/17,8884,8910,8872,8895,8894,8887.5,8797.5,8645.65,77255,72018,70083,70.94,68.13,2.81,0.73,0.77,0.57,0.61,52581,26271
2014/4/18,8961,8972,8916,8917,8903.6,8892.5,8814.95,8651.82,63285,65519,70593,71.3,68.76,2.54,0.69,0.74,0.61,0.63,55609,3028
2014/4/21,8917,8926,8903,8922,8916.8,8898.9,8832.4,8657.02,36842,59738,67884,69.79,68.97,0.82,0.66,0.72,0.62,0.64,56331,722
2014/4/22,8925,8962,8917,8950,8927.6,8906.2,8849.85,8662.55,60169,57347,65982,69.93,69.16,0.77,0.72,0.72,0.68,0.66,56788,457
2014/4/23,8970,8980,8910,8922,8921.2,8908.8,8863.05,8667.85,80288,63568,68750,68.34,69,-0.65,0.68,0.7,0.57,0.61,58676,1888
2014/4/24,8928,8942,8915,8935,8929.2,8911.6,8874.2,8673.05,54152,58947,65483,66.18,68.43,-2.25,0.67,0.69,0.61,0.63,60200,1524
2014/4/25,8925,8928,8743,8750,8895.8,8899.7,8874,8675.2,174633,81217,73368,52.65,65.28,-12.63,0.45,0.61,0.25,0.4,58958,-1242
2014/4/28,8698,8835,8690,8818,8875,8895.9,8878.1,8678.27,129874,99823,79781,41.24,60.47,-19.23,0.45,0.56,0.41,0.48,60681,1723
2014/4/29,8828,8855,8809,8838,8852.6,8890.1,8880.5,8682.28,91179,106025,81686,35.41,55.46,-20.05,0.47,0.53,0.45,0.5,61095,414
2014/4/30,8850,8857,8750,8755,8819.2,8870.2,8876.85,8684.58,122688,114505,89037,25.98,49.56,-23.58,0.39,0.48,0.33,0.42,60833,-262
2014/5/2,8768,8843,8761,8840,8800.2,8864.7,8876.1,8691.1,90635,121802,90375,21.64,43.98,-22.34,0.43,0.46,0.49,0.51,61896,1063
2014/5/5,8864,8888,8802,8828,8815.8,8855.8,8874.15,8700.87,94208,105717,93467,19.22,39.03,-19.81,0.45,0.46,0.47,0.5,59640,-2256
2014/5/6,8849,8889,8813,8881,8828.4,8851.7,8875.3,8710.95,97864,99315,99569,19.46,35.11,-15.65,0.52,0.48,0.56,0.54,61444,1804
2014/5/7,8845,8861,8809,8839,8828.6,8840.6,8873.4,8719.28,104464,101972,103999,17.11,31.51,-14.4,0.54,0.5,0.48,0.5,60249,-1195
2014/5/8,8860,8887,8836,8880,8853.6,8836.4,8872.6,8728.05,88751,95184,104845,17.77,28.77,-10.99,0.63,0.54,0.56,0.54,61193,944
2014/5/9,8888,8889,8833,8842,8854,8827.1,8869.35,8735.2,77008,92459,107130,16.55,26.32,-9.77,0.67,0.59,0.48,0.5,60115,-1078
2014/5/12,8842,8850,8790,8821,8852.6,8834.2,8866.95,8740.83,88270,91271,98494,12.93,23.64,-10.71,0.62,0.6,0.44,0.48,60296,181
2014/5/13,8855,8875,8821,8829,8842.2,8835.3,8865.6,8747.23,83445,88388,93851,11.39,21.19,-9.81,0.6,0.6,0.46,0.49,60750,454
2014/5/14,8855,8885,8830,8883,8851,8839.8,8864.95,8753.52,85759,84647,93309,12.58,19.47,-6.89,0.72,0.64,0.58,0.54,60883,133
2014/5/15,8868,8887,8857,8877,8850.4,8852,8861.1,8759.37,59657,78828,87006,13.71,18.32,-4.61,0.77,0.68,0.57,0.54,59255,-1628
2014/5/16,8842,8883,8816,8876,8857.2,8855.6,8860.15,8764.6,88877,81202,86830,13.5,17.35,-3.86,0.8,0.72,0.56,0.54,55318,-3937
2014/5/19,8876,8901,8869,8887,8870.4,8861.5,8858.65,8770.12,70962,77740,84506,15.03,16.89,-1.86,0.83,0.76,0.59,0.55,46849,-8469
2014/5/20,8902,8926,8890,8896,8883.8,8863,8857.35,8776.97,74046,75860,82124,17.34,16.98,0.36,0.81,0.78,0.62,0.56,40178,-6671
2014/5/21,8892,8909,8850,8860,8879.2,8865.1,8852.85,8781.5,54036,69516,77081,16.38,16.86,-0.48,0.71,0.75,0.47,0.51,22263,-17915
2014/5/22,8873,8960,8866,8957,8895.2,8872.8,8854.6,8788.3,100620,77708,78268,20.65,17.62,3.03,0.8,0.77,0.7,0.61,59584,37321
2014/5/23,8971,9014,8966,9011,8922.2,8889.7,8858.4,8795.6,75182,74969,78085,28.98,19.89,9.09,0.86,0.8,0.77,0.66,62628,3044
2014/5/26,9020,9049,9009,9040,8952.8,8911.6,8872.9,8802.82,51900,71157,74448,37.89,23.49,14.4,0.9,0.83,0.8,0.68,63245,617
2014/5/27,9047,9058,9025,9056,8984.8,8934.3,8884.8,8810,52031,66754,71307,45.57,27.91,17.67,0.93,0.86,0.81,0.69,63706,461
2014/5/28,9062,9144,9055,9135,9039.8,8959.5,8899.65,8819.48,94218,74790,72153,56.54,33.63,22.91,0.94,0.89,0.87,0.74,65233,1527
2014/5/29,9132,9149,9111,9114,9071.2,8983.2,8917.6,8828.85,69424,68551,73130,64.87,39.88,24.99,0.92,0.9,0.79,0.71,64439,-794
2014/5/30,9121,9130,9086,9089,9086.8,9004.5,8930.05,8836.68,76393,68793,71881,68.78,45.66,23.12,0.88,0.89,0.7,0.67,64128,-311
2014/6/3,9112,9133,9061,9106,9100,9026.4,8943.95,8843.55,83254,75064,73110,71.3,50.79,20.51,0.87,0.89,0.73,0.68,60968,-3160
2014/6/4,9118,9124,9097,9102,9109.2,9047,8955,8850.18,53898,75437,71096,72.84,55.2,17.64,0.86,0.88,0.71,0.68,61087,119
2014/6/5,9117,9118,9074,9116,9105.4,9072.6,8968.85,8857.52,67500,70094,72442,73.19,58.8,14.4,0.85,0.87,0.74,0.69,58461,-2626
2014/6/6,9138,9158,9120,9125,9107.6,9089.4,8981.1,8864.38,59766,68162,68357,74.71,61.98,12.73,0.82,0.85,0.75,0.7,58373,-88
2014/6/9,9140,9155,9129,9144,9118.6,9102.7,8996.2,8872.47,45298,61943,65368,75.93,64.77,11.16,0.85,0.85,0.79,0.71,58607,234
2014/6/10,9159,9202,9155,9185,9134.4,9117.2,9014.4,8879.85,72200,59732,67398,79.11,67.64,11.47,0.86,0.85,0.85,0.75,60591,1984
2014/6/11,9194,9212,9183,9210,9156,9132.6,9033.45,8888.48,43499,57653,66545,82.45,70.6,11.85,0.9,0.87,0.87,0.76,59671,-920
2014/6/12,9195,9215,9181,9202,9173.2,9139.3,9049.4,8896.87,46433,53439,61767,83.83,73.25,10.59,0.91,0.88,0.82,0.75,59477,-194
2014/6/13,9170,9199,9156,9195,9187.2,9147.4,9065.3,8904.65,69155,55317,61740,82.86,75.17,7.69,0.89,0.89,0.77,0.73,56045,-3432
2014/6/16,9180,9214,9175,9200,9198.4,9158.5,9081.5,8913.05,54947,57247,59595,82.03,76.54,5.49,0.89,0.89,0.78,0.73,51317,-4728
2014/6/17,9207,9248,9203,9242,9209.8,9172.1,9099.25,8924.28,66123,56031,57882,83.36,77.91,5.46,0.92,0.9,0.85,0.77,45421,-5896
2014/6/18,9241,9307,9208,9302,9228.2,9192.1,9119.55,8936.43,64896,60311,58982,87.12,79.75,7.37,0.94,0.91,0.91,0.81,30732,-14689
2014/6/19,9187,9237,9181,9226,9233,9203.1,9137.85,8946.85,74612,65947,59693,84.11,80.62,3.49,0.81,0.88,0.59,0.65,48667,17935
2014/6/20,9227,9230,9178,9179,9229.8,9208.5,9148.95,8955.53,74727,67061,61189,78.72,80.24,-1.52,0.59,0.78,0.46,0.58,48777,110
2014/6/23,9179,9206,9151,9167,9223.2,9210.8,9156.75,8963.12,82798,72631,64939,72.1,78.61,-6.51,0.43,0.66,0.44,0.56,51660,2883
2014/6/24,9174,9198,9165,9173,9209.4,9209.6,9163.4,8970.1,65966,72600,64316,66.45,76.18,-9.73,0.33,0.55,0.46,0.56,54314,2654
2014/6/25,9146,9170,9137,9156,9180.2,9204.2,9168.4,8977.1,63400,72301,66306,59.48,72.84,-13.36,0.26,0.45,0.41,0.54,55548,1234
2014/6/26,9181,9237,9176,9230,9181,9207,9173.15,8984.43,75765,72531,69239,58.4,69.95,-11.55,0.35,0.42,0.62,0.63,59119,3571
2014/6/27,9231,9244,9205,9206,9186.4,9208.1,9177.75,8990.73,58349,69256,68158,56.65,67.29,-10.64,0.37,0.4,0.54,0.59,57180,-1939
2014/6/30,9220,9307,9218,9290,9211,9217.1,9187.8,8997.98,77543,68205,70418,59.5,65.73,-6.23,0.55,0.45,0.7,0.67,61219,4039
2014/7/1,9299,9401,9289,9380,9252.4,9230.9,9201.5,9006.53,101041,75220,73910,67.93,66.17,1.76,0.67,0.53,0.79,0.73,60638,-581
2014/7/2,9404,9488,9310,9400,9301.2,9240.7,9216.4,9015.57,178185,98177,85239,76.72,68.28,8.44,0.7,0.58,0.8,0.74,55712,-4926
2014/7/3,9396,9463,9367,9455,9346.2,9263.6,9233.35,9025.2,111701,105364,88948,85.56,71.74,13.82,0.77,0.64,0.84,0.77,58332,2620
2014/7/4,9488,9494,9411,9453,9395.6,9291,9249.75,9034.48,105559,114806,92031,92.93,75.98,16.95,0.81,0.7,0.84,0.77,58194,-138
2014/7/7,9452,9453,9398,9451,9427.8,9319.4,9265.1,9043.55,86345,116566,92385,96.49,80.08,16.41,0.83,0.74,0.83,0.76,59618,1424
2014/7/8,9452,9492,9440,9477,9447.2,9349.8,9279.7,9053.68,82334,112825,94022,100.82,84.23,16.6,0.87,0.78,0.85,0.78,63825,4207
2014/7/9,9450,9477,9436,9463,9459.8,9380.5,9292.35,9063.8,77026,92593,95385,102.14,87.81,14.33,0.88,0.82,0.78,0.75,62273,-1552
2014/7/10,9466,9556,9462,9553,9479.4,9412.8,9309.9,9074.75,100623,90377,97871,107.69,91.78,15.9,0.92,0.85,0.87,0.8,63129,856
2014/7/11,9540,9566,9450,9486,9486,9440.8,9324.45,9083.62,157882,100842,107824,108.1,95.05,13.05,0.85,0.85,0.64,0.69,54195,-8934
2014/7/14,9479,9529,9478,9523,9500.4,9464.1,9340.6,9094.08,85979,100769,108668,108.48,97.73,10.75,0.84,0.85,0.7,0.71,47746,-6449
2014/7/15,9575,9581,9534,9560,9517,9482.1,9356.5,9104.8,92920,102886,107855,111.17,100.42,10.75,0.86,0.85,0.74,0.73,37598,-10148
2014/7/16,9547,9564,9475,9483,9521,9490.4,9365.55,9114.15,67424,100966,96779,107.43,101.82,5.61,0.73,0.81,0.54,0.62,22509,-15089
2014/7/17,9392,9402,9326,9357,9481.8,9480.6,9372.1,9120.93,123718,105585,97981,92.05,99.87,-7.82,0.53,0.72,0.35,0.49,56833,34324
2014/7/18,9285,9372,9281,9339,9452.4,9469.2,9380.1,9127.88,107971,95602,98222,76.73,95.24,-18.51,0.42,0.62,0.33,0.47,60653,3820
2014/7/21,9380,9406,9356,9365,9420.8,9460.6,9390,9135.05,78887,94184,97476,67.07,89.61,-22.54,0.37,0.53,0.39,0.5,60196,-457
2014/7/22,9384,9434,9352,9431,9395,9456,9402.9,9146.4,100000,95600,99243,61.84,84.05,-22.21,0.41,0.49,0.52,0.56,64036,3840
2014/7/24,9456,9470,9432,9468,9392,9456.5,9418.5,9157.23,86204,99356,100161,60.83,79.41,-18.58,0.48,0.49,0.58,0.59,64274,238
2014/7/25,9460,9465,9357,9390,9398.6,9440.2,9426.5,9166.43,118354,98283,101934,54.64,74.46,-19.81,0.44,0.47,0.44,0.51,62745,-1529
2014/7/28,9370,9422,9342,9386,9408,9430.2,9435.5,9176.95,113816,99452,97527,47.85,69.14,-21.28,0.41,0.45,0.44,0.5,65862,3117
2014/7/29,9425,9446,9343,9360,9407,9413.9,9439,9185.62,128049,109285,101734,41.45,63.6,-22.15,0.37,0.43,0.39,0.48,69477,3615
2014/7/30,9367,9429,9366,9414,9403.6,9399.3,9440.7,9195.38,99330,109151,102375,38.24,58.53,-20.29,0.48,0.44,0.51,0.53,70978,1501
2014/7/31,9433,9438,9265,9290,9368,9380,9435.2,9202.2,134333,118776,109066,28.5,52.52,-24.02,0.36,0.42,0.33,0.42,70806,-172
2014/8/1,9236,9264,9209,9251,9340.2,9369.4,9425,9209.07,104509,116007,107145,14.41,44.9,-30.49,0.29,0.38,0.29,0.4,73638,2832
2014/8/4,9260,9297,9233,9285,9320,9364,9416.6,9215.82,81817,109608,104530,5.69,37.06,-31.36,0.29,0.35,0.37,0.43,72329,-1309
2014/8/5,9249,9256,9083,9097,9267.4,9337.2,9398.9,9220.07,149588,113915,111600,-12.51,27.14,-39.65,0.21,0.3,0.21,0.32,72785,456
2014/8/6,9079,9129,9059,9097,9204,9303.8,9379.9,9224.67,121642,118378,113764,-29.64,15.79,-45.42,0.17,0.26,0.21,0.32,71295,-1490
2014/8/7,9111,9134,9065,9093,9164.6,9266.3,9361.4,9229.07,84268,108365,113571,-42.66,4.1,-46.76,0.14,0.22,0.21,0.32,72607,1312
2014/8/8,9052,9093,8991,9090,9132.4,9236.3,9338.25,9232.52,123219,112107,114057,-54.79,-7.68,-47.11,0.17,0.2,0.21,0.32,71647,-960
2014/8/11,9132,9162,9110,9139,9103.2,9211.6,9320.9,9236.88,80134,111770,110689,-57.96,-17.73,-40.23,0.22,0.21,0.35,0.37,70082,-1565
2014/8/12,9152,9158,9103,9122,9108.2,9187.8,9300.85,9240.98,87612,99375,106645,-60.69,-26.32,-34.36,0.25,0.22,0.33,0.36,69351,-731
2014/8/13,9132,9204,9120,9199,9128.6,9166.3,9282.8,9246.18,94649,93976,106177,-57.8,-32.62,-25.18,0.39,0.28,0.51,0.45,66188,-3163
2014/8/14,9228,9253,9203,9219,9153.8,9159.2,9269.6,9251.57,85033,94129,101247,-51.45,-36.39,-15.07,0.51,0.35,0.55,0.47,62989,-3199
2014/8/15,9210,9218,9154,9202,9176.2,9154.3,9261.85,9257.27,90406,87567,99837,-48.24,-38.76,-9.49,0.6,0.44,0.51,0.45,57135,-5854
2014/8/18,9212,9223,9126,9140,9176.4,9139.8,9251.9,9260.32,111283,93797,102783,-48.11,-40.63,-7.48,0.59,0.49,0.38,0.4,45979,-11156
2014/8/19,9161,9249,9161,9237,9199.4,9153.8,9245.5,9264.08,91282,94531,96953,-42.38,-40.98,-1.4,0.71,0.56,0.58,0.5,36696,-9283
2014/8/20,9253,9285,9244,9275,9214.6,9171.6,9237.7,9268,61787,87958,90967,-33.51,-39.49,5.97,0.79,0.64,0.63,0.53,23783,-12913
2014/8/21,9260,9266,9200,9230,9216.8,9185.3,9225.8,9270.9,103529,91657,92893,-29.23,-37.43,8.2,0.76,0.68,0.54,0.49,61728,37945
2014/8/22,9249,9388,9247,9378,9252,9214.1,9225.2,9274.95,116443,96865,92216,-16.28,-33.2,16.93,0.83,0.73,0.71,0.6,67426,5698
2014/8/25,9386,9399,9365,9391,9302.2,9239.3,9225.45,9279.57,61977,87004,90400,-2.85,-27.13,24.28,0.88,0.78,0.72,0.61,70644,3218
