Date,Open,High,Low,Close,EMA5,EMA10,RSV9,DIF7-12,MACD5,OSC,K,D,RSI6,RSI12,Openposition,ChangeOpenposition
2001/9/6,4376,4387,4295,4330,4387.24,4409.67,0.22,-16.6,-12.53,-4.07,0.41,0.45,0.38,0.43,10046,-307
2001/9/7,4286,4294,4237,4284,4352.83,4386.82,0.16,-26.02,-17.03,-9,0.32,0.4,0.34,0.4,10148,102
2001/9/10,4254,4300,4221,4280,4328.55,4367.4,0.19,-31.44,-21.83,-9.61,0.28,0.36,0.33,0.4,10910,762
2001/9/11,4290,4295,4151,4152,4269.7,4328.24,0,-41.62,-28.43,-13.19,0.19,0.3,0.23,0.34,10480,-430
2001/9/13,3862,3890,3862,3862,4133.8,4243.47,0,-77.1,-44.65,-32.45,0.12,0.24,0.12,0.24,8294,-2186
2001/9/14,3888,3910,3670,3705,3990.87,4145.56,0.04,-108.34,-65.88,-42.46,0.1,0.19,0.09,0.21,6684,-1610
2001/9/19,3611,3737,3581,3737,3906.25,4071.28,0.17,-128.76,-86.84,-41.92,0.12,0.17,0.14,0.23,3094,-3590
2001/9/20,3649,3660,3551,3551,3787.83,3976.68,0,-148.28,-107.32,-40.96,0.08,0.14,0.1,0.19,7644,4550
2001/9/21,3460,3474,3427,3427,3667.55,3876.74,0,-168.37,-127.67,-40.7,0.05,0.11,0.09,0.17,8475,831
2001/9/24,3402,3550,3366,3510,3615.04,3810.06,0.15,-170.3,-141.88,-28.42,0.09,0.1,0.2,0.23,8563,88
2001/9/25,3648,3650,3421,3430,3553.36,3740.96,0.07,-165.09,-149.62,-15.48,0.08,0.1,0.17,0.22,8733,170
2001/9/26,3450,3669,3401,3625,3577.24,3719.88,0.28,-146.09,-148.44,2.35,0.15,0.11,0.4,0.34,9790,1057
2001/9/27,3594,3600,3520,3560,3571.49,3690.81,0.36,-130.33,-142.41,12.07,0.22,0.15,0.36,0.32,10245,455
2001/9/28,3599,3664,3571,3616,3586.33,3677.21,0.46,-109.86,-131.56,21.69,0.3,0.2,0.42,0.35,10284,39
2001/10/2,3611,3614,3423,3427,3533.22,3631.71,0.16,-106.49,-123.2,16.71,0.25,0.22,0.3,0.3,10131,-153
2001/10/3,3450,3495,3401,3430,3498.81,3595.04,0.21,-103.51,-116.64,13.13,0.24,0.22,0.31,0.3,10548,417
2001/10/4,3620,3620,3470,3473,3490.21,3572.85,0.35,-90.9,-108.06,17.16,0.28,0.24,0.36,0.33,10562,14
2001/10/5,3496,3577,3460,3553,3511.14,3569.24,0.62,-76.83,-97.65,20.82,0.39,0.29,0.46,0.38,11066,504
2001/10/8,3540,3575,3501,3512,3511.43,3558.83,0.41,-65.98,-87.09,21.11,0.4,0.33,0.42,0.36,10053,-1013
2001/10/9,3549,3617,3535,3615,3545.95,3569.05,0.8,-49.77,-74.65,24.88,0.53,0.4,0.54,0.43,11092,1039
2001/10/11,3698,3855,3690,3845,3645.63,3619.22,0.98,-17.07,-55.46,38.39,0.68,0.49,0.7,0.54,11181,89
2001/10/12,3945,3951,3788,3825,3705.42,3656.63,0.77,8.04,-34.29,42.33,0.71,0.56,0.68,0.53,8944,-2237
2001/10/15,3799,3799,3725,3731,3713.95,3670.15,0.6,13.98,-18.2,32.18,0.67,0.6,0.57,0.48,7082,-1862
2001/10/16,3720,3812,3714,3810,3745.97,3695.58,0.74,21.05,-5.12,26.17,0.7,0.63,0.63,0.52,4711,-2371
2001/10/17,3831,3858,3791,3820,3770.64,3718.2,0.73,28.17,5.98,22.19,0.71,0.66,0.64,0.52,2412,-2299
2001/10/18,3720,3770,3715,3770,3770.43,3727.62,0.63,25.26,12.41,12.86,0.68,0.67,0.56,0.5,11511,9099
2001/10/19,3760,3837,3721,3820,3786.95,3744.42,0.71,26.6,17.14,9.46,0.69,0.67,0.62,0.52,12944,1433
2001/10/22,3830,3909,3830,3906,3826.64,3773.8,0.89,34.91,23.06,11.85,0.76,0.7,0.69,0.57,14643,1699
2001/10/23,3946,3964,3842,3850,3834.42,3787.65,0.58,37.76,27.96,9.8,0.7,0.7,0.6,0.53,15403,760
2001/10/24,3840,3960,3840,3956,3874.95,3818.26,0.97,43.07,33,10.07,0.79,0.73,0.69,0.58,15933,530
2001/10/25,3975,3988,3915,3988,3912.63,3849.12,1,48.8,38.27,10.53,0.86,0.77,0.72,0.6,17179,1246
2001/10/26,4001,4054,3977,3988,3937.76,3874.37,0.81,53.63,43.39,10.24,0.84,0.8,0.72,0.6,17460,281
2001/10/29,3983,4020,3966,3990,3955.17,3895.4,0.81,53.65,46.81,6.84,0.83,0.81,0.72,0.6,18273,813
2001/10/30,3920,3936,3850,3850,3920.11,3887.14,0.4,40.06,44.56,-4.5,0.69,0.77,0.45,0.5,17248,-1025
2001/10/31,3826,3885,3812,3866,3902.08,3883.3,0.44,28.53,39.22,-10.69,0.6,0.71,0.48,0.51,16929,-319
2001/11/1,3878,3892,3840,3870,3891.38,3880.88,0.24,21.14,33.19,-12.05,0.48,0.64,0.49,0.51,18294,1365
2001/11/2,3919,3957,3916,3931,3904.59,3889.99,0.49,21.97,29.45,-7.48,0.49,0.59,0.59,0.55,18216,-78
2001/11/5,3945,4043,3918,4030,3946.39,3915.45,0.9,28.52,29.14,-0.62,0.62,0.6,0.71,0.61,17834,-382
2001/11/6,4050,4089,3990,3990,3960.93,3929,0.64,32.49,30.26,2.24,0.63,0.61,0.62,0.58,18411,577
2001/11/7,4065,4088,4030,4060,3993.95,3952.82,0.9,38.07,32.86,5.21,0.72,0.65,0.7,0.62,19729,1318
2001/11/8,4065,4082,4011,4040,4009.3,3968.67,0.82,38.58,34.77,3.81,0.75,0.68,0.65,0.6,20364,635
2001/11/9,4022,4046,3993,4020,4012.87,3978,0.75,35.16,34.9,0.26,0.75,0.71,0.61,0.58,20956,592
2001/11/12,4031,4105,4010,4105,4043.58,4001.09,1,37.55,35.78,1.77,0.84,0.75,0.71,0.63,21605,649
2001/11/13,4100,4120,4056,4060,4049.05,4011.8,0.79,36.93,36.17,0.76,0.82,0.77,0.61,0.59,20745,-860
2001/11/14,4128,4259,4116,4230,4109.37,4051.48,0.92,48.07,40.13,7.94,0.85,0.8,0.77,0.68,20048,-697
2001/11/15,4240,4359,4210,4350,4189.58,4105.75,0.98,63.72,48,15.73,0.89,0.83,0.82,0.72,18265,-1783
2001/11/16,4375,4460,4330,4433,4270.72,4165.25,0.94,80.51,58.84,21.68,0.91,0.86,0.85,0.75,15515,-2750
2001/11/19,4444,4586,4411,4585,4375.48,4241.57,1,100.35,72.67,27.68,0.94,0.88,0.89,0.79,11140,-4375
2001/11/20,4595,4597,4435,4444,4398.32,4278.38,0.75,103.14,82.83,20.31,0.88,0.88,0.68,0.68,7191,-3949
2001/11/21,4444,4560,4405,4560,4452.21,4329.58,0.94,104.92,90.19,14.72,0.9,0.89,0.74,0.72,3561,-3630
2001/11/22,4475,4497,4393,4429,4444.48,4347.66,0.71,93.9,91.43,2.47,0.84,0.87,0.59,0.63,10295,6734
2001/11/23,4435,4510,4415,4499,4462.65,4375.17,0.82,87.51,90.12,-2.61,0.83,0.86,0.64,0.65,11182,887
2001/11/26,4530,4629,4530,4612,4512.43,4418.23,0.97,91.15,90.46,0.68,0.88,0.86,0.71,0.69,10687,-495
2001/11/27,4670,4688,4472,4535,4519.96,4439.46,0.68,86.27,89.07,-2.8,0.81,0.85,0.61,0.64,11090,403
2001/11/28,4536,4565,4385,4390,4476.64,4430.47,0.17,67.84,81.99,-14.15,0.6,0.76,0.47,0.56,10020,-1070
2001/11/29,4370,4437,4351,4407,4453.42,4426.2,0.17,50.45,71.48,-21.02,0.45,0.66,0.49,0.57,10150,130
2001/11/30,4431,4458,4365,4390,4432.28,4419.62,0.12,37.51,60.15,-22.65,0.34,0.55,0.47,0.56,10894,744
2001/12/3,4459,4600,4445,4589,4484.52,4450.42,0.71,42.75,54.35,-11.6,0.46,0.52,0.65,0.64,11237,343
2001/12/4,4578,4745,4531,4741,4570.01,4503.25,0.99,57.29,55.33,1.96,0.64,0.56,0.73,0.68,11743,506
2001/12/5,4819,4944,4791,4910,4683.34,4577.2,0.94,83.48,64.71,18.76,0.74,0.62,0.8,0.73,12520,777
2001/12/6,5039,5253,5018,5253,4873.23,4700.08,1,126.26,85.23,41.03,0.83,0.69,0.87,0.79,11968,-552
2001/12/7,5240,5380,5152,5368,5038.15,4821.52,0.99,160.36,110.27,50.08,0.88,0.75,0.89,0.81,10948,-1020
2001/12/10,5312,5429,5256,5292,5122.77,4907.06,0.87,175.85,132.13,43.72,0.88,0.79,0.81,0.76,10912,-36
2001/12/11,5240,5298,5210,5298,5181.18,4978.14,0.88,174.96,146.41,28.55,0.88,0.82,0.81,0.76,10214,-698
2001/12/12,5293,5667,5273,5649,5337.12,5100.11,0.99,194.92,162.58,32.34,0.91,0.85,0.88,0.82,9257,-957
2001/12/13,5650,5763,5390,5425,5366.41,5159.18,0.74,194.44,173.2,21.24,0.86,0.85,0.68,0.71,8989,-268
2001/12/14,5340,5550,5322,5550,5427.61,5230.24,0.83,185.91,177.44,8.48,0.85,0.85,0.72,0.73,8862,-127
2001/12/17,5490,5542,5420,5453,5436.07,5270.74,0.68,170.85,175.24,-4.39,0.79,0.83,0.65,0.68,7888,-974
2001/12/18,5520,5548,5320,5360,5410.71,5286.97,0.46,147.99,166.16,-18.17,0.68,0.78,0.57,0.64,4965,-2923
2001/12/19,5360,5424,5203,5203,5341.48,5271.7,0.08,114.45,148.92,-34.47,0.48,0.68,0.47,0.58,2320,-2645
2001/12/20,5200,5299,5180,5285,5322.65,5274.12,0.18,89.15,129,-39.85,0.38,0.58,0.52,0.6,7808,5488
2001/12/21,5231,5237,5042,5045,5230.1,5232.46,0,53.31,103.77,-50.45,0.26,0.47,0.38,0.51,7513,-295
2001/12/24,5075,5160,5073,5111,5190.4,5210.38,0.1,30.59,79.38,-48.79,0.2,0.38,0.43,0.53,8275,762
2001/12/25,5129,5430,5090,5400,5260.27,5244.86,0.5,35.79,64.85,-29.06,0.3,0.36,0.6,0.61,7407,-868
2001/12/26,5430,5487,5305,5375,5298.51,5268.52,0.66,43.04,57.58,-14.53,0.42,0.38,0.58,0.6,8218,811
2001/12/27,5410,5470,5218,5282,5293.01,5270.97,0.47,39.02,51.39,-12.37,0.44,0.4,0.52,0.57,9070,852
2001/12/28,5302,5405,5235,5400,5328.67,5294.43,0.71,39.49,47.43,-7.94,0.53,0.44,0.59,0.6,9253,183
2001/12/31,5430,5615,5421,5598,5418.45,5349.62,0.97,57.31,50.72,6.59,0.68,0.52,0.69,0.65,8790,-463
2002/1/2,5559,5666,5475,5585,5473.97,5392.42,0.87,68.31,56.58,11.73,0.74,0.59,0.67,0.64,9262,472
2002/1/3,5650,5675,5460,5463,5470.31,5405.25,0.67,66.65,59.94,6.71,0.72,0.63,0.56,0.59,9456,194
2002/1/4,5682,5690,5563,5635,5525.21,5447.02,0.91,74.14,64.67,9.47,0.78,0.68,0.66,0.64,9982,526
2002/1/7,5635,5849,5598,5817,5622.47,5514.29,0.96,89.46,72.94,16.52,0.84,0.73,0.73,0.68,10201,219
2002/1/8,5816,5843,5731,5815,5686.65,5568.97,0.95,98.7,81.52,17.17,0.88,0.78,0.73,0.68,10114,-87
2002/1/9,5815,5889,5735,5859,5744.1,5621.7,0.96,104.08,89.04,15.04,0.9,0.82,0.75,0.69,9345,-769
2002/1/10,5825,5865,5745,5829,5772.4,5659.39,0.91,101.71,93.26,8.45,0.9,0.85,0.71,0.67,10473,1128
2002/1/11,5811,5860,5631,5640,5728.27,5655.87,0.47,84.35,90.29,-5.94,0.76,0.82,0.5,0.58,9880,-593
2002/1/14,5580,5610,5550,5590,5682.18,5643.89,0.3,59.73,80.11,-20.38,0.61,0.75,0.46,0.56,8451,-1429
2002/1/15,5550,5600,5492,5590,5651.45,5634.09,0.3,40.17,66.79,-26.62,0.51,0.67,0.46,0.56,4682,-3769
2002/1/16,5542,5599,5460,5460,5587.63,5602.44,0,19.17,50.92,-31.75,0.34,0.56,0.35,0.5,1607,-3075
2002/1/17,5350,5457,5340,5450,5541.76,5574.72,0.2,-1.67,33.39,-35.06,0.29,0.47,0.34,0.49,8285,6678
2002/1/18,5452,5545,5430,5443,5508.84,5550.77,0.19,-10.89,18.63,-29.52,0.26,0.4,0.33,0.49,10385,2100
2002/1/21,5440,5824,5430,5824,5613.89,5600.45,0.88,8.7,15.32,-6.62,0.47,0.42,0.69,0.64,9176,-1209
2002/1/22,5834,5870,5714,5804,5677.26,5637.46,0.88,27.77,19.47,8.3,0.6,0.48,0.67,0.62,8948,-228
2002/1/23,5751,6096,5710,5775,5709.84,5662.47,0.58,42.75,27.23,15.52,0.59,0.52,0.63,0.61,8747,-201
2002/1/24,5819,5848,5701,5800,5739.89,5687.47,0.61,45.63,33.36,12.27,0.6,0.54,0.65,0.62,9285,538
2002/1/25,5850,5975,5850,5954,5811.26,5735.93,0.81,59.74,42.16,17.59,0.67,0.59,0.75,0.67,8768,-517
2002/1/28,5979,6035,5960,6029,5883.84,5789.22,0.91,74.09,52.8,21.29,0.75,0.64,0.79,0.69,9247,479
2002/1/29,6008,6013,5812,5820,5862.56,5794.81,0.63,66.22,57.27,8.94,0.71,0.66,0.53,0.58,9760,513
2002/1/30,5735,5818,5720,5815,5846.71,5798.48,0.58,51.53,55.36,-3.83,0.67,0.67,0.53,0.57,10678,918
2002/1/31,5828,5860,5761,5831,5841.47,5804.4,0.6,43,51.24,-8.24,0.65,0.66,0.55,0.58,11088,410
2002/2/1,5895,5910,5820,5858,5846.98,5814.14,0.4,39.84,47.44,-7.6,0.56,0.63,0.57,0.59,11402,314
2002/2/4,5811,5870,5782,5838,5843.99,5818.48,0.35,33.47,42.78,-9.31,0.49,0.58,0.54,0.58,11293,-109
2002/2/5,5762,5884,5751,5884,5857.32,5830.39,0.55,29.95,38.5,-8.56,0.51,0.56,0.6,0.6,10063,-1230
2002/2/6,5899,5985,5880,5969,5894.55,5855.59,0.79,36.17,37.73,-1.56,0.6,0.57,0.69,0.64,7839,-2224
2002/2/18,6022,6041,5946,5956,5915.03,5873.85,0.74,41.04,38.83,2.21,0.65,0.6,0.66,0.63,7070,-769
2002/2/19,5966,5980,5823,5825,5885.02,5864.97,0.33,31.83,36.5,-4.67,0.54,0.58,0.45,0.54,4418,-2652
2002/2/20,5798,5815,5679,5685,5818.35,5832.25,0.02,10.6,27.86,-17.26,0.37,0.51,0.32,0.46,2134,-2284
2002/2/21,5725,5725,5596,5656,5764.23,5800.2,0.13,-8.83,15.63,-24.46,0.29,0.43,0.3,0.45,8985,6851
2002/2/22,5585,5643,5542,5620,5716.15,5767.44,0.16,-25.83,1.81,-27.64,0.24,0.37,0.27,0.43,9455,470
2002/2/25,5632,5650,5503,5522,5651.44,5722.81,0.04,-41.1,-12.49,-28.61,0.17,0.31,0.21,0.38,9811,356
2002/2/26,5581,5618,5483,5529,5610.62,5687.57,0.08,-50.12,-25.03,-25.09,0.14,0.25,0.22,0.39,10051,240
2002/2/27,5529,5705,5529,5700,5640.42,5689.83,0.39,-42.5,-30.86,-11.64,0.23,0.24,0.5,0.5,9823,-228
2002/3/1,5679,5700,5625,5650,5643.61,5682.59,0.3,-36.25,-32.65,-3.59,0.25,0.25,0.45,0.47,11198,1375
2002/3/4,5773,5940,5773,5910,5732.41,5723.94,0.86,-9.06,-24.79,15.73,0.45,0.31,0.68,0.6,10507,-691
2002/3/5,5999,6028,5882,5964,5809.6,5767.59,0.88,15.88,-11.23,27.11,0.6,0.41,0.71,0.62,10475,-32
2002/3/6,5958,6126,5923,6120,5913.07,5831.66,0.99,41.93,6.49,35.44,0.73,0.52,0.78,0.67,10830,355
2002/3/7,6138,6149,6052,6080,5968.71,5876.81,0.9,58.58,23.85,34.73,0.78,0.6,0.72,0.64,11044,214
2002/3/8,6060,6145,5974,6041,5992.81,5906.67,0.84,63.05,36.92,26.13,0.8,0.67,0.67,0.62,11257,213
2002/3/11,6071,6215,6051,6190,6058.54,5958.18,0.97,74.16,49.33,24.83,0.86,0.73,0.75,0.67,10953,-304
2002/3/12,6180,6180,6072,6120,6079.03,5987.6,0.86,74.66,57.77,16.88,0.86,0.77,0.66,0.63,10777,-176
2002/3/13,6082,6196,6044,6080,6079.35,6004.4,0.77,69.89,61.81,8.08,0.83,0.79,0.61,0.6,11043,266
2002/3/14,6040,6105,5985,6105,6087.9,6022.69,0.75,61.77,61.8,-0.03,0.8,0.8,0.63,0.61,10667,-376
2002/3/15,6072,6119,5900,5904,6026.6,6001.11,0.07,42.87,55.49,-12.62,0.56,0.72,0.41,0.5,9518,-1149
2002/3/18,5930,5955,5883,5948,6000.4,5991.46,0.2,26.99,45.99,-19,0.44,0.62,0.46,0.52,8147,-1371
2002/3/19,5941,5970,5858,5902,5967.6,5975.19,0.12,13.43,35.14,-21.71,0.33,0.53,0.41,0.5,5413,-2734
2002/3/20,5905,6089,5891,6074,6003.07,5993.16,0.61,16.23,28.83,-12.61,0.42,0.49,0.59,0.58,2375,-3038
2002/3/21,6002,6086,5980,6049,6018.38,6003.31,0.54,18.24,25.3,-7.06,0.46,0.48,0.56,0.56,9803,7428
2002/3/22,6138,6185,6108,6155,6063.92,6030.89,0.88,29.37,26.66,2.71,0.6,0.52,0.65,0.61,9767,-36
2002/3/25,6151,6209,6105,6170,6099.28,6056.18,0.89,36.53,29.95,6.58,0.7,0.58,0.66,0.61,10673,906
2002/3/26,6141,6220,6125,6208,6135.52,6083.79,0.97,42.24,34.05,8.2,0.79,0.65,0.69,0.63,11480,807
2002/3/27,6220,6243,6081,6085,6118.68,6084.01,0.59,37.83,35.31,2.52,0.72,0.67,0.51,0.55,11581,101
2002/3/28,6099,6140,6063,6130,6122.45,6092.37,0.71,32.82,34.48,-1.66,0.72,0.69,0.56,0.57,12609,1028
2002/3/29,6170,6179,6085,6145,6129.97,6101.94,0.75,30.57,33.18,-2.61,0.73,0.7,0.58,0.58,13429,820
2002/4/1,6103,6161,6095,6105,6121.65,6102.49,0.61,25.85,30.73,-4.88,0.69,0.7,0.51,0.55,13824,395
2002/4/2,6155,6272,6154,6223,6155.43,6124.4,0.83,31.62,31.03,0.59,0.74,0.71,0.65,0.61,13606,-218
2002/4/3,6181,6261,6161,6261,6190.62,6149.24,0.95,35.8,32.62,3.18,0.81,0.74,0.69,0.63,13536,-70
2002/4/4,6231,6237,6115,6152,6177.75,6149.74,0.43,30.15,31.8,-1.65,0.68,0.72,0.51,0.55,12960,-576
2002/4/8,6132,6160,6095,6119,6158.16,6144.15,0.27,21.49,28.36,-6.87,0.54,0.66,0.47,0.53,13001,41
2002/4/9,6167,6177,6033,6041,6119.11,6125.4,0.03,10.33,22.35,-12.02,0.37,0.56,0.38,0.48,11978,-1023
2002/4/10,5999,6025,5972,6025,6087.74,6107.14,0.18,-3.04,13.89,-16.92,0.31,0.48,0.36,0.47,12112,134
2002/4/11,6047,6069,6015,6032,6069.16,6093.48,0.2,-8.97,6.27,-15.24,0.27,0.41,0.38,0.48,13097,985
2002/4/12,5990,6172,5975,6158,6098.77,6105.21,0.62,-4.83,2.57,-7.39,0.39,0.4,0.58,0.56,10704,-2393
2002/4/15,6164,6220,6147,6179,6125.52,6118.63,0.69,4.29,3.14,1.15,0.49,0.43,0.61,0.57,9056,-1648
2002/4/16,6190,6249,6180,6231,6160.68,6139.06,0.9,13.9,6.73,7.17,0.62,0.5,0.67,0.6,6834,-2222
2002/4/17,6385,6450,6328,6450,6257.12,6195.59,1,38.38,17.28,21.1,0.75,0.58,0.82,0.7,4106,-2728
2002/4/18,6360,6375,6330,6360,6291.41,6225.49,0.81,46.36,26.98,19.39,0.77,0.64,0.67,0.63,10894,6788
2002/4/19,6341,6407,6331,6398,6326.94,6256.85,0.89,52.26,35.41,16.86,0.81,0.7,0.7,0.65,11377,483
2002/4/22,6408,6410,6356,6410,6354.63,6284.7,0.92,55.25,42.02,13.23,0.85,0.75,0.71,0.65,11611,234
2002/4/23,6379,6389,6315,6345,6351.42,6295.66,0.78,50.4,44.81,5.59,0.82,0.77,0.59,0.6,11390,-221
2002/4/24,6318,6423,6318,6420,6374.28,6318.27,0.94,49.88,46.5,3.38,0.86,0.8,0.67,0.64,11999,609
2002/4/25,6387,6387,6302,6318,6355.52,6318.22,0.56,41.48,44.83,-3.35,0.76,0.79,0.51,0.56,11184,-815
2002/4/26,6309,6328,6262,6308,6339.68,6316.36,0.47,31.69,40.45,-8.76,0.67,0.75,0.5,0.55,10474,-710
2002/4/29,6251,6258,6172,6172,6283.79,6290.11,0,13.88,31.59,-17.72,0.44,0.65,0.35,0.47,10267,-207
2002/4/30,6172,6196,6056,6100,6222.52,6255.55,0.12,-5.7,19.16,-24.86,0.34,0.54,0.29,0.43,11549,1282
2002/5/2,6117,6134,5860,5883,6109.35,6187.81,0.04,-34.54,1.26,-35.8,0.24,0.44,0.18,0.34,12164,615
2002/5/3,5841,5944,5775,5916,6044.9,6138.39,0.22,-56.54,-18.01,-38.53,0.23,0.37,0.23,0.36,12619,455
2002/5/6,5827,5827,5535,5615,5901.6,6043.23,0.09,-91.38,-42.46,-48.92,0.18,0.31,0.14,0.27,11813,-806
2002/5/7,5541,5710,5520,5662,5821.73,5973.91,0.16,-110.89,-65.27,-45.62,0.18,0.26,0.2,0.3,11774,-39
2002/5/8,5749,5760,5650,5750,5797.82,5933.2,0.27,-110.45,-80.33,-30.12,0.21,0.24,0.31,0.35,12262,488
2002/5/9,5880,5889,5741,5758,5784.55,5901.35,0.29,-100.24,-86.97,-13.28,0.24,0.24,0.32,0.36,11790,-472
2002/5/10,5740,5858,5653,5855,5808.03,5892.92,0.45,-88.11,-87.35,-0.76,0.31,0.26,0.44,0.42,9862,-1928
2002/5/13,5758,5807,5738,5796,5804.02,5875.3,0.41,-79.04,-84.58,5.54,0.34,0.29,0.39,0.39,9658,-204
2002/5/14,5820,5842,5750,5774,5794.01,5856.88,0.41,-70.17,-79.78,9.6,0.37,0.31,0.37,0.38,7716,-1942
2002/5/15,5820,5950,5810,5891,5826.34,5863.08,0.86,-52.18,-70.58,18.4,0.53,0.39,0.52,0.46,2857,-4859
2002/5/16,5876,5888,5742,5742,5798.23,5841.07,0.52,-49.05,-63.4,14.35,0.53,0.43,0.38,0.39,9225,6368
2002/5/17,5795,5847,5762,5805,5800.49,5834.51,0.66,-42.65,-56.48,13.84,0.57,0.48,0.46,0.43,10553,1328
2002/5/20,5751,5753,5511,5518,5706.32,5776.96,0.02,-59.04,-57.34,-1.7,0.39,0.45,0.28,0.33,10299,-254
2002/5/21,5501,5530,5382,5410,5607.55,5710.24,0.05,-80.82,-65.16,-15.66,0.27,0.39,0.23,0.3,10419,120
2002/5/22,5411,5524,5375,5503,5572.7,5672.56,0.22,-87.38,-72.57,-14.81,0.26,0.35,0.34,0.35,10602,183
2002/5/23,5525,5550,5480,5504,5549.8,5641.91,0.22,-84.98,-76.71,-8.28,0.25,0.31,0.34,0.35,11190,588
2002/5/24,5525,5705,5525,5698,5599.2,5652.11,0.56,-66.06,-73.16,7.1,0.35,0.33,0.53,0.46,10195,-995
2002/5/27,5621,5719,5621,5716,5638.13,5663.73,0.59,-48,-64.77,16.77,0.43,0.36,0.54,0.46,10406,211
2002/5/28,5750,5754,5593,5650,5642.09,5661.23,0.54,-37.7,-55.75,18.05,0.47,0.4,0.48,0.44,10711,305
2002/5/29,5603,5603,5508,5555,5613.06,5641.92,0.38,-39.95,-50.48,10.53,0.44,0.41,0.4,0.4,10825,114
2002/5/30,5549,5730,5538,5675,5633.71,5647.93,0.79,-30.3,-43.75,13.45,0.56,0.46,0.52,0.46,10463,-362
2002/5/31,5684,5684,5580,5632,5633.14,5645.04,0.68,-25.17,-37.56,12.39,0.6,0.5,0.48,0.44,10524,61
2002/6/3,5612,5614,5470,5520,5595.42,5622.3,0.38,-30.66,-35.26,4.6,0.53,0.51,0.38,0.4,11330,806
2002/6/4,5410,5539,5391,5500,5563.62,5600.07,0.3,-37.63,-36.05,-1.58,0.45,0.49,0.37,0.39,10711,-619
2002/6/5,5533,5627,5533,5615,5580.74,5602.78,0.62,-29.55,-33.88,4.34,0.51,0.5,0.51,0.46,10529,-182
2002/6/6,5633,5633,5543,5561,5574.16,5595.18,0.47,-25.49,-31.09,5.59,0.49,0.5,0.45,0.43,11098,569
2002/6/7,5460,5478,5203,5358,5502.11,5552.06,0.28,-43.6,-35.26,-8.34,0.42,0.47,0.3,0.36,10356,-742
2002/6/10,5471,5493,5410,5470,5491.41,5537.14,0.51,-42.69,-37.74,-4.96,0.45,0.46,0.43,0.42,9997,-359
2002/6/11,5463,5530,5351,5390,5457.6,5510.39,0.35,-44.85,-40.11,-4.74,0.42,0.45,0.37,0.39,10973,976
2002/6/12,5368,5434,5356,5431,5448.74,5495.95,0.47,-44.71,-41.64,-3.07,0.44,0.45,0.42,0.41,11277,304
2002/6/13,5475,5595,5465,5580,5492.49,5511.23,0.88,-29.25,-37.51,8.26,0.58,0.49,0.56,0.49,9624,-1653
2002/6/14,5546,5600,5532,5600,5528.33,5527.37,0.92,-15.62,-30.21,14.6,0.7,0.56,0.58,0.5,9410,-214
2002/6/17,5615,5632,5540,5560,5538.88,5533.31,0.83,-7.33,-22.58,15.26,0.74,0.62,0.53,0.48,7971,-1439
2002/6/18,5650,5663,5551,5600,5559.26,5545.43,0.86,1.15,-14.67,15.82,0.78,0.67,0.57,0.5,5890,-2081
2002/6/19,5545,5575,5360,5370,5496.17,5513.54,0.36,-11.28,-13.54,2.26,0.64,0.66,0.35,0.4,2699,-3191
2002/6/20,5336,5440,5280,5410,5467.45,5494.71,0.34,-21.98,-16.36,-5.63,0.54,0.62,0.4,0.42,10014,7315
2002/6/21,5341,5508,5321,5440,5458.3,5484.76,0.42,-23.86,-18.86,-5.01,0.5,0.58,0.44,0.44,9330,-684
2002/6/24,5402,5449,5330,5415,5443.87,5472.08,0.35,-26.55,-21.42,-5.12,0.45,0.54,0.41,0.43,10605,1275
2002/6/25,5440,5465,5320,5341,5409.58,5448.25,0.16,-30.64,-24.49,-6.15,0.35,0.48,0.34,0.39,13137,2532
2002/6/26,5256,5260,5082,5083,5300.72,5381.84,0,-55.11,-34.7,-20.41,0.24,0.4,0.2,0.3,13896,759
2002/6/27,5163,5165,5060,5095,5232.15,5329.69,0.06,-70.76,-46.72,-24.04,0.18,0.32,0.21,0.31,14882,986
2002/6/28,5155,5187,5129,5147,5203.76,5296.47,0.14,-73.28,-55.57,-17.71,0.17,0.27,0.3,0.35,14351,-531
2002/7/1,5120,5120,4922,4926,5111.18,5229.11,0.01,-89.27,-66.8,-22.47,0.11,0.22,0.19,0.28,13876,-475
2002/7/2,4876,4985,4860,4950,5057.45,5178.36,0.14,-99.57,-77.73,-21.84,0.12,0.19,0.23,0.3,13796,-80
2002/7/3,4890,5059,4789,5058,5057.63,5156.48,0.37,-97.01,-84.15,-12.86,0.21,0.19,0.38,0.37,12688,-1108
2002/7/4,5038,5097,5006,5080,5065.09,5142.57,0.43,-84.47,-84.26,-0.21,0.28,0.22,0.4,0.38,12577,-111
2002/7/5,5080,5199,5064,5170,5100.06,5147.56,0.56,-65.09,-77.87,12.78,0.37,0.27,0.51,0.43,11823,-754
2002/7/8,5250,5336,5235,5270,5156.71,5169.82,0.88,-38.07,-64.6,26.53,0.54,0.36,0.61,0.49,11364,-459
2002/7/9,5271,5315,5240,5307,5206.8,5194.76,0.95,-18.07,-49.09,31.02,0.68,0.47,0.64,0.51,11812,448
2002/7/10,5257,5265,5183,5200,5204.54,5195.72,0.75,-12.4,-36.86,24.46,0.7,0.55,0.5,0.45,11798,-14
2002/7/11,5110,5210,5102,5130,5179.69,5183.77,0.62,-14.95,-29.56,14.6,0.68,0.59,0.43,0.42,11343,-455
