Date,Open,High,Low,Close,EMA5,EMA10,RSV9,DIF7-12,MACD5,OSC,K,D,RSI6,RSI12,Openposition,ChangeOpenposition
1998/11/17,7135,7180,7041,7165,7013.23,6982.71,0.97,10.76,-5.24,16,0.65,0.44,0.66,0.59,1488,-877
1998/11/18,7150,7198,7052,7110,7045.49,7005.85,0.82,22.28,3.93,18.34,0.71,0.53,0.6,0.57,770,-718
1998/11/19,7328,7365,7160,7350,7146.99,7068.42,0.98,46.88,18.25,28.63,0.8,0.62,0.73,0.64,4036,3266
1998/11/20,7390,7390,7293,7390,7228,7126.89,1,66.41,34.3,32.11,0.86,0.7,0.75,0.66,4319,283
1998/11/21,7375,7456,7355,7380,7278.66,7172.91,0.9,78.85,49.15,29.7,0.88,0.76,0.73,0.65,4603,284
1998/11/23,7333,7380,7320,7344,7300.44,7204.02,0.85,79.31,59.2,20.1,0.87,0.79,0.68,0.63,4913,310
1998/11/24,7497,7538,7425,7525,7375.29,7262.38,0.98,91.57,69.99,21.58,0.91,0.83,0.78,0.69,4685,-228
1998/11/25,7350,7380,7250,7366,7372.2,7281.22,0.72,80.19,73.39,6.8,0.85,0.84,0.59,0.6,5152,467
1998/11/26,7390,7550,7368,7529,7424.46,7326.27,0.96,84.64,77.14,7.5,0.88,0.85,0.68,0.65,5004,-148
1998/11/27,7470,7558,7455,7490,7446.31,7356.04,0.87,84.61,79.63,4.98,0.88,0.86,0.64,0.63,5172,168
1998/11/30,7426,7484,7410,7413,7435.21,7366.4,0.64,74.78,78.01,-3.23,0.8,0.84,0.56,0.59,5674,502
1998/12/1,7370,7415,7328,7336,7402.14,7360.87,0.28,58.33,71.45,-13.12,0.62,0.77,0.49,0.55,6106,432
1998/12/2,7374,7420,7355,7380,7394.76,7364.35,0.42,48.54,63.81,-15.28,0.56,0.7,0.53,0.57,6871,765
1998/12/3,7314,7370,7301,7321,7370.17,7356.47,0.23,35.12,54.25,-19.13,0.45,0.61,0.47,0.54,7010,139
1998/12/4,7360,7384,7306,7384,7374.78,7361.47,0.44,28.74,45.74,-17.01,0.44,0.56,0.54,0.56,7054,44
1998/12/7,7505,7540,7470,7470,7406.52,7381.2,0.71,35.41,42.3,-6.89,0.53,0.55,0.62,0.6,7159,105
1998/12/8,7510,7510,7350,7352,7388.35,7375.89,0.2,29,37.87,-8.87,0.42,0.51,0.48,0.53,7530,371
1998/12/9,7330,7338,7201,7226,7334.23,7348.64,0.07,10.04,28.59,-18.55,0.3,0.44,0.37,0.47,7173,-357
1998/12/10,7180,7250,7151,7186,7284.82,7319.07,0.09,-7.61,16.52,-24.14,0.23,0.37,0.34,0.46,6915,-258
1998/12/11,7100,7190,6960,6965,7178.21,7254.69,0.01,-35.18,-0.71,-34.47,0.16,0.3,0.23,0.37,5648,-1267
1998/12/14,6992,7040,6940,6959,7105.14,7200.93,0.03,-55.7,-19.04,-36.66,0.12,0.24,0.22,0.37,4828,-820
1998/12/15,6880,7010,6760,7000,7070.1,7164.4,0.31,-69.66,-35.91,-33.74,0.18,0.22,0.29,0.4,3335,-1493
1998/12/16,6881,6985,6760,6760,6966.73,7090.87,0,-87.97,-53.27,-34.71,0.12,0.19,0.18,0.32,1857,-1478
1998/12/17,6702,6870,6672,6691,6874.82,7018.17,0.02,-104.41,-70.31,-34.1,0.09,0.15,0.16,0.3,5415,3558
1998/12/18,6830,6830,6660,6769,6839.55,6972.86,0.13,-108.33,-82.99,-25.34,0.1,0.14,0.27,0.35,5775,360
1998/12/19,6620,6759,6588,6612,6763.7,6907.25,0.03,-117.63,-94.53,-23.1,0.08,0.12,0.21,0.3,6064,289
1998/12/21,6660,6747,6650,6705,6744.13,6870.48,0.18,-113.34,-100.8,-12.54,0.11,0.11,0.32,0.36,6177,113
1998/12/22,6800,6950,6732,6940,6809.42,6883.12,0.58,-88.11,-96.57,8.46,0.27,0.17,0.53,0.47,6053,-124
1998/12/23,6920,6930,6820,6835,6817.95,6874.37,0.55,-72.12,-88.42,16.3,0.36,0.23,0.46,0.43,6515,462
1998/12/24,6915,6949,6835,6840,6825.3,6868.12,0.6,-58.14,-78.33,20.19,0.44,0.3,0.46,0.43,6792,277
1998/12/28,6652,6789,6550,6591,6747.2,6817.74,0.09,-69.7,-75.45,5.75,0.32,0.31,0.31,0.36,6569,-223
1998/12/29,6550,6645,6480,6630,6708.13,6783.6,0.32,-77.63,-76.18,-1.45,0.32,0.31,0.35,0.37,6782,213
1998/12/30,6610,6720,6581,6608,6674.76,6751.67,0.27,-76.5,-76.28,-0.21,0.31,0.31,0.34,0.37,7527,745
1998/12/31,6611,6680,6531,6531,6626.84,6711.55,0.11,-78.7,-77.09,-1.61,0.24,0.29,0.29,0.34,7885,358
1999/1/5,6150,6430,6074,6120,6457.89,6604,0.05,-113.83,-89.34,-24.49,0.18,0.25,0.16,0.25,6441,-1444
1999/1/6,6275,6330,6011,6245,6386.93,6538.72,0.25,-129.66,-102.78,-26.88,0.2,0.23,0.28,0.31,5290,-1151
1999/1/7,6288,6510,6211,6510,6427.95,6533.5,0.53,-112.84,-106.13,-6.71,0.31,0.26,0.47,0.42,5127,-163
1999/1/8,6485,6520,6391,6452,6435.97,6518.68,0.47,-96.04,-102.77,6.72,0.36,0.29,0.44,0.41,4864,-263
1999/1/11,6415,6500,6385,6435,6435.65,6503.47,0.55,-83.13,-96.22,13.09,0.42,0.34,0.43,0.4,4641,-223
1999/1/12,6421,6470,6360,6390,6420.43,6482.84,0.53,-75.23,-89.23,14,0.46,0.38,0.4,0.39,4434,-207
1999/1/13,6340,6360,6290,6352,6397.62,6459.05,0.48,-73.47,-83.98,10.5,0.47,0.41,0.38,0.38,4261,-173
1999/1/14,6291,6335,6231,6280,6358.41,6426.49,0.4,-75.02,-80.99,5.97,0.45,0.42,0.33,0.36,4109,-152
1999/1/15,6500,6600,6200,6600,6438.94,6458.04,1,-52.1,-71.36,19.26,0.63,0.49,0.6,0.5,3232,-877
1999/1/16,6540,6619,6502,6530,6469.29,6471.12,0.85,-31.2,-57.97,26.77,0.71,0.56,0.54,0.47,2645,-587
1999/1/18,6506,6530,6410,6412,6450.2,6460.37,0.51,-26.76,-47.57,20.81,0.64,0.59,0.45,0.43,2240,-405
1999/1/19,6385,6486,6355,6385,6428.46,6446.67,0.44,-26.59,-40.58,13.98,0.57,0.58,0.44,0.42,1636,-604
1999/1/20,6359,6395,6309,6321,6392.64,6423.82,0.29,-31.83,-37.66,5.83,0.48,0.55,0.39,0.4,758,-878
1999/1/21,6489,6548,6415,6417,6400.76,6422.58,0.52,-23.09,-32.81,9.71,0.49,0.53,0.49,0.45,4089,3331
1999/1/22,6310,6391,6271,6285,6362.17,6397.57,0.2,-30.24,-31.95,1.71,0.4,0.48,0.38,0.4,4587,498
1999/1/25,6152,6220,6031,6040,6254.78,6332.55,0.02,-55.27,-39.73,-15.55,0.27,0.41,0.26,0.33,4725,138
1999/1/26,6080,6230,6026,6220,6243.19,6312.09,0.33,-60.26,-46.57,-13.69,0.29,0.37,0.42,0.41,4932,207
1999/1/27,6212,6270,6141,6145,6210.46,6281.71,0.2,-60.98,-51.37,-9.61,0.26,0.33,0.38,0.39,5066,134
1999/1/28,6095,6140,6052,6070,6163.64,6243.22,0.08,-67.97,-56.91,-11.06,0.2,0.29,0.34,0.37,4793,-273
1999/1/29,6059,6120,6020,6080,6135.76,6213.54,0.11,-70.56,-61.46,-9.1,0.17,0.25,0.35,0.38,5025,232
1999/1/30,6083,6200,6050,6110,6127.17,6194.72,0.17,-65.4,-62.77,-2.63,0.17,0.22,0.39,0.39,5212,187
1999/2/1,5960,6051,5952,5954,6069.45,6150.95,0,-73.05,-66.2,-6.85,0.12,0.19,0.29,0.34,5406,194
1999/2/2,6000,6010,5860,5880,6006.3,6101.69,0.04,-81.85,-71.41,-10.43,0.09,0.15,0.25,0.32,5327,-79
1999/2/3,5809,5940,5711,5890,5967.53,6063.2,0.32,-89.07,-77.3,-11.77,0.17,0.16,0.27,0.33,5548,221
1999/2/4,5775,5870,5550,5558,5831.02,5971.34,0.01,-111.74,-88.78,-22.96,0.11,0.14,0.15,0.25,5282,-266
1999/2/5,5559,5775,5462,5580,5747.35,5900.19,0.15,-125.17,-100.91,-24.26,0.13,0.14,0.18,0.26,4973,-309
1999/2/6,5640,5770,5590,5767,5753.9,5875.97,0.41,-116.93,-106.25,-10.68,0.22,0.17,0.39,0.36,4218,-755
1999/2/8,5855,5890,5750,5835,5780.93,5868.52,0.51,-97.21,-103.23,6.03,0.32,0.22,0.45,0.4,3365,-853
1999/2/9,5756,5810,5751,5770,5777.29,5850.61,0.42,-85.97,-97.48,11.51,0.35,0.26,0.41,0.38,2871,-494
1999/2/10,5740,5849,5720,5840,5798.19,5848.68,0.64,-71.98,-88.98,17,0.45,0.32,0.48,0.41,1964,-907
1999/2/20,5980,6149,5950,6140,5912.13,5901.65,0.99,-33.17,-70.38,37.21,0.63,0.42,0.68,0.53,914,-1050
1999/2/22,6445,6550,6250,6530,6118.09,6015.89,0.98,28.34,-37.47,65.81,0.75,0.53,0.8,0.64,5238,4324
1999/2/23,6428,6540,6315,6315,6183.72,6070.28,0.78,57.27,-5.89,63.16,0.76,0.61,0.64,0.56,5890,652
1999/2/24,6350,6426,6275,6425,6264.15,6134.77,0.89,75.01,21.08,53.93,0.8,0.67,0.68,0.59,6611,721
1999/2/25,6470,6499,6350,6380,6302.77,6179.36,0.82,84.78,42.31,42.47,0.81,0.72,0.64,0.57,6859,248
1999/2/26,6315,6470,6285,6469,6358.18,6232.02,0.9,89.74,58.12,31.62,0.84,0.76,0.68,0.6,6775,-84
1999/3/1,6400,6456,6368,6419,6378.45,6266.02,0.84,88.69,68.31,20.38,0.84,0.79,0.64,0.58,6930,155
1999/3/2,6400,6450,6312,6345,6367.3,6280.38,0.75,79.56,72.06,7.5,0.81,0.79,0.57,0.55,6771,-159
1999/3/3,6426,6495,6298,6450,6394.87,6311.22,0.83,76.5,73.54,2.96,0.82,0.8,0.63,0.58,6654,-117
1999/3/4,6401,6478,6380,6388,6392.58,6325.18,0.46,70.2,72.43,-2.23,0.7,0.77,0.57,0.56,6061,-593
1999/3/5,6351,6445,6340,6425,6403.39,6343.33,0.57,63.53,69.46,-5.93,0.65,0.73,0.6,0.57,5746,-315
1999/3/6,6452,6534,6435,6440,6415.59,6360.9,0.64,61.99,66.97,-4.98,0.65,0.7,0.61,0.57,5713,-33
1999/3/8,6400,6465,6390,6465,6432.06,6379.83,0.72,57.1,63.68,-6.58,0.67,0.69,0.64,0.58,5836,123
1999/3/9,6505,6535,6445,6489,6451.04,6399.68,0.82,55.95,61.1,-5.15,0.72,0.7,0.66,0.59,5490,-346
1999/3/10,6466,6520,6460,6520,6474.03,6421.56,0.94,54.56,58.92,-4.36,0.79,0.73,0.69,0.61,5245,-245
1999/3/11,6533,6549,6451,6451,6466.35,6426.91,0.61,48.75,55.53,-6.78,0.73,0.73,0.56,0.56,4846,-399
1999/3/12,6460,6489,6431,6489,6473.9,6438.2,0.76,43.08,51.38,-8.3,0.74,0.74,0.61,0.58,4430,-416
1999/3/15,6570,6630,6450,6619,6522.27,6471.07,0.96,47.93,50.23,-2.3,0.82,0.76,0.73,0.64,3118,-1312
1999/3/16,6634,6698,6619,6659,6567.84,6505.24,0.89,56.78,52.41,4.37,0.84,0.79,0.76,0.65,2161,-957
1999/3/17,6680,6790,6675,6776,6637.23,6554.47,0.97,69.4,58.08,11.32,0.88,0.82,0.82,0.69,905,-1256
1999/3/18,6908,6940,6775,6934,6736.15,6623.48,0.99,88.34,68.16,20.18,0.92,0.85,0.88,0.74,5614,4709
1999/3/19,6979,7080,6915,7070,6847.44,6704.66,0.98,110.23,82.19,28.05,0.94,0.88,0.91,0.77,5634,20
1999/3/20,7020,7080,7011,7075,6923.29,6772,0.99,122.44,95.6,26.83,0.96,0.91,0.91,0.77,6291,657
1999/3/22,7040,7135,7025,7100,6982.19,6831.63,0.95,128.33,106.51,21.82,0.96,0.92,0.91,0.78,6341,50
1999/3/23,7140,7157,7005,7005,6989.8,6863.15,0.79,122.62,111.88,10.74,0.9,0.92,0.72,0.7,6259,-82
1999/3/24,6952,7000,6920,6981,6986.86,6884.58,0.75,107.3,110.36,-3.05,0.85,0.89,0.68,0.68,6136,-123
1999/3/25,6985,7035,6980,7010,6994.58,6907.38,0.73,97.14,105.95,-8.81,0.81,0.87,0.7,0.69,6526,390
1999/3/26,7079,7110,7030,7095,7028.05,6941.5,0.87,94.04,101.98,-7.94,0.83,0.85,0.77,0.72,6560,34
1999/3/29,7049,7095,6947,6947,7001.03,6942.5,0.45,78.99,94.32,-15.33,0.7,0.8,0.53,0.61,6433,-127
1999/3/30,6984,7000,6920,6984,6995.36,6950.04,0.29,65.24,84.62,-19.38,0.56,0.72,0.57,0.63,6738,305
1999/3/31,6933,6971,6888,6935,6975.24,6947.31,0.17,50.19,73.15,-22.96,0.43,0.63,0.5,0.59,6975,237
1999/4/1,7095,7117,6916,7110,7020.16,6976.89,0.83,51.3,65.86,-14.56,0.56,0.61,0.67,0.66,6841,-134
1999/4/2,7320,7390,7130,7366,7135.44,7047.64,0.95,74.05,68.59,5.46,0.69,0.64,0.79,0.74,5940,-901
1999/4/3,7295,7388,7280,7305,7191.96,7094.43,0.83,86.26,74.48,11.78,0.74,0.67,0.72,0.7,6181,241
1999/4/6,7329,7365,7280,7314,7232.64,7134.35,0.85,90.57,79.84,10.73,0.78,0.71,0.72,0.7,6717,536
1999/4/7,7273,7320,7235,7274,7246.43,7159.74,0.77,85.74,81.81,3.93,0.77,0.73,0.66,0.67,7172,455
1999/4/8,7401,7435,7302,7380,7290.95,7199.79,0.9,88.85,84.15,4.69,0.82,0.76,0.73,0.71,6972,-200
1999/4/9,7360,7434,7330,7330,7303.97,7223.46,0.81,85.64,84.65,0.99,0.81,0.78,0.66,0.67,6863,-109
1999/4/12,7270,7325,7236,7275,7294.31,7232.83,0.71,72.8,80.7,-7.9,0.78,0.78,0.58,0.63,6876,13
1999/4/13,7341,7380,7310,7377,7321.87,7259.05,0.89,69.85,77.08,-7.24,0.81,0.79,0.67,0.67,6732,-144
1999/4/14,7382,7429,7356,7365,7336.25,7278.31,0.77,66.99,73.72,-6.72,0.8,0.79,0.65,0.66,5744,-988
1999/4/15,7348,7480,7320,7480,7384.17,7314.98,1,68.5,71.98,-3.48,0.87,0.82,0.74,0.7,5481,-263
1999/4/16,7500,7540,7410,7460,7409.44,7341.35,0.74,69.46,71.14,-1.68,0.82,0.82,0.7,0.69,4714,-767
1999/4/17,7506,7570,7427,7570,7462.96,7382.92,1,73.82,72.03,1.79,0.88,0.84,0.77,0.72,4081,-633
1999/4/19,7600,7669,7551,7620,7515.31,7426.03,0.89,81.51,75.19,6.32,0.88,0.85,0.8,0.74,3428,-653
1999/4/20,7560,7668,7551,7640,7556.87,7464.93,0.93,84.19,78.19,6,0.9,0.87,0.81,0.75,2752,-676
1999/4/21,7580,7688,7480,7490,7534.58,7469.49,0.56,74.22,76.87,-2.65,0.79,0.84,0.55,0.62,1214,-1538
1999/4/22,7589,7618,7535,7590,7553.05,7491.4,0.74,69.48,74.41,-4.92,0.77,0.82,0.64,0.66,6948,5734
1999/4/23,7630,7689,7616,7653,7586.37,7520.78,0.9,70.49,73.1,-2.61,0.82,0.82,0.69,0.69,6694,-254
1999/4/26,7631,7665,7585,7630,7600.91,7540.64,0.84,65.99,70.73,-4.74,0.82,0.82,0.65,0.67,7113,419
1999/4/27,7640,7650,7550,7575,7592.28,7546.89,0.59,56.75,66.07,-9.32,0.75,0.8,0.56,0.63,7469,356
1999/4/28,7561,7589,7540,7559,7581.18,7549.09,0.5,46.22,59.45,-13.23,0.67,0.75,0.53,0.61,7769,300
1999/4/29,7502,7502,7381,7381,7514.46,7518.53,0,23.3,47.4,-24.1,0.44,0.65,0.33,0.49,7730,-39
1999/4/30,7350,7440,7335,7440,7489.64,7504.25,0.3,8.09,34.3,-26.21,0.39,0.56,0.42,0.53,7733,3
1999/5/3,7450,7450,7382,7436,7471.76,7491.84,0.29,-0.69,22.63,-23.33,0.36,0.5,0.41,0.52,8019,286
1999/5/4,7479,7629,7479,7625,7522.84,7516.05,0.82,9.48,18.25,-8.77,0.51,0.5,0.63,0.62,6772,-1247
1999/5/5,7581,7637,7568,7599,7548.23,7531.13,0.75,16.66,17.72,-1.06,0.59,0.53,0.6,0.6,7209,437
1999/5/6,7650,7669,7581,7603,7566.48,7544.2,0.8,21.84,19.09,2.75,0.66,0.57,0.6,0.6,7715,506
1999/5/7,7551,7579,7501,7519,7550.66,7539.62,0.55,16.17,18.12,-1.95,0.62,0.59,0.47,0.54,7582,-133
1999/5/10,7495,7564,7460,7560,7553.77,7543.32,0.67,12.57,16.27,-3.7,0.64,0.61,0.53,0.57,7610,28
1999/5/11,7565,7629,7460,7470,7525.85,7529.99,0.4,7.04,13.19,-6.15,0.56,0.59,0.41,0.51,7615,5
1999/5/12,7565,7629,7460,7470,7507.23,7519.08,0.4,3.26,9.88,-6.62,0.51,0.56,0.41,0.51,7615,0
1999/5/13,7490,7533,7463,7469,7494.49,7509.98,0.3,-1.55,6.07,-7.62,0.44,0.52,0.41,0.5,7220,-395
1999/5/14,7515,7615,7515,7610,7532.99,7528.16,0.72,5.46,5.87,-0.41,0.53,0.53,0.63,0.59,5723,-1497
1999/5/15,7561,7610,7559,7610,7558.66,7543.04,0.72,10.63,7.46,3.18,0.59,0.55,0.63,0.59,5012,-711
1999/5/17,7608,7670,7580,7600,7572.44,7553.4,0.67,14.97,9.96,5.01,0.62,0.57,0.61,0.58,3978,-1034
1999/5/18,7608,7622,7530,7600,7581.63,7561.87,0.67,14.8,11.57,3.22,0.63,0.59,0.61,0.58,3135,-843
1999/5/19,7620,7625,7554,7609,7590.75,7570.44,0.71,15.2,12.78,2.42,0.66,0.62,0.63,0.59,1473,-1662
1999/5/20,7663,7679,7610,7610,7597.17,7577.63,0.68,17.56,14.38,3.19,0.67,0.63,0.63,0.59,6735,5262
1999/5/21,7620,7649,7600,7625,7606.45,7586.25,0.75,18.14,15.63,2.51,0.7,0.65,0.67,0.6,7163,428
1999/5/24,7620,7630,7580,7628,7613.63,7593.84,0.76,17.02,16.1,0.93,0.72,0.68,0.67,0.61,7106,-57
1999/5/25,7580,7589,7500,7509,7578.75,7578.41,0.05,7.03,13.07,-6.05,0.5,0.62,0.32,0.47,7241,135
1999/5/26,7462,7500,7430,7500,7552.5,7564.16,0.28,-3.84,7.43,-11.28,0.42,0.55,0.31,0.46,7807,566
1999/5/27,7526,7540,7480,7480,7528.33,7548.85,0.2,-9.39,1.83,-11.22,0.35,0.48,0.27,0.44,8224,417
1999/5/28,7430,7448,7402,7418,7491.56,7525.06,0.06,-19.62,-5.32,-14.3,0.25,0.41,0.19,0.39,7773,-451
1999/5/29,7438,7459,7410,7439,7474.04,7509.41,0.13,-23.89,-11.51,-12.38,0.21,0.34,0.28,0.42,8106,333
1999/5/31,7428,7428,7321,7321,7423.03,7475.16,0,-34.23,-19.08,-15.15,0.14,0.28,0.16,0.33,7728,-378
1999/6/1,7323,7409,7323,7408,7418.02,7462.95,0.27,-35.71,-24.63,-11.08,0.18,0.24,0.39,0.43,7711,-17
1999/6/2,7386,7458,7381,7452,7429.34,7460.96,0.42,-30.59,-26.61,-3.97,0.26,0.25,0.47,0.47,7549,-162
1999/6/3,7486,7540,7472,7510,7456.23,7469.87,0.71,-19.21,-24.15,4.93,0.41,0.3,0.57,0.52,7703,154
1999/6/4,7510,7535,7500,7535,7482.49,7481.71,0.98,-9.5,-19.26,9.76,0.6,0.4,0.61,0.54,7887,184
1999/6/5,7579,7592,7560,7584,7516.32,7500.31,0.97,2.2,-12.11,14.31,0.72,0.51,0.67,0.58,7607,-280
1999/6/7,7600,7797,7600,7795,7609.22,7553.89,1,25.57,0.45,25.12,0.81,0.61,0.82,0.7,6490,-1117
1999/6/8,7898,7937,7850,7894,7704.14,7615.73,0.93,53.55,18.15,35.4,0.85,0.69,0.86,0.74,5878,-612
1999/6/9,7893,7927,7855,7925,7777.76,7671.96,0.98,70.62,35.64,34.98,0.9,0.76,0.87,0.75,5915,37
1999/6/10,7942,8025,7941,7960,7838.51,7724.33,0.91,84.85,52.04,32.8,0.9,0.81,0.88,0.76,5744,-171
1999/6/11,7960,7988,7902,7960,7879.01,7767.18,0.9,88.78,64.29,24.49,0.9,0.84,0.88,0.76,5605,-139
1999/6/14,7940,7975,7920,7975,7911,7804.97,0.91,88.71,72.43,16.28,0.9,0.86,0.89,0.77,5032,-573
1999/6/15,8090,8090,7920,7943,7921.67,7830.06,0.75,86.47,77.11,9.36,0.85,0.86,0.78,0.73,3751,-1281
1999/6/16,7950,8090,7913,8090,7977.78,7877.32,1,88.63,80.95,7.68,0.9,0.87,0.87,0.78,1834,-1917
1999/6/17,8193,8349,8170,8349,8101.52,7963.08,1,111.44,91.11,20.33,0.93,0.89,0.93,0.85,5406,3572
1999/6/21,8389,8480,8320,8439,8214.01,8049.61,0.93,132.72,104.98,27.74,0.93,0.91,0.94,0.86,5423,17
1999/6/22,8459,8700,8422,8690,8372.68,8166.05,0.99,160.92,123.63,37.29,0.95,0.92,0.96,0.89,5296,-127
1999/6/23,8630,8667,8522,8527,8424.12,8231.68,0.78,166.4,137.89,28.52,0.9,0.91,0.76,0.77,5718,422
1999/6/24,8561,8715,8503,8697,8515.08,8316.28,0.98,172.35,149.38,22.98,0.92,0.92,0.81,0.8,5862,144
1999/6/25,8601,8601,8380,8434,8488.05,8337.68,0.65,151.16,149.97,1.19,0.83,0.89,0.58,0.65,5470,-392
1999/6/28,8429,8480,8380,8447,8474.37,8357.56,0.67,129.61,143.18,-13.57,0.78,0.85,0.59,0.65,5873,403
1999/6/29,8524,8625,8520,8618,8522.25,8404.91,0.88,126.02,137.46,-11.44,0.81,0.84,0.67,0.7,5535,-338
1999/6/30,8650,8650,8522,8559,8534.5,8432.93,0.71,116.71,130.55,-13.83,0.78,0.82,0.62,0.66,5505,-30
1999/7/2,8618,8700,8590,8631,8566.66,8468.94,0.79,112.61,124.57,-11.96,0.78,0.81,0.66,0.68,5575,70
1999/7/3,8680,8730,8581,8616,8583.11,8495.68,0.67,105.46,118.2,-12.74,0.75,0.79,0.64,0.68,5491,-84
1999/7/5,8580,8630,8540,8608,8591.41,8516.1,0.65,93.1,109.83,-16.74,0.71,0.76,0.63,0.67,5670,179
1999/7/6,8589,8620,8510,8526,8569.6,8517.9,0.42,76.76,98.81,-22.05,0.62,0.71,0.53,0.62,5472,-198
1999/7/7,8500,8565,8475,8560,8566.4,8525.56,0.51,62.92,86.84,-23.93,0.58,0.67,0.56,0.63,5579,107
1999/7/8,8580,8639,8560,8615,8582.6,8541.82,0.67,58.18,77.29,-19.11,0.61,0.65,0.62,0.65,5439,-140
1999/7/9,8595,8647,8563,8565,8576.73,8546.03,0.35,50.79,68.46,-17.67,0.53,0.61,0.54,0.62,5383,-56
1999/7/12,8581,8594,8520,8550,8567.82,8546.75,0.29,41.12,59.34,-18.22,0.45,0.56,0.52,0.61,5266,-117
1999/7/13,8510,8510,8280,8280,8471.88,8498.25,0,12.63,43.77,-31.14,0.3,0.47,0.27,0.46,5055,-211
1999/7/14,8250,8320,7870,7985,8309.59,8404.93,0.13,-34.54,17.67,-52.21,0.24,0.39,0.17,0.35,4130,-925
1999/7/15,8021,8090,7876,8030,8216.39,8336.76,0.21,-66.36,-10.34,-56.02,0.23,0.34,0.22,0.38,4108,-22
1999/7/16,8060,8120,7468,7468,7966.93,8178.81,0,-120.12,-46.93,-73.18,0.15,0.28,0.11,0.25,3247,-861
1999/7/17,7110,7450,7051,7418,7783.95,8040.48,0.23,-178.14,-90.67,-87.47,0.18,0.25,0.11,0.24,2229,-1018
1999/7/19,7360,7470,7052,7395,7654.3,7923.12,0.22,-208.71,-130.02,-78.7,0.19,0.23,0.1,0.24,1639,-590
1999/7/20,7500,7855,7500,7815,7707.87,7903.46,0.48,-179.87,-146.64,-33.24,0.29,0.25,0.44,0.42,765,-874
1999/7/21,7690,7814,7627,7790,7735.25,7882.83,0.48,-153.79,-149.02,-4.77,0.35,0.28,0.43,0.41,338,-427
1999/7/22,7700,7750,7620,7623,7697.83,7835.59,0.39,-141.05,-146.36,5.31,0.36,0.31,0.35,0.37,3696,3358
1999/7/23,7620,7749,7600,7749,7714.89,7819.85,0.55,-121.99,-138.24,16.25,0.43,0.35,0.44,0.42,3997,301
1999/7/26,7650,7695,7550,7567,7665.59,7773.87,0.48,-116.45,-130.98,14.52,0.45,0.38,0.36,0.37,4035,38
1999/7/27,7548,7550,7350,7395,7575.39,7704.99,0.32,-125.02,-128.99,3.97,0.4,0.39,0.29,0.34,3681,-354
1999/7/28,7500,7525,7430,7479,7543.26,7663.9,0.53,-120.29,-126.09,5.8,0.45,0.41,0.36,0.37,4069,388
1999/7/29,7451,7469,7320,7329,7471.84,7603.01,0.35,-123.87,-125.35,1.48,0.41,0.41,0.3,0.34,3980,-89
1999/7/30,7451,7469,7320,7329,7424.23,7553.19,0.02,-121.37,-124.02,2.65,0.28,0.37,0.3,0.34,3980,0
1999/7/31,7380,7460,7254,7268,7372.15,7501.34,0.03,-119.85,-122.63,2.78,0.2,0.31,0.27,0.32,4147,167
1999/8/2,7285,7350,7169,7210,7318.1,7448.37,0.07,-121.76,-122.34,0.58,0.15,0.26,0.25,0.31,4329,182
1999/8/3,7152,7260,7015,7195,7277.07,7402.3,0.25,-124.87,-123.18,-1.68,0.18,0.23,0.24,0.31,4363,34
1999/8/4,7195,7268,7092,7095,7216.38,7346.43,0.12,-124.8,-123.72,-1.08,0.16,0.21,0.2,0.28,4485,122
1999/8/5,7030,7079,6957,6958,7130.25,7275.8,0,-134.34,-127.26,-7.08,0.11,0.18,0.15,0.25,4357,-128
1999/8/6,6999,7048,6851,6870,7043.5,7202.02,0.03,-142.75,-132.42,-10.32,0.08,0.14,0.13,0.24,4325,-32
1999/8/7,6880,7088,6851,7035,7040.67,7171.65,0.3,-133.7,-132.85,-0.85,0.15,0.15,0.35,0.33,4245,-80
1999/8/9,7080,7082,6980,7015,7032.11,7143.17,0.27,-120.82,-128.84,8.02,0.19,0.16,0.34,0.32,4180,-65
1999/8/10,7015,7300,6980,7290,7118.07,7169.87,0.72,-89.54,-115.74,26.2,0.37,0.23,0.58,0.45,3422,-758
1999/8/11,7290,7340,7205,7230,7155.38,7180.8,0.76,-62.75,-98.08,35.32,0.5,0.32,0.53,0.43,3530,108
1999/8/12,7315,7405,7261,7316,7208.92,7205.38,0.84,-36.3,-77.49,41.18,0.61,0.42,0.59,0.47,3332,-198
1999/8/13,7814,7814,7516,7685,7367.61,7292.59,0.87,15.58,-46.46,62.05,0.7,0.51,0.76,0.59,2584,-748
1999/8/16,7730,8222,7730,8195,7643.41,7456.66,0.98,87.38,-1.85,89.23,0.79,0.6,0.85,0.7,1715,-869
1999/8/17,8103,8150,7990,8130,7805.61,7579.09,0.93,130.98,42.43,88.55,0.84,0.68,0.81,0.67,1000,-715
1999/8/18,8196,8196,7980,8000,7870.4,7655.62,0.84,148.23,77.69,70.53,0.84,0.73,0.71,0.63,430,-570
1999/8/19,8030,8074,7985,8074,7938.27,7731.69,0.88,154.22,103.2,51.01,0.85,0.77,0.73,0.64,3054,2624
1999/8/20,8100,8255,8078,8219,8031.85,7820.29,0.97,165.64,124.02,41.63,0.89,0.81,0.77,0.67,3198,144
1999/8/21,8299,8388,8260,8261,8108.23,7900.42,0.89,176.11,141.38,34.73,0.89,0.84,0.78,0.68,3458,260
1999/8/23,8249,8265,8151,8265,8160.49,7966.71,0.89,170.6,151.12,19.48,0.89,0.86,0.78,0.68,3555,97
