Date,Open,High,Low,Close,BBandMA2,Di2add,Di2minus,ADX2,RSI6,RSI12,three_openposition,openposition,SMA5,SMA10,Volume,MA5,MA10,DIF12,MACD9,OSC,K,D,AR10,RSV5
2012/5/7,7557,7578,7491,7502,7583,9.94,44.88,50.93,0.4,0.41,745,110,7592.6,7541,105959,96895,105879,-64.43,-79.92,15.49,0.6,0.55,0.84,0.37
2012/5/8,7520,7545,7493,7520,7511,7.2,32.5,57.33,0.42,0.42,2827,1156,7603.6,7545.2,70997,94138,102039,-64.26,-76.79,12.53,0.55,0.55,0.97,0.15
2012/5/9,7468,7490,7417,7459,7489.5,3.44,54.06,72.68,0.36,0.39,1754,1900,7560.4,7542.3,111427,91607,100117,-68.44,-75.12,6.67,0.44,0.51,0.78,0.16
2012/5/10,7425,7516,7425,7479,7469,15.5,28.12,50.81,0.39,0.41,4288,2986,7524.8,7536.3,105113,99621,101612,-69.47,-73.99,4.52,0.39,0.47,0.97,0.23
2012/5/11,7458,7464,7356,7366,7422.5,6.75,43.92,62.09,0.28,0.35,-2025,1404,7465.2,7523.3,116762,102052,101623,-76.39,-74.47,-1.92,0.27,0.4,0.95,0.05
2012/5/14,7376,7398,7327,7369,7367.5,4.08,42.7,72.31,0.29,0.35,2022,746,7438.6,7515.6,91396,99139,98017,-82.73,-76.12,-6.61,0.22,0.34,1.11,0.19
2012/5/15,7305,7406,7290,7384,7376.5,1.78,36.62,81.51,0.32,0.36,2981,48,7411.4,7507.5,113623,107664,100901,-86.73,-78.24,-8.48,0.22,0.3,1.4,0.42
2012/5/16,7356,7386,7250,7255,7319.5,0.77,32.52,88.45,0.21,0.3,-1328,-2774,7370.6,7465.5,79053,101189,96398,-95.21,-81.64,-13.58,0.15,0.25,0.79,0.02
2012/5/17,7266,7333,7251,7314,7284.5,0.46,19.28,91.91,0.34,0.36,-2842,-3876,7337.6,7431.2,107382,101643,100632,-99.46,-85.2,-14.26,0.17,0.22,0.98,0.3
2012/5/18,7164,7230,7128,7135,7224.5,0.16,49.67,95.64,0.21,0.28,-3209,-5655,7291.4,7378.3,137508,105792,103922,-113.3,-90.82,-22.48,0.12,0.19,0.97,0.03
2012/5/21,7179,7209,7156,7184,7159.5,0.11,32.76,97.5,0.3,0.32,214,-6007,7254.4,7346.5,90002,105514,102326,-120.76,-96.81,-23.95,0.13,0.17,1.08,0.2
2012/5/22,7250,7260,7202,7236,7210,27.68,19.28,57.69,0.38,0.37,-893,-4492,7224.8,7318.1,84457,99680,103672,-121.22,-101.69,-19.53,0.18,0.17,1,0.42
2012/5/23,7151,7170,7090,7135,7185.5,10.72,54.46,62.39,0.3,0.32,-954,-5069,7200.8,7285.7,104162,104702,102946,-128.26,-107,-21.25,0.16,0.17,0.97,0.19
2012/5/24,7156,7178,7082,7129,7132,5.94,30.16,64.75,0.29,0.32,-2678,-5478,7163.8,7250.7,110432,105312,103478,-132.55,-112.11,-20.43,0.15,0.16,0.71,0.26
2012/5/25,7155,7159,7048,7058,7093.5,2.92,30.4,73.6,0.24,0.29,-4827,-6175,7148.4,7219.9,112160,100243,103018,-138.28,-117.35,-20.94,0.11,0.15,0.69,0.05
2012/5/28,7072,7133,7025,7114,7086,1.47,25.88,81.42,0.35,0.34,-4271,-6607,7134.4,7194.4,88137,99870,102692,-139.95,-121.87,-18.08,0.16,0.15,0.77,0.38
2012/5/29,7124,7336,7105,7294,7204,60.24,8.28,78.63,0.58,0.48,2844,-4468,7146,7185.4,133522,109683,104682,-126.83,-122.86,-3.97,0.39,0.23,0.97,0.87
2012/5/30,7270,7273,7196,7234,7264,38.2,5.25,77.24,0.51,0.44,-3866,-5128,7165.8,7183.3,106158,110082,107392,-116.95,-121.68,4.73,0.49,0.32,0.98,0.67
2012/5/31,7142,7255,7085,7217,7225.5,16.83,38.84,58.38,0.49,0.43,-890,-4412,7183.4,7173.6,133197,114635,109974,-111.12,-119.57,8.44,0.53,0.39,0.99,0.62
2012/6/1,7200,7210,7075,7096,7156.5,8.7,23.48,52.15,0.36,0.37,-484,-4858,7191,7169.7,148958,121994,111119,-111.21,-117.9,6.68,0.43,0.4,0.76,0.23
2012/6/4,6927,6930,6832,6869,6982.5,3.11,67.52,71.67,0.23,0.29,33,-8624,7142,7138.2,136278,131623,115746,-129.5,-120.22,-9.28,0.31,0.37,0.65,0.07
2012/6/5,6949,7005,6925,6970,6919.5,23.83,40.63,48.86,0.36,0.36,3490,-7431,7077.2,7111.6,119982,128915,119299,-134.98,-123.17,-11.81,0.3,0.35,0.74,0.31
2012/6/6,6989,7055,6958,7015,6992.5,33.87,25.91,31.09,0.41,0.39,4420,-6958,7033.4,7099.6,119994,131682,120882,-134.28,-125.39,-8.89,0.32,0.34,0.84,0.43
2012/6/7,7135,7146,7020,7047,7031,51.48,13.1,45.26,0.45,0.41,4399,-5953,6999.4,7091.4,109350,126912,120774,-127.87,-125.89,-1.98,0.36,0.34,0.78,0.57
2012/6/8,7007,7040,6946,6955,7001,29.2,39.13,29.89,0.37,0.37,3981,-6345,6971.2,7081.1,113544,119830,120912,-128.65,-126.44,-2.21,0.32,0.34,0.88,0.39
2012/6/11,7090,7136,7059,7092,7023.5,43.69,15.34,38.96,0.52,0.45,5462,-3164,7015.8,7078.9,104743,113523,122573,-118.17,-124.79,6.62,0.41,0.36,0.88,0.76
2012/6/12,6976,7038,6962,7019,7055.5,23.32,42.97,34.3,0.45,0.42,5983,-4843,7025.6,7051.4,91231,107772,118344,-115.41,-122.91,7.5,0.42,0.38,0.64,0.37
2012/6/13,7049,7070,7002,7048,7033.5,31.11,28.89,19,0.48,0.44,6972,-3091,7032.2,7032.8,92489,102271,116977,-109.34,-120.2,10.86,0.47,0.41,0.7,0.51
2012/6/14,7042,7107,7033,7063,7055.5,38.97,16.86,29.31,0.5,0.45,7039,-3662,7035.4,7017.4,92161,98834,112873,-101.38,-116.43,15.05,0.56,0.46,0.68,0.62
2012/6/15,7050,7160,7042,7154,7108.5,42.36,7.24,50.05,0.61,0.5,11361,-1385,7075.2,7023.2,105833,97291,108561,-89.12,-110.97,21.85,0.7,0.54,1.09,0.97
2012/6/18,7300,7323,7244,7265,7209.5,75.92,2.75,71.53,0.7,0.56,8518,-1482,7109.8,7062.8,92004,94744,104133,-66.8,-102.14,35.34,0.75,0.61,1.24,0.84
2012/6/19,7266,7270,7234,7265,7265,60.05,7.98,74.03,0.7,0.56,9245,568,7159,7092.3,80407,92579,100176,-49.81,-91.67,41.87,0.78,0.67,1.09,0.82
2012/6/20,7293,7320,7281,7311,7288,72.08,4.87,80.69,0.74,0.59,7089,-1825,7211.6,7121.9,50941,84269,93270,-32.15,-79.77,47.61,0.84,0.72,1.04,0.96
2012/6/21,7160,7163,7093,7117,7214,17.62,66.34,69.36,0.45,0.47,6153,-1079,7222.4,7128.9,87665,83370,91102,-32.58,-70.33,37.75,0.7,0.72,1.17,0.27
2012/6/22,7002,7047,6995,7034,7075.5,9.55,72.75,73.08,0.38,0.43,963,1888,7198.4,7136.8,86796,79563,88427,-40.11,-64.29,24.17,0.54,0.66,1.43,0.12
2012/6/25,6952,6978,6938,6948,6991,5.55,67.15,78.91,0.31,0.39,-2155,4873,7135,7122.4,79925,77147,85945,-51.5,-61.73,10.23,0.37,0.56,1.45,0.03
2012/6/26,6944,6960,6923,6939,6943.5,4.19,60.65,82.99,0.31,0.39,802,4631,7069.8,7114.4,61535,73372,82976,-60.86,-61.56,0.7,0.26,0.46,1.25,0.04
2012/6/27,6918,7005,6898,6986,6962.5,26.36,25.15,42.67,0.39,0.42,3015,4819,7004.8,7108.2,89541,81092,82681,-65.22,-62.29,-2.93,0.24,0.39,1.65,0.33
2012/6/28,7021,7037,6962,7001,6993.5,33.71,13.81,42.27,0.41,0.43,4996,5051,6981.6,7102,93508,82261,82816,-65.38,-62.91,-2.48,0.24,0.34,1.21,0.69
2012/6/29,6982,7128,6981,7114,7057.5,51.71,4.99,62.33,0.58,0.51,7525,3678,6997.6,7098,125080,89918,84740,-58.06,-61.94,3.87,0.33,0.34,1.36,0.94
2012/7/2,7133,7152,7107,7136,7125,52.17,3.59,74.73,0.6,0.52,8769,5792,7035.2,7085.1,61181,86169,81658,-47.8,-59.11,11.31,0.41,0.36,1.5,0.94
2012/7/3,7177,7280,7161,7228,7182,75.77,1.28,85.7,0.7,0.57,13751,2934,7093,7081.4,100095,93881,83627,-31.91,-53.67,21.76,0.56,0.43,2.01,0.86
2012/7/4,7268,7327,7251,7290,7259,62.5,0.68,91.77,0.74,0.6,15950,3362,7153.8,7079.3,83106,92594,86843,-13.9,-45.72,31.82,0.68,0.51,2.1,0.9
2012/7/5,7303,7321,7277,7297,7293.5,44.1,0.48,94.81,0.75,0.61,17344,4330,7213,7097.3,61592,86211,84236,1.05,-36.36,37.42,0.76,0.59,2.58,0.91
2012/7/6,7288,7319,7237,7272,7284.5,21.03,25.75,52.44,0.69,0.59,15193,4447,7244.6,7121.1,88904,78976,84447,10.92,-26.91,37.83,0.8,0.66,2.08,0.75
2012/7/9,7204,7272,7202,7236,7254,11.11,37.19,53.22,0.6,0.56,14447,3909,7264.6,7149.9,78681,82476,84322,15.46,-18.43,33.89,0.8,0.71,2.36,0.45
2012/7/10,7251,7270,7162,7181,7208.5,4.52,37.1,65.74,0.49,0.51,9759,4509,7255.2,7174.1,111304,84717,89299,15.8,-11.59,27.39,0.73,0.71,1.84,0.12
2012/7/11,7138,7204,7133,7186,7183.5,2.54,38.74,76.71,0.5,0.52,10940,5750,7234.4,7194.1,84861,85068,88831,14.2,-6.43,20.63,0.68,0.7,1.87,0.28
2012/7/12,7186,7188,7067,7079,7132.5,1.02,48.21,86.28,0.33,0.44,4707,6857,7190.8,7201.9,120546,96859,91535,6.87,-3.77,10.64,0.47,0.63,1.51,0.05
2012/7/13,7070,7108,7045,7071,7075,0.63,43.1,91.71,0.32,0.43,2784,5759,7150.6,7197.6,96058,98290,88633,-1.29,-3.27,1.98,0.35,0.53,1.13,0.11
2012/7/16,7089,7110,7020,7057,7064,0.3,35.08,95.01,0.3,0.42,829,7136,7114.8,7189.7,98746,102303,92389,-8.7,-4.36,-4.34,0.27,0.45,1.01,0.15
2012/7/17,7048,7136,7030,7107,7082,13.68,15.72,50.97,0.44,0.47,1623,4743,7100,7177.6,123931,104828,94773,-11.68,-5.82,-5.86,0.28,0.39,0.97,0.47
2012/7/18,7110,7117,7056,7060,7083.5,8.36,9.61,28.96,0.36,0.43,-5185,1576,7074.8,7154.6,52519,98360,91714,-15.63,-7.78,-7.84,0.23,0.34,0.78,0.24
2012/7/19,6974,7032,6945,7022,7041,3.39,61.26,59.23,0.31,0.41,5146,2344,7063.4,7127.1,105346,95320,96090,-23.96,-11.02,-12.94,0.23,0.3,0.86,0.4
2012/7/20,7022,7039,6996,7013,7017.5,7.36,42.41,64.83,0.29,0.4,3558,2448,7051.8,7101.2,72895,90687,94489,-29.42,-14.7,-14.72,0.22,0.28,0.88,0.36
2012/7/23,6915,6932,6845,6873,6943,2.16,75.94,79.65,0.17,0.31,63,2988,7015,7064.9,89331,88804,95554,-44.09,-20.58,-23.51,0.18,0.24,0.66,0.1
2012/7/24,6862,6889,6850,6874,6873.5,1.63,57.19,87.06,0.17,0.31,-512,2525,6968.4,7034.2,70435,78105,91467,-55.8,-27.62,-28.18,0.15,0.21,0.8,0.11
2012/7/25,6782,6912,6775,6846,6860,0.6,55.64,92.47,0.15,0.3,1873,1010,6925.6,7000.2,109485,89498,93929,-66.5,-35.4,-31.1,0.16,0.19,0.94,0.27
2012/7/26,6856,6905,6832,6875,6860.5,0.36,33.2,95.18,0.25,0.33,2649,1581,6896.2,6979.8,89439,86317,90819,-71.96,-42.71,-29.25,0.2,0.2,1.35,0.38
2012/7/27,6969,7031,6946,7028,6951.5,51.25,12.19,78.38,0.58,0.49,6609,1535,6899.2,6975.5,101947,92127,91407,-64.54,-47.08,-17.46,0.37,0.25,1.43,0.99
2012/7/30,7082,7102,7055,7078,7053,68.02,7.61,79.12,0.64,0.53,9360,-643,6940.2,6977.6,73940,89049,88927,-52.4,-48.14,-4.26,0.54,0.35,1.64,0.93
2012/7/31,7102,7179,7061,7157,7117.5,66.51,3.47,84.61,0.72,0.58,10446,-475,6996.8,6982.6,111301,97222,87664,-37.48,-46.01,8.52,0.68,0.46,1.48,0.95
2012/8/1,7139,7212,7135,7194,7175.5,56.68,2.03,88.85,0.75,0.61,15516,485,7066.4,6996,91583,93642,91570,-21.76,-41.16,19.4,0.77,0.56,2.02,0.95
2012/8/3,7140,7164,7116,7140,7167,30.78,12.23,65.98,0.63,0.56,13319,843,7119.4,7007.8,77401,91234,88776,-12.69,-35.47,22.78,0.79,0.64,1.92,0.73
2012/8/6,7278,7314,7236,7237,7188.5,67.97,4.03,77.4,0.72,0.62,7643,637,7161.2,7030.2,87031,88251,90189,3.82,-27.61,31.43,0.81,0.7,1.88,0.7
2012/8/7,7233,7263,7223,7236,7236.5,51.94,10.74,71.57,0.72,0.62,8323,517,7192.8,7066.5,62956,86054,87552,15.39,-19.01,34.4,0.83,0.74,2.47,0.69
2012/8/8,7306,7336,7277,7300,7268,63.34,4.93,78.56,0.78,0.65,15523,-2345,7221.4,7109.1,103055,84405,90814,29.37,-9.33,38.7,0.86,0.78,2.3,0.84
2012/8/9,7371,7452,7346,7438,7369,71.41,1.86,86.74,0.85,0.72,19529,-3628,7270.2,7168.3,125910,91271,92456,49.18,2.37,46.81,0.9,0.82,1.94,0.96
2012/8/10,7453,7465,7425,7444,7441,61.81,1.4,91.15,0.85,0.72,19304,-3360,7331,7225.2,68582,89507,90371,66.22,15.14,51.08,0.92,0.85,1.76,0.91
2012/8/13,7444,7475,7430,7453,7448.5,47.69,0.9,93.72,0.86,0.73,19690,-2400,7374.2,7267.7,67806,85662,86957,79.47,28.01,51.46,0.93,0.88,1.7,0.91
2012/8/14,7484,7545,7451,7495,7474,63.72,0.36,96.29,0.88,0.74,16378,-1012,7426,7309.4,113777,95826,90940,92.43,40.89,51.54,0.91,0.89,1.82,0.81
2012/8/15,7489,7497,7433,7468,7481.5,35.1,12.83,71.38,0.79,0.71,11868,-3308,7459.6,7340.5,43962,84007,84206,99.14,52.54,46.6,0.88,0.89,1.46,0.61
2012/8/16,7460,7520,7441,7493,7480.5,31.96,6.08,69.7,0.81,0.72,13866,-1433,7470.6,7370.4,91628,77151,84211,104.89,63.01,41.88,0.87,0.88,1.33,0.57
2012/8/17,7503,7511,7467,7474,7483.5,20.15,3.84,68.85,0.74,0.7,10689,205,7476.6,7403.8,66804,76795,83151,107.77,71.96,35.81,0.84,0.87,1.22,0.38
2012/8/20,7464,7475,7398,7441,7457.5,8.79,52.2,70.01,0.63,0.65,14957,1133,7474.2,7424.2,85890,80412,83037,105.4,78.65,26.75,0.76,0.83,1.05,0.29
2012/8/21,7465,7553,7458,7515,7478,46.59,19.77,55.22,0.74,0.7,14915,-1004,7478.2,7452.1,104595,78576,87201,108.04,84.53,23.51,0.78,0.81,1.25,0.75
2012/8/22,7494,7508,7453,7490,7502.5,27.61,15,42.4,0.66,0.67,13130,-572,7482.6,7471.1,73832,84550,84279,106.88,89,17.88,0.72,0.78,1.15,0.59
2012/8/23,7476,7534,7468,7513,7501.5,33.08,8.03,51.67,0.7,0.68,12228,-428,7486.6,7478.6,92576,84739,80945,106.49,92.5,13.99,0.73,0.76,1.14,0.74
2012/8/24,7450,7490,7442,7487,7500,16.55,22.32,33.26,0.61,0.65,13470,-184,7489.2,7482.9,63615,84102,80449,102.54,94.5,8.03,0.68,0.73,1.32,0.57
2012/8/27,7535,7551,7452,7454,7470.5,42.79,9.32,48.74,0.52,0.6,7182,160,7491.8,7483,85683,84060,82236,98.37,95.28,3.09,0.57,0.68,1.02,0.11
2012/8/28,7435,7443,7375,7399,7426.5,22.18,51.78,44.38,0.39,0.54,7430,-751,7468.6,7473.4,90608,81263,79919,88.11,93.84,-5.74,0.43,0.6,0.81,0.14
2012/8/29,7404,7413,7381,7403,7401,15.95,37.25,42.2,0.4,0.54,8486,-692,7451.2,7466.9,48276,76152,80351,78.74,90.82,-12.08,0.34,0.51,0.89,0.16
2012/8/30,7360,7395,7341,7367,7385,7.64,51.45,58.17,0.33,0.5,12436,40,7422,7454.3,84738,74584,79662,67.91,86.24,-18.33,0.26,0.43,0.82,0.12
2012/8/31,7375,7420,7363,7382,7374.5,25.36,26.28,29.97,0.39,0.52,10713,-468,7401,7445.1,75810,77023,80562,60.19,81.03,-20.84,0.24,0.37,0.99,0.2
2012/9/3,7370,7465,7352,7442,7412,34.9,8.94,44.6,0.56,0.58,11993,-468,7398.6,7445.2,95691,79025,81542,56.52,76.13,-19.61,0.32,0.35,1.46,0.81
2012/9/4,7443,7470,7430,7448,7445,27.77,6.09,54.31,0.58,0.59,8495,-1449,7408.4,7438.5,49798,70863,76063,54.9,71.88,-16.98,0.38,0.36,1.22,0.83
2012/9/5,7401,7411,7341,7344,7396,10.27,54.66,61.33,0.34,0.46,1828,-765,7396.6,7423.9,89655,79138,77645,45.9,66.69,-20.78,0.26,0.33,1.13,0.02
2012/9/6,7332,7368,7286,7332,7338,5.23,60.76,72.75,0.32,0.45,4366,72,7389.6,7405.8,88818,79954,77269,35.9,60.53,-24.63,0.23,0.3,0.94,0.25
2012/9/7,7471,7479,7404,7419,7375.5,50.06,22,55.84,0.54,0.54,4129,2192,7397,7399,86302,82053,79538,35.69,55.56,-19.87,0.38,0.33,0.72,0.69
2012/9/10,7421,7469,7414,7456,7437.5,33.88,14.89,47.39,0.6,0.58,9940,1863,7399.8,7399.2,67675,76450,77737,36.6,51.77,-15.17,0.55,0.4,0.99,0.88
2012/9/11,7437,7490,7436,7465,7460.5,35.83,9.11,53.42,0.62,0.58,12036,1669,7403.2,7405.8,59702,78430,74647,38.1,49.04,-10.93,0.66,0.49,1.38,0.88
2012/9/12,7525,7586,7510,7583,7524,63.46,3.33,71.73,0.76,0.67,16665,4479,7451,7423.8,92821,79064,79101,46.95,48.62,-1.67,0.77,0.58,1.62,0.99
2012/9/13,7592,7609,7571,7576,7579.5,62.62,2.38,82.21,0.74,0.66,13459,2783,7499.8,7444.7,65782,74456,77205,54.74,49.84,4.9,0.81,0.66,1.54,0.84
2012/9/14,7698,7758,7671,7738,7657,76.71,0.64,90.28,0.85,0.75,11678,1016,7563.6,7480.3,103221,77840,79947,71.65,54.2,17.44,0.86,0.73,1.51,0.94
2012/9/17,7739,7767,7726,7750,7744,63.13,0.48,94.39,0.86,0.75,10028,2994,7622.4,7511.1,70895,78484,77467,85.83,60.53,25.3,0.9,0.78,1.29,0.95
2012/9/18,7742,7768,7713,7749,7749.5,37.91,9.73,76.77,0.85,0.75,11634,-942,7679.2,7541.2,76925,81929,80180,95.69,67.56,28.13,0.92,0.83,1.21,0.93
2012/9/19,7757,7795,7739,7767,7758,42.53,5.37,77.18,0.86,0.76,8226,-2790,7716,7583.5,46387,72642,75853,104.09,74.87,29.23,0.92,0.86,1.54,0.88
2012/9/20,7782,7786,7716,7749,7758,20.05,19.9,38.78,0.8,0.73,7444,-3146,7750.6,7625.2,81485,75783,75120,108.14,81.52,26.62,0.91,0.87,1.3,0.63
2012/9/21,7765,7783,7748,7761,7755,13.11,13.02,19.57,0.81,0.74,7135,-2402,7755.2,7659.4,61018,67342,72591,111.13,87.44,23.69,0.91,0.89,1.65,0.59
2012/9/24,7747,7805,7685,7775,7768,3.89,40.79,51.08,0.82,0.75,9851,-2210,7760.2,7691.3,98891,72941,75713,111.95,92.34,19.61,0.9,0.89,1.35,0.75
2012/9/25,7792,7810,7744,7756,7765.5,5.5,23,56.25,0.73,0.72,6635,-2370,7761.6,7720.4,68390,71234,76582,111.83,96.24,15.59,0.86,0.88,1.04,0.57
2012/9/26,7691,7725,7670,7700,7728,2.57,56.54,73.77,0.52,0.62,5443,-2944,7748.2,7732.1,74746,76906,74774,105.06,98.01,7.06,0.65,0.8,0.93,0.21
2012/9/27,7683,7730,7679,7728,7714,5.37,34.67,73.47,0.59,0.65,6979,-1734,7744,7747.3,67769,74163,74973,99.96,98.4,1.56,0.57,0.72,1.09,0.41
2012/9/28,7726,7748,7666,7719,7723.5,14.56,15.45,38.21,0.56,0.63,6253,-1053,7735.6,7745.4,88739,79707,73525,94.56,97.63,-3.07,0.5,0.65,0.87,0.37
2012/10/1,7690,7706,7666,7684,7701.5,8.48,9,20.58,0.45,0.58,6600,-1793,7717.4,7738.8,50167,69962,71452,87.02,95.51,-8.49,0.38,0.56,0.81,0.13
2012/10/2,7716,7748,7693,7729,7706.5,37.17,4.48,49.53,0.58,0.63,9343,-688,7712,7736.8,67005,69685,70460,83.29,93.06,-9.77,0.4,0.5,0.84,0.77
2012/10/3,7740,7742,7687,7704,7716.5,19.95,7.46,47.56,0.5,0.59,5848,-1299,7712.8,7730.5,58958,66528,71717,78.19,90.09,-11.9,0.35,0.45,0.66,0.46
2012/10/4,7707,7715,7633,7706,7705,8.38,41.33,56.92,0.51,0.59,4093,-1256,7708.4,7726.2,103623,73698,73931,71.76,86.42,-14.67,0.37,0.43,0.66,0.63
2012/10/5,7711,7733,7680,7701,7703.5,19.34,23.62,33.44,0.49,0.58,3706,-727,7704.8,7720.2,74558,70862,75285,67,82.54,-15.54,0.38,0.41,0.65,0.59
2012/10/8,7677,7692,7612,7625,7663,7.93,54.76,54.07,0.29,0.47,1664,-1593,7693,7705.2,84411,77711,73837,57.31,77.49,-20.19,0.28,0.37,0.54,0.1
2012/10/9,7629,7647,7596,7596,7610.5,4.73,45.33,67.58,0.25,0.44,-897,-2899,7666.4,7689.2,86468,81604,75644,46.68,71.33,-24.65,0.19,0.31,0.56,0
2012/10/11,7483,7506,7442,7444,7520,1.38,84.09,82.18,0.12,0.31,-4259,-151,7614.4,7663.6,95582,88928,77728,25.88,62.24,-36.36,0.13,0.25,0.5,0.01
2012/10/12,7434,7463,7385,7413,7428.5,0.8,79.49,90.09,0.11,0.29,-1752,2901,7555.8,7632.1,92390,86682,80190,6.06,51,-44.94,0.11,0.2,0.41,0.08
2012/10/15,7396,7434,7385,7425,7419,0.53,52.12,94.05,0.15,0.31,-439,2415,7500.6,7602.7,74135,86597,78730,-9.64,38.88,-48.51,0.11,0.17,0.5,0.13
2012/10/16,7460,7462,7435,7458,7441.5,26.24,34.29,53.68,0.27,0.35,-793,4906,7467.2,7580.1,62568,82229,79970,-18.96,27.31,-46.27,0.14,0.16,0.47,0.28
2012/10/17,7510,7525,7451,7460,7459,60.27,14.48,57.47,0.28,0.36,-4469,-2983,7440,7553.2,50723,75080,78342,-24.39,16.97,-41.36,0.17,0.16,0.39,0.54
2012/10/18,7467,7479,7444,7453,7456.5,38.97,16.43,49.08,0.26,0.35,-3307,-3469,7441.8,7528.1,57034,67370,78149,-29.7,7.64,-37.33,0.18,0.17,0.44,0.49
2012/10/19,7468,7469,7385,7387,7420,14.45,50.28,52.21,0.18,0.3,-7414,-4413,7436.6,7496.2,78020,64496,75589,-37.53,-1.4,-36.13,0.12,0.15,0.42,0.01
2012/10/22,7300,7360,7289,7347,7367,5.86,78.64,69.18,0.15,0.27,-4264,-3887,7421,7460.8,71985,64066,75332,-48.92,-10.9,-38.02,0.13,0.15,0.53,0.25
2012/10/23,7342,7350,7293,7299,7323,3.46,46.48,77.66,0.12,0.24,-7956,-2391,7389.2,7428.2,65177,64588,73408,-59.32,-20.59,-38.74,0.1,0.13,0.54,0.04
2012/10/24,7230,7347,7225,7303,7301,1.26,52.37,86.48,0.14,0.25,-6680,-3386,7357.8,7398.9,100109,74465,74772,-68.05,-30.08,-37.97,0.16,0.14,0.86,0.31
2012/10/25,7303,7319,7251,7254,7278.5,0.74,30.64,90.89,0.1,0.22,-8872,-2482,7318,7379.9,75504,78159,72765,-76.11,-39.29,-36.83,0.14,0.14,0.81,0.12
2012/10/26,7226,7287,7090,7092,7173,0.22,66.72,95.12,0.05,0.16,-9416,-1996,7259,7347.8,124395,87434,75965,-91.87,-49.8,-42.07,0.09,0.12,0.73,0.01
2012/10/29,7110,7153,7091,7121,7106.5,0.15,46.19,97.24,0.14,0.2,-5512,-4206,7213.8,7317.4,86593,90356,77211,-104.66,-60.78,-43.89,0.09,0.11,0.73,0.12
2012/10/30,7170,7220,7141,7162,7141.5,33.62,23.29,57.69,0.26,0.26,-6097,-3871,7186.4,7287.8,104953,98311,81449,-109.53,-70.53,-39,0.12,0.11,0.82,0.28
2012/10/31,7192,7212,7125,7141,7151.5,17.97,21.01,32.75,0.24,0.25,-9101,-2994,7154,7255.9,89170,96123,85294,-113.4,-79.1,-34.3,0.12,0.12,0.82,0.22
2012/11/1,7098,7192,7029,7172,7156.5,6.55,45.09,53.7,0.33,0.3,-7222,-524,7137.6,7227.8,140249,109072,93616,-116.23,-86.53,-29.7,0.23,0.15,0.9,0.55
2012/11/2,7214,7225,7182,7201,7186.5,22.84,31.9,35.12,0.41,0.34,-4773,1105,7159.4,7209.2,74949,99183,93308,-112.25,-91.67,-20.58,0.33,0.21,1.02,0.88
2012/11/5,7190,7222,7146,7181,7191,12.42,38.96,43.39,0.37,0.33,-3475,1533,7171.4,7192.6,85380,98940,94648,-109.43,-95.22,-14.2,0.38,0.27,0.9,0.78
2012/11/6,7180,7259,7163,7256,7218.5,26.41,18.1,31.02,0.55,0.43,-3416,1537,7190.2,7188.3,78730,93696,96003,-101.9,-96.56,-5.34,0.51,0.35,1.11,0.99
2012/11/7,7205,7293,7192,7256,7256,30.25,8.51,43.55,0.55,0.43,-3141,3730,7213.2,7183.6,138988,103659,99891,-93.59,-95.96,2.38,0.63,0.44,1.03,0.86
2012/11/8,7168,7220,7160,7201,7228.5,15.07,20.97,29.95,0.43,0.38,-386,3073,7219,7178.3,87322,93074,101073,-90.29,-94.83,4.54,0.64,0.51,1.22,0.37
2012/11/9,7136,7301,7126,7286,7243.5,35.25,7.41,47.61,0.6,0.48,5644,6486,7236,7197.7,125251,103134,101159,-82.36,-92.34,9.98,0.74,0.58,2.06,0.91
2012/11/12,7265,7304,7238,7243,7264.5,25.19,4.98,57.29,0.51,0.44,1095,5013,7248.4,7209.9,73703,100799,99870,-74.62,-88.79,14.17,0.75,0.64,1.99,0.66
2012/11/13,7227,7239,7092,7094,7168.5,10.07,60.01,64.27,0.31,0.33,-3628,4760,7216,7203.1,116093,108271,100984,-77.86,-86.61,8.74,0.58,0.62,1.4,0.01
2012/11/14,7081,7150,7077,7128,7111,6.38,45.52,69.85,0.37,0.37,65,1764,7190.4,7201.8,85707,97615,100637,-80.23,-85.33,5.1,0.46,0.57,1.79,0.22
2012/11/15,7095,7156,7036,7121,7124.5,2.89,39.31,78.08,0.37,0.37,457,1765,7174.4,7196.7,110846,102320,97697,-82.15,-84.7,2.54,0.41,0.52,1.74,0.32
2012/11/16,7116,7179,7082,7107,7114,12.66,20.86,51.27,0.35,0.36,-1882,2266,7138.6,7187.3,106108,98491,100813,-81.9,-84.14,2.24,0.36,0.47,1.88,0.26
2012/11/19,7147,7168,7120,7121,7114,7.96,13.12,37.87,0.39,0.38,-2713,2719,7114.2,7181.3,85220,100795,100797,-79.68,-83.25,3.57,0.35,0.43,1.94,0.42
2012/11/20,7174,7181,7131,7159,7140,13.75,7.58,33.38,0.49,0.42,-2804,1987,7127.2,7171.6,73796,92335,100303,-75.03,-81.6,6.57,0.39,0.41,1.6,0.85
2012/11/21,7176,7178,7051,7084,7121.5,4.93,43.11,56.42,0.35,0.36,-1725,-547,7118.4,7154.4,63354,87865,92740,-75.18,-80.32,5.14,0.32,0.38,1.04,0.33
2012/11/22,7096,7115,7081,7089,7086.5,3.67,32.09,67.94,0.36,0.37,579,-1755,7112,7143.2,64895,78675,90497,-74.9,-79.23,4.33,0.28,0.35,0.96,0.29
