Date,Open,High,Low,Close,BBandMA2,Di2add,Di2minus,ADX2,RSI6,RSI12,three_openposition,openposition,SMA5,SMA10,Volume,MA5,MA10,DIF12,MACD9,OSC,K,D,AR10,RSV5
2011/3/16,8410,8411,8264,8305,8281,0.33,45.01,94.07,0.24,0.32,-966,-6471,8449.6,8596.7,95911,163312,131019,-101.16,-66.58,-34.58,0.4,0.48,0.19,0.38
2011/3/17,8151,8274,8129,8257,8281,0.19,58.25,96.7,0.22,0.3,-46,-6559,8376.4,8548.5,148021,164738,133582,-119.16,-77.09,-42.06,0.36,0.44,0.21,0.42
2011/3/18,8292,8345,8270,8321,8289,23.91,41.09,61.56,0.32,0.35,417,-5520,8328.8,8504.5,104784,159797,135689,-125.12,-86.7,-38.42,0.37,0.42,0.25,0.54
2011/3/21,8359,8445,8328,8391,8356,49.65,22.45,49.65,0.42,0.4,3959,-3978,8306.2,8471.5,110694,147587,135928,-122.43,-93.85,-28.58,0.4,0.41,0.32,0.72
2011/3/22,8431,8479,8414,8417,8404,45.34,13.65,51.68,0.46,0.42,6865,-3788,8338.2,8439.2,91070,110096,137247,-115.49,-98.17,-17.31,0.45,0.42,0.31,0.82
2011/3/23,8400,8510,8393,8451,8434,35.72,6.69,60.07,0.51,0.44,7483,-6005,8367.4,8408.5,116480,114210,138761,-107.18,-99.97,-7.2,0.56,0.47,0.42,0.85
2011/3/24,8502,8548,8480,8527,8489,37.31,3.62,71.18,0.6,0.49,8571,-6121,8421.4,8398.9,97198,104045,134392,-93.93,-98.76,4.84,0.68,0.54,0.53,0.92
2011/3/25,8588,8626,8548,8577,8552,57.35,1.87,82.43,0.66,0.52,13352,-5060,8472.6,8400.7,98085,102705,131251,-77.56,-94.52,16.96,0.76,0.61,0.56,0.84
2011/3/28,8585,8585,8495,8520,8548.5,30.53,28.54,42.9,0.56,0.48,10812,-6930,8498.4,8402.3,95747,99716,123651,-68.01,-89.22,21.21,0.77,0.66,0.56,0.55
2011/3/29,8507,8575,8474,8573,8546.5,14.89,24.57,33.71,0.62,0.52,11153,-6533,8529.6,8433.9,99784,101459,105777,-58.25,-83.03,24.77,0.81,0.71,1.33,0.77
2011/3/30,8607,8650,8582,8592,8582.5,51.07,13.8,45.59,0.64,0.53,12384,-6264,8557.8,8462.6,94916,97146,105678,-45.54,-75.53,29.99,0.82,0.75,1.99,0.67
2011/3/31,8604,8645,8557,8640,8616,25.51,21.11,27.51,0.7,0.56,13380,-6014,8580.4,8500.9,110857,99878,101962,-33.74,-67.17,33.43,0.87,0.79,1.6,0.94
2011/4/1,8640,8689,8630,8684,8662,45.22,12.63,41.92,0.74,0.59,14828,-5412,8601.8,8537.2,77930,95847,99276,-20.03,-57.74,37.72,0.91,0.83,1.64,0.98
2011/4/6,8743,8863,8727,8839,8761.5,82.08,3.68,66.67,0.84,0.67,18976,-1448,8665.6,8582,117163,100130,99923,2.53,-45.69,48.22,0.92,0.86,1.83,0.94
2011/4/7,8864,8901,8823,8896,8867.5,69.34,2.27,80.16,0.86,0.69,18434,-1831,8730.2,8629.9,87439,97661,99560,25.13,-31.52,56.65,0.94,0.89,1.67,0.99
2011/4/8,8939,8939,8850,8868,8882,56.93,1.21,87.99,0.79,0.66,13562,-2939,8785.4,8671.6,112534,101185,99165,42.72,-16.68,59.4,0.91,0.9,1.07,0.81
2011/4/11,8868,8882,8820,8859,8863.5,34.53,19.78,57.58,0.77,0.66,15771,-2045,8829.2,8704.8,86640,96341,98110,53.93,-2.56,56.48,0.88,0.89,0.93,0.74
2011/4/12,8820,8822,8703,8706,8782.5,11.59,56.47,61.77,0.48,0.53,10780,-5321,8833.6,8717.7,144950,109745,102796,52.46,8.45,44.01,0.76,0.85,0.72,0.01
2011/4/13,8728,8810,8696,8807,8756.5,5.88,31.67,65.23,0.6,0.59,11706,-4352,8827.2,8746.4,102126,106738,103434,54.36,17.63,36.73,0.72,0.81,1,0.46
2011/4/14,8780,8852,8750,8796,8801.5,22.42,16.83,39.73,0.58,0.58,8807,-3410,8807.2,8768.7,124702,114190,105926,56.7,25.44,31.26,0.69,0.77,1.01,0.41
2011/4/15,8786,8820,8680,8705,8750.5,9.81,35.49,48.22,0.45,0.51,7254,-5665,8774.6,8780,113065,114297,107741,52.23,30.8,21.43,0.54,0.69,0.84,0.12
2011/4/18,8692,8760,8674,8708,8706.5,5.8,23.84,54.55,0.46,0.52,7992,-7720,8744.4,8786.8,98340,116637,106489,46.93,34.03,12.91,0.4,0.6,0.94,0.19
2011/4/19,8657,8671,8585,8627,8667.5,2.67,49.99,72.2,0.36,0.46,3054,-7102,8728.6,8781.1,118378,111322,110534,35.47,34.32,1.15,0.31,0.5,0.78,0.16
2011/4/20,8701,8800,8695,8792,8709.5,45.99,19.87,55.93,0.58,0.56,8289,-2740,8725.6,8776.4,65270,103951,105344,37.43,34.94,2.49,0.4,0.47,0.75,0.78
2011/4/21,8882,9004,8879,8989,8890.5,75.95,8.02,68.41,0.72,0.65,8621,-1477,8764.2,8785.7,119466,102904,108547,54.14,38.78,15.36,0.59,0.51,0.97,0.96
2011/4/22,8989,9008,8973,8991,8990,65.33,6.7,74.9,0.72,0.65,6808,201,8821.4,8798,55333,91357,102827,68.64,44.75,23.89,0.71,0.58,1.17,0.96
2011/4/25,9003,9050,8942,8974,8982.5,52.01,3.33,81.44,0.69,0.64,5098,-417,8874.6,8809.5,106660,93021,104829,78.77,51.55,27.21,0.75,0.63,1.21,0.84
2011/4/26,8914,8982,8870,8968,8971,25.44,34.47,48.26,0.68,0.63,5656,-277,8942.8,8835.7,139105,97167,104245,82.77,57.8,24.97,0.78,0.68,1.61,0.77
2011/4/27,9051,9078,9032,9059,9013.5,56.41,17.21,50.76,0.76,0.68,5662,426,8996.2,8860.9,94820,103077,103514,93.74,64.98,28.75,0.84,0.73,1.52,0.91
2011/4/28,9098,9099,9005,9014,9036.5,30.39,22.52,32.82,0.67,0.64,5280,122,9001.2,8882.7,107009,100585,101745,99.35,71.86,27.49,0.84,0.77,1.14,0.63
2011/4/29,9014,9049,8930,9024,9019,14.02,44.34,42.39,0.68,0.64,4665,502,9007.8,8914.6,142891,118097,104727,100.52,77.59,22.93,0.84,0.79,1.2,0.67
2011/5/3,9036,9069,8896,8933,8978.5,5.46,29.27,55.47,0.5,0.56,1881,36,8999.6,8937.1,126976,122160,107591,96.38,81.35,15.03,0.76,0.78,0.86,0.28
2011/5/4,8908,8959,8860,8936,8934.5,3.22,32.19,68.65,0.51,0.57,2010,454,8993.2,8968,117998,117939,107553,89.24,82.93,6.32,0.61,0.72,0.98,0.32
2011/5/5,8903,9058,8885,9050,8993,35.07,13.21,56.97,0.66,0.63,5337,2439,8991.4,8993.8,132009,125377,114227,89.66,84.27,5.39,0.67,0.71,1.06,0.8
2011/5/6,8971,9022,8956,9014,9032,21.37,8.05,51.12,0.59,0.6,4036,1643,8991.4,8996.3,102849,124545,112565,88.22,85.06,3.16,0.66,0.69,0.91,0.74
2011/5/9,9001,9111,9001,9063,9038.5,49.8,4.2,67.78,0.65,0.63,3283,1279,8999.2,9003.5,106302,117227,117662,90.72,86.2,4.53,0.71,0.7,1.11,0.81
2011/5/10,9063,9071,9026,9045,9054,35.81,3.02,76.1,0.61,0.61,1719,1503,9021.6,9010.6,72365,106305,114232,90.63,87.08,3.55,0.72,0.71,1.08,0.74
2011/5/11,9109,9116,9013,9020,9032.5,40.24,1.32,84.87,0.56,0.59,-834,585,9038.4,9015.8,111680,105041,111490,89.16,87.5,1.66,0.69,0.7,0.87,0.58
2011/5/12,8960,9068,8942,9028,9024,16.93,33.19,58.65,0.57,0.59,2007,1982,9034,9012.7,118596,102358,113868,84.94,86.99,-2.04,0.68,0.69,1.02,0.49
2011/5/13,9017,9063,9000,9029,9028.5,10.72,21.02,45.54,0.57,0.59,1405,2212,9037,9014.2,92203,100229,112387,81.77,85.94,-4.18,0.67,0.69,1.28,0.5
2011/5/16,8995,9026,8914,8926,8977.5,4.58,51.8,64.64,0.35,0.49,-3842,-510,9009.6,9004.4,116497,102268,109748,71.79,83.11,-11.33,0.53,0.64,1.28,0.06
2011/5/17,8900,8936,8847,8911,8918.5,2.43,62.83,78.6,0.33,0.48,-7422,-2379,8982.8,9002.2,114964,110788,108546,59.42,78.37,-18.95,0.44,0.57,1.57,0.24
2011/5/18,8915,8948,8896,8934,8922.5,9.75,40.56,69.92,0.4,0.5,-6567,352,8965.6,9002,49892,98430,101736,51.18,72.94,-21.75,0.4,0.51,1.65,0.39
2011/5/19,8960,9043,8838,8841,8887.5,36.7,10.69,62.4,0.27,0.42,-6570,-895,8928.2,8981.1,165229,107757,105058,41.18,66.58,-25.4,0.27,0.43,1.12,0.01
2011/5/20,8900,8915,8806,8817,8829,20.58,18.89,33.34,0.24,0.41,-5213,-2205,8885.8,8961.4,120448,113406,106818,28.72,59.01,-30.29,0.19,0.35,0.89,0.05
2011/5/23,8747,8771,8668,8734,8775.5,9.35,59.12,53.01,0.17,0.35,-5800,-2421,8847.4,8928.5,114280,112963,107615,9.7,49.15,-39.45,0.18,0.29,0.63,0.18
2011/5/24,8723,8767,8660,8763,8748.5,5.24,36.43,63.93,0.26,0.38,-7063,-1223,8817.8,8900.3,118395,113649,112218,-4.39,38.44,-42.83,0.2,0.26,0.67,0.27
2011/5/25,8745,8746,8650,8679,8721,2.72,23.15,71.45,0.19,0.33,-6448,-2486,8766.8,8866.2,127146,129100,113765,-19.36,26.88,-46.24,0.16,0.23,0.66,0.07
2011/5/26,8764,8796,8719,8785,8732,22.69,11.6,51.91,0.42,0.44,-5278,-1293,8755.6,8841.9,92683,114590,111174,-24.26,16.65,-40.91,0.22,0.23,0.52,0.51
2011/5/27,8773,8855,8768,8780,8782.5,41.92,6.66,62.25,0.42,0.43,-2823,-1282,8748.2,8817,112193,112939,113173,-25.87,8.15,-34.02,0.26,0.24,0.58,0.63
2011/5/30,8760,8827,8708,8816,8798,19.36,30.21,42.07,0.49,0.47,-849,-2143,8764.6,8806,109256,111935,112449,-27.15,1.09,-28.24,0.31,0.26,0.67,0.81
2011/5/31,8857,9034,8856,9018,8917,69.52,10.17,58.28,0.72,0.61,6506,869,8815.6,8816.7,125292,113314,113481,-12.71,-1.67,-11.04,0.52,0.35,0.97,0.96
2011/6/1,9023,9106,9008,9086,9052,70.99,6.37,70.91,0.76,0.64,8993,2050,8897,8831.9,107636,109412,119256,5.93,-0.15,6.08,0.67,0.45,1.06,0.95
2011/6/2,8980,9057,8976,9028,9057,38.61,16.73,55.22,0.66,0.59,7980,1246,8945.6,8850.6,93917,109659,112125,16.53,3.19,13.35,0.72,0.54,1.33,0.8
2011/6/3,9048,9078,8998,9070,9049,33.68,10.06,54.61,0.69,0.62,7397,3186,9003.6,8875.9,101667,107554,110247,27.19,7.99,19.2,0.79,0.62,1.51,0.91
2011/6/7,9032,9095,8973,9089,9079.5,15.19,15.78,28.26,0.71,0.63,6457,3659,9058.2,8911.4,114968,108696,110315,35.82,13.55,22.27,0.85,0.7,1.69,0.93
2011/6/8,9076,9087,9002,9030,9059.5,8.52,8.85,15.08,0.59,0.57,2910,1017,9060.6,8938.1,117846,107207,110260,40.24,18.89,21.35,0.83,0.74,1.56,0.43
2011/6/9,9011,9050,8994,9029,9029.5,5.45,10.82,24.05,0.59,0.57,974,-589,9049.2,8973.1,92879,104255,106834,42.31,23.58,18.74,0.82,0.77,2.05,0.46
2011/6/10,9068,9069,8811,8829,8929,1.26,57.04,59.87,0.32,0.43,-4451,-1560,9009.4,8977.5,181700,121812,115735,32.2,25.3,6.9,0.65,0.73,1.18,0.06
2011/6/13,8780,8805,8683,8743,8786,0.67,71.29,79,0.26,0.38,-3514,-2571,8944,8973.8,127284,126935,117245,12.67,22.78,-10.11,0.48,0.65,0.92,0.15
2011/6/14,8743,8848,8734,8845,8794,16.26,41.29,61.24,0.42,0.46,-3039,-2686,8895.2,8976.7,107819,125506,117101,3.16,18.85,-15.69,0.45,0.58,1.05,0.4
2011/6/15,8846,8877,8730,8839,8842,18.07,19.8,32.91,0.41,0.45,-9124,-1503,8857,8958.8,92941,120525,113866,-4.06,14.27,-18.33,0.43,0.53,0.67,0.4
2011/6/16,8559,8559,8481,8494,8666.5,5.11,55.48,58.02,0.2,0.31,-10796,-3612,8750,8899.6,122262,126401,115328,-34.74,4.47,-39.21,0.29,0.45,0.5,0.02
2011/6/17,8492,8543,8436,8462,8478,3.58,51.45,72.51,0.19,0.3,-11818,-4112,8676.6,8843,130140,116089,118951,-60.88,-8.6,-52.28,0.21,0.37,0.44,0.06
2011/6/20,8501,8525,8365,8399,8430.5,1.89,48.1,82.48,0.17,0.28,-10028,-4453,8607.8,8775.9,130364,116705,121820,-84.95,-23.87,-61.08,0.15,0.3,0.39,0.07
2011/6/21,8470,8485,8400,8465,8432,1.25,31.89,87.47,0.27,0.33,-13478,-4435,8531.8,8713.5,121966,119535,122520,-100.31,-39.16,-61.15,0.15,0.25,0.33,0.2
2011/6/22,8518,8524,8416,8442,8453.5,17.23,17.27,43.79,0.26,0.32,-12677,-3943,8452.4,8654.7,126011,126149,123337,-111.02,-53.53,-57.49,0.14,0.21,0.32,0.4
2011/6/23,8424,8475,8389,8397,8419.5,9.96,23.23,41.89,0.23,0.3,-15507,-4502,8433,8591.5,113345,124365,125383,-121.46,-67.12,-54.34,0.11,0.18,0.32,0.18
2011/6/24,8420,8432,8365,8410,8403.5,6.01,28.23,53.39,0.26,0.31,-20762,-4056,8422.6,8549.6,98878,118113,117101,-129.07,-79.51,-49.56,0.1,0.15,0.42,0.28
2011/6/27,8310,8373,8260,8335,8372.5,2.16,54.95,72.91,0.21,0.28,-20408,-3770,8409.8,8508.8,111300,114300,115503,-139.82,-91.57,-48.25,0.11,0.14,0.51,0.28
2011/6/28,8385,8396,8304,8310,8322.5,12.21,30.79,58.06,0.2,0.28,-19754,-4867,8378.8,8455.3,102001,110307,114921,-146.31,-102.52,-43.79,0.13,0.14,0.34,0.19
2011/6/29,8377,8486,8353,8470,8390,36.62,11.48,55.17,0.48,0.41,-15139,-2246,8384.4,8418.4,131299,111365,118757,-140.58,-110.13,-30.45,0.33,0.2,0.5,0.93
2011/6/30,8475,8528,8456,8505,8487.5,43.99,7.59,62.88,0.52,0.43,-13462,-2277,8406,8419.5,101913,109078,116722,-130.2,-114.14,-16.05,0.53,0.31,0.63,0.91
2011/7/1,8560,8615,8543,8572,8538.5,61.85,3.73,75.76,0.6,0.48,-9013,-368,8438.4,8430.5,97612,108825,113469,-114.44,-114.2,-0.23,0.64,0.42,0.68,0.88
2011/7/4,8631,8657,8598,8601,8586.5,56.37,2.09,84.31,0.63,0.5,-5696,229,8491.6,8450.7,81883,102942,108621,-97.69,-110.9,13.21,0.72,0.52,0.83,0.84
2011/7/5,8611,8631,8585,8629,8615,38.18,10.53,70.53,0.66,0.52,-1449,2323,8555.4,8467.1,71652,96872,103589,-83.12,-105.34,22.22,0.79,0.61,0.92,0.91
2011/7/6,8628,8713,8623,8690,8659.5,67.72,4.65,78.84,0.72,0.55,3204,3208,8599.4,8491.9,97258,90064,100714,-65.93,-97.46,31.53,0.84,0.69,1.41,0.91
2011/7/7,8690,8712,8665,8689,8689.5,42.78,2.94,82.99,0.72,0.55,1000,2890,8636.2,8521.1,75394,84760,96919,-50.94,-88.16,37.22,0.88,0.75,1.36,0.86
2011/7/8,8696,8768,8635,8643,8666,42.32,0.95,89.29,0.6,0.52,1180,2557,8650.4,8544.4,126154,90468,99647,-39.92,-78.51,38.59,0.83,0.78,1.51,0.32
2011/7/11,8603,8630,8573,8600,8621.5,24.73,37.37,54.82,0.51,0.48,-778,751,8650.2,8570.9,80816,90255,96598,-36.54,-70.12,33.57,0.75,0.77,1.5,0.14
2011/7/12,8511,8538,8412,8422,8511,7.65,70.71,67.65,0.29,0.37,-7574,-573,8608.8,8582.1,118005,99525,98199,-45.62,-65.22,19.59,0.51,0.68,1.46,0.03
2011/7/13,8431,8483,8410,8463,8442.5,4.98,46.98,74.24,0.37,0.41,-7156,181,8563.4,8581.4,102405,100555,95309,-51.72,-62.52,10.8,0.39,0.58,1.31,0.15
2011/7/14,8448,8506,8360,8481,8472,2.08,39.56,82.13,0.4,0.42,-8146,89,8521.8,8579,141282,113732,99246,-55.73,-61.16,5.43,0.36,0.51,1.1,0.3
2011/7/15,8472,8570,8451,8563,8522,27.27,20.29,48.4,0.54,0.49,-6826,1907,8505.8,8578.1,122482,112998,101733,-51.87,-59.3,7.43,0.4,0.47,1.19,0.75
2011/7/18,8507,8590,8469,8486,8524.5,21.92,10.19,42.47,0.43,0.44,-9112,-370,8483,8566.6,121453,121125,105690,-50.57,-57.56,6.99,0.37,0.44,1.31,0.55
2011/7/19,8500,8546,8487,8532,8509,14.68,6.82,39.5,0.5,0.47,-7947,-731,8505,8556.9,93884,116301,107913,-47.66,-55.58,7.92,0.39,0.42,1.42,0.75
2011/7/20,8620,8708,8611,8697,8614.5,65.72,2.32,66.34,0.68,0.58,-3460,1295,8551.8,8557.6,65843,108989,104772,-32.55,-50.97,18.42,0.53,0.46,1.41,0.97
2011/7/21,8637,8654,8615,8651,8674,40.7,1.44,79.76,0.6,0.54,-3323,2072,8585.8,8553.8,62981,93329,103531,-23.17,-45.41,22.24,0.64,0.52,1.41,0.78
2011/7/22,8703,8740,8682,8694,8672.5,66.01,0.79,88.7,0.65,0.57,-1467,2873,8612,8558.9,87397,86312,99655,-10.8,-38.49,27.69,0.72,0.58,1.47,0.83
2011/7/25,8650,8689,8586,8605,8649.5,31.46,46.9,54.2,0.51,0.51,-4902,2025,8635.8,8559.4,106089,83239,102182,-7.46,-32.28,24.82,0.69,0.62,1.38,0.47
2011/7/26,8636,8744,8628,8734,8669.5,36.11,19.98,41.48,0.64,0.58,-1584,2520,8676.2,8590.6,110674,86597,101449,2.32,-25.36,27.68,0.79,0.68,2.05,0.94
2011/7/27,8714,8772,8707,8761,8747.5,38.55,13,45.52,0.66,0.59,169,2920,8689,8620.4,84296,90287,99638,13.17,-17.66,30.82,0.85,0.73,2.17,0.94
2011/7/28,8695,8735,8660,8726,8743.5,18.48,30.46,34.99,0.61,0.57,-1429,3113,8704,8644.9,107531,99197,96263,18.45,-10.44,28.88,0.85,0.77,2.58,0.75
2011/7/29,8698,8726,8592,8610,8668,7.76,42.22,51.97,0.45,0.49,-7342,593,8687.2,8649.6,142948,110308,98310,16.21,-5.11,21.31,0.71,0.75,1.68,0.13
2011/8/1,8713,8728,8655,8682,8646,4.7,20.89,57.63,0.54,0.53,-11066,923,8702.6,8669.2,80934,105277,94258,18.44,-0.4,18.84,0.64,0.71,1.39,0.5
2011/8/2,8600,8607,8535,8573,8627.5,2.08,54.74,75.16,0.41,0.47,-13867,-940,8670.4,8673.3,103379,103818,95207,10.82,1.85,8.97,0.48,0.64,1.11,0.16
2011/8/3,8420,8455,8367,8436,8504.5,0.81,71.09,86.45,0.31,0.4,-14753,328,8605.4,8647.2,114269,109812,100050,-7.12,0.05,-7.17,0.38,0.55,0.87,0.19
2011/8/4,8430,8488,8278,8289,8362.5,0.36,55.18,92.57,0.23,0.34,-21376,309,8518,8611,144679,117242,108220,-28.07,-5.57,-22.5,0.26,0.45,0.75,0.02
2011/8/5,7820,7988,7736,7765,8027,0.09,87.08,96.18,0.11,0.22,-13785,-1651,8349,8518.1,205307,129714,120011,-85.85,-21.63,-64.22,0.18,0.36,0.88,0.03
2011/8/8,7742,7769,7260,7556,7660.5,0.04,90.8,98.05,0.09,0.19,-11339,-14537,8123.8,8413.2,266957,166918,136097,-152.33,-47.77,-104.56,0.19,0.3,0.52,0.22
2011/8/9,7230,7607,7091,7535,7545.5,0.02,59.47,98.99,0.09,0.19,-10744,-12811,7916.2,8293.3,279335,202109,152964,-210.12,-80.24,-129.88,0.21,0.27,0.69,0.32
2011/8/10,7597,7698,7581,7667,7601,14.21,44.35,75.23,0.22,0.26,-9001,-13452,7762.4,8183.9,172601,213776,161794,-236.16,-111.42,-124.73,0.26,0.27,0.72,0.41
2011/8/11,7554,7748,7461,7699,7683,7.5,43.15,72.82,0.26,0.28,-7254,-12465,7644.4,8081.2,221666,229173,173208,-253.98,-139.93,-114.05,0.3,0.28,0.81,0.68
2011/8/12,7740,7794,7564,7592,7645.5,12.88,24.56,52,0.22,0.26,-3072,-12761,7609.8,7979.4,176761,223464,176589,-266.35,-165.22,-101.13,0.31,0.29,0.79,0.71
2011/8/15,7723,7831,7712,7822,7707,14.11,12.96,28.13,0.43,0.37,1485,-9446,7663,7893.4,103243,190721,178820,-260.14,-184.2,-75.94,0.38,0.32,0.89,0.99
2011/8/16,7858,7877,7735,7772,7797,20.68,8.3,35.44,0.4,0.36,45,-12020,7710.4,7813.3,137667,162388,182249,-252.93,-197.94,-54.98,0.42,0.35,0.86,0.75
2011/8/17,7758,7824,7718,7754,7763,13.46,11,22.74,0.39,0.35,-3880,-3603,7727.8,7745.1,75512,142970,178373,-246.51,-207.66,-38.85,0.52,0.41,0.89,0.7
2011/8/18,7580,7584,7447,7498,7626,4.45,62.71,54.74,0.27,0.29,559,-4042,7687.6,7666,151918,129020,179097,-259.07,-217.94,-41.13,0.52,0.45,0.86,0.12
2011/8/19,7298,7355,7191,7197,7347.5,1.9,74.55,74.88,0.18,0.24,1387,-7963,7608.6,7609.2,161232,125914,174689,-287.64,-231.88,-55.76,0.39,0.43,0.76,0.01
2011/8/22,7197,7433,7160,7251,7224,15.36,36.94,58.08,0.23,0.26,-284,-9627,7494.4,7578.7,205715,146409,168565,-303.65,-246.23,-57.42,0.3,0.39,1.39,0.13
2011/8/23,7301,7543,7297,7504,7377.5,26.94,17.77,39.3,0.43,0.38,-2852,-6519,7440.8,7575.6,167685,152412,157400,-297.72,-256.53,-41.19,0.36,0.38,1.46,0.52
2011/8/24,7530,7550,7340,7422,7463,16.85,10.17,32,0.39,0.36,-2168,-5347,7374.4,7551.1,194902,176290,159630,-291.96,-263.62,-28.34,0.36,0.37,1.09,0.62
2011/8/25,7543,7559,7346,7360,7391,10.99,5.45,32.85,0.36,0.34,-3077,-6054,7346.8,7517.2,150403,175987,152504,-286.29,-268.15,-18.14,0.34,0.36,0.81,0.5
2011/8/26,7399,7491,7354,7444,7402,6.88,3.41,33.27,0.43,0.38,-1712,-7035,7396.2,7502.4,156042,174949,150432,-276.43,-269.81,-6.62,0.36,0.36,0.97,0.71
2011/8/29,7470,7610,7440,7529,7486.5,37.26,1.77,62.1,0.5,0.42,-3864,-4932,7451.8,7473.1,135925,160991,153700,-258.07,-267.46,9.39,0.42,0.38,0.98,0.74
2011/8/30,7600,7632,7548,7601,7565,31.4,1.12,77.62,0.56,0.45,1930,-3509,7471.2,7456,119935,151441,151927,-235.29,-261.03,25.74,0.59,0.45,1.08,0.89
2011/8/31,7617,7714,7556,7707,7654,42.28,0.52,87.58,0.63,0.49,3853,-3260,7528.2,7451.3,130191,138499,157395,-208.73,-250.57,41.83,0.72,0.54,1.09,0.98
2011/9/1,7750,7849,7681,7699,7703,62.47,0.25,93.4,0.62,0.48,5313,-4420,7596,7471.4,155565,139532,157760,-180.68,-236.59,55.91,0.74,0.61,1.3,0.7
2011/9/2,7725,7745,7651,7713,7706,39.21,12.04,73.21,0.63,0.49,3541,-4776,7649.8,7523,121592,132642,153796,-158.76,-221.02,62.26,0.75,0.66,1.31,0.67
2011/9/5,7550,7560,7467,7477,7595,13.3,53.51,66.7,0.4,0.4,5077,-5324,7639.4,7545.6,121816,129820,145406,-156.55,-208.13,51.58,0.59,0.63,0.95,0.03
2011/9/6,7404,7488,7313,7336,7406.5,6.85,70.23,74.46,0.31,0.36,3723,-7028,7586.4,7528.8,171327,140098,145770,-163.16,-199.14,35.97,0.41,0.56,0.68,0.04
2011/9/7,7460,7538,7412,7535,7435.5,16.3,33.15,54.26,0.49,0.45,4454,-2866,7552,7540.1,120586,138177,138338,-155.58,-190.42,34.85,0.41,0.51,0.89,0.41
2011/9/8,7565,7598,7477,7547,7541,29.2,20.3,36.12,0.5,0.45,5117,-3044,7521.6,7558.8,140152,135095,137313,-144.89,-181.32,36.43,0.42,0.48,1.07,0.54
2011/9/9,7553,7654,7510,7602,7574.5,33.85,10.56,44.28,0.55,0.48,6992,-2561,7499.4,7574.6,153559,141488,137065,-130.89,-171.23,40.34,0.46,0.47,1.09,0.85
2011/9/13,7502,7538,7335,7369,7485.5,12.18,45.76,51.12,0.37,0.4,4382,-4365,7477.8,7558.6,131549,143435,136627,-133.53,-163.69,30.16,0.34,0.43,0.76,0.16
2011/9/14,7398,7462,7160,7193,7281,4.97,52.97,66.97,0.29,0.35,5431,-6783,7449.2,7517.8,182435,145656,142877,-146.11,-160.18,14.07,0.24,0.37,0.65,0.07
2011/9/15,7360,7450,7324,7405,7299,2.48,26.39,74.9,0.46,0.44,7836,-3366,7423.2,7487.6,155904,152720,145449,-142.81,-156.7,13.9,0.3,0.34,0.66,0.5
2011/9/16,7514,7628,7507,7608,7506.5,38.48,14.11,60.62,0.58,0.51,11652,-768,7435.4,7478.5,138633,152416,143755,-123.3,-150.02,26.72,0.5,0.4,0.72,0.91
2011/9/19,7580,7583,7455,7477,7542.5,23.48,21.86,32.1,0.5,0.47,6705,-4376,7410.4,7454.9,114574,144619,143054,-113.77,-142.77,29,0.55,0.45,0.66,0.68
2011/9/20,7444,7566,7369,7486,7481.5,11.72,32.78,39.71,0.5,0.47,6429,-3913,7433.8,7455.8,174940,153297,148366,-106.7,-135.55,28.86,0.59,0.49,0.79,0.7
2011/9/21,7508,7591,7453,7537,7511.5,14.36,19.26,27.15,0.54,0.49,4779,-2104,7502.6,7475.9,75042,131819,138737,-95.73,-127.59,31.86,0.65,0.54,0.82,0.7
2011/9/22,7362,7370,7250,7275,7406,5.29,51.78,54.31,0.37,0.41,2794,-3260,7476.6,7449.9,125657,125769,139245,-104.96,-123.06,18.1,0.51,0.53,0.69,0.07
2011/9/23,7037,7104,6972,7048,7161.5,2.27,74.62,74.21,0.28,0.35,-752,-3390,7364.6,7400,153477,128738,140577,-130.9,-124.63,-6.27,0.38,0.48,0.75,0.12
2011/9/26,7036,7048,6855,6882,6965,1.31,68.72,85.23,0.23,0.32,1292,-3514,7245.6,7328,156897,137203,140911,-159.8,-131.66,-28.13,0.26,0.41,0.56,0.04
2011/9/27,7038,7135,7030,7129,7005.5,18.67,32.65,56.24,0.41,0.41,5236,-2488,7174.2,7304,122939,126802,140050,-165.54,-138.44,-27.1,0.29,0.37,0.73,0.37
2011/9/28,7187,7196,7067,7102,7115.5,28.65,21.27,35.51,0.4,0.41,4652,-2563,7087.2,7294.9,126295,137053,134436,-167.28,-144.21,-23.07,0.3,0.35,0.77,0.48
2011/9/29,7041,7208,7023,7181,7141.5,14.32,22.53,28.88,0.46,0.43,6952,-2244,7068.4,7272.5,134365,138795,132282,-164.22,-148.21,-16.01,0.35,0.35,0.89,0.92
2011/9/30,7182,7230,7131,7181,7181,17.08,14.67,18.23,0.46,0.43,7043,-2842,7095,7229.8,124694,133038,130888,-157.36,-150.04,-7.32,0.38,0.36,0.76,0.87
2011/10/3,7029,7085,6959,7017,7099,6.66,52.98,47.94,0.36,0.39,9583,-2813,7122,7183.8,114630,124585,130894,-163.05,-152.64,-10.41,0.33,0.35,0.89,0.21
2011/10/4,6871,7098,6871,7090,7053.5,2.96,45.09,67.8,0.43,0.42,10644,-2208,7114.2,7144.2,146791,129355,128079,-164.24,-154.96,-9.28,0.37,0.36,1.14,0.61
2011/10/5,7058,7087,6973,6988,7039,1.89,28.68,77.73,0.36,0.39,2744,-3719,7091.4,7089.3,110451,126186,131620,-165.55,-157.08,-8.47,0.36,0.36,1.01,0.33
