Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9
2009/2/2,4199,4199,4106,4159,4272.6,4337.1,4431.35,4448.15,50688,43286,63501,-72.36,-39.96,-32.4,0.22,0.25,0.28,0.37,0.12
2009/2/3,4168,4328,4161,4277,4259,4322.5,4426.35,4438.8,77589,51148,61943,-72.48,-46.46,-26.02,0.27,0.26,0.45,0.44,0.38
2009/2/4,4327,4375,4285,4352,4257.6,4306,4424.55,4428.17,68218,55086,59458,-65.35,-50.24,-15.11,0.47,0.33,0.53,0.48,0.85
2009/2/5,4315,4389,4269,4271,4263.4,4282.2,4410,4416.32,82296,62862,59562,-62.29,-52.65,-9.64,0.5,0.38,0.45,0.44,0.57
2009/2/6,4362,4479,4356,4439,4299.6,4302.6,4404.55,4408.63,94505,74659,61573,-48.95,-51.91,2.96,0.63,0.47,0.61,0.53,0.89
2009/2/9,4500,4522,4425,4454,4358.6,4315.6,4393.8,4406.92,71142,78750,61018,-35.11,-48.55,13.44,0.7,0.54,0.62,0.54,0.84
2009/2/10,4456,4499,4435,4497,4402.6,4330.8,4383.45,4404.7,60156,75263,63206,-22.41,-43.32,20.91,0.78,0.62,0.66,0.56,0.94
2009/2/11,4385,4578,4372,4553,4442.8,4350.2,4373.35,4403.35,90722,79764,67425,-9.65,-36.59,26.94,0.84,0.69,0.7,0.58,0.95
2009/2/12,4520,4564,4398,4443,4477.2,4370.3,4372.75,4402.78,112010,85707,74285,-3.69,-30.01,26.31,0.8,0.73,0.54,0.52,0.71
2009/2/13,4459,4590,4451,4568,4503,4401.3,4380.05,4403.55,104666,87739,81199,7.58,-22.49,30.07,0.85,0.77,0.65,0.58,0.95
2009/2/16,4569,4588,4534,4570,4526.2,4442.4,4389.75,4408.38,64270,86365,82557,18.02,-14.39,32.41,0.88,0.8,0.65,0.58,0.94
2009/2/17,4521,4559,4437,4492,4525.2,4463.9,4393.2,4410.25,80444,90422,82843,20.37,-7.44,27.8,0.82,0.81,0.53,0.53,0.69
2009/2/18,4455,4519,4426,4514,4517.4,4480.1,4393.05,4412.82,43145,80907,80336,21.83,-1.58,23.42,0.77,0.8,0.56,0.54,0.68
2009/2/19,4411,4524,4334,4471,4523,4500.1,4391.15,4416.58,118683,82242,83974,19.29,2.59,16.7,0.69,0.76,0.5,0.51,0.54
2009/2/20,4405,4453,4345,4365,4482.4,4492.7,4397.65,4418.28,105134,82335,85037,11.65,4.4,7.25,0.5,0.67,0.37,0.45,0.12
2009/2/23,4332,4433,4296,4427,4453.8,4490,4402.8,4427.03,102515,89984,88175,6.62,4.85,1.78,0.48,0.61,0.46,0.49,0.45
2009/2/24,4327,4395,4313,4380,4431.4,4478.3,4404.55,4431.38,83683,90632,90527,0.32,3.94,-3.62,0.42,0.55,0.41,0.46,0.29
2009/2/25,4435,4520,4408,4468,4422.2,4469.8,4410,4438.38,104986,103000,91954,3.28,3.81,-0.53,0.47,0.52,0.54,0.52,0.59
2009/2/26,4520,4538,4440,4478,4423.6,4473.3,4421.8,4443.05,89413,97146,89694,6.95,4.44,2.51,0.52,0.52,0.55,0.52,0.62
2009/2/27,4472,4528,4452,4512,4453,4467.7,4434.5,4448.15,73628,90845,86590,11.14,5.78,5.37,0.62,0.56,0.6,0.55,0.82
2009/3/2,4422,4459,4303,4330,4433.6,4443.7,4443.05,4446.52,101175,90577,90281,2.7,5.16,-2.46,0.46,0.52,0.36,0.43,0.14
2009/3/3,4270,4377,4238,4367,4431,4431.2,4447.55,4444.98,103908,94622,92627,-5.41,3.05,-8.45,0.45,0.5,0.41,0.46,0.43
2009/3/4,4336,4516,4322,4512,4439.8,4431,4455.55,4445.17,109654,95556,99278,-1.46,2.15,-3.61,0.61,0.54,0.59,0.54,0.91
2009/3/5,4541,4646,4539,4597,4463.6,4443.6,4471.85,4451.28,120108,101695,99420,11.95,4.11,7.85,0.7,0.59,0.66,0.58,0.88
2009/3/6,4550,4638,4540,4630,4487.2,4470.1,4481.4,4458.63,109029,108775,99810,23.5,7.99,15.52,0.78,0.65,0.68,0.6,0.96
2009/3/9,4672,4675,4543,4623,4545.8,4489.7,4489.85,4466.65,93646,107269,98923,32.8,12.95,19.85,0.82,0.71,0.67,0.6,0.88
2009/3/10,4601,4669,4567,4655,4603.4,4517.2,4497.75,4474.58,91575,104802,99712,41.35,18.63,22.72,0.86,0.76,0.7,0.61,0.95
2009/3/11,4775,4785,4715,4758,4652.6,4546.2,4508,4479.37,76468,98165,96860,56.95,26.3,30.66,0.89,0.8,0.78,0.66,0.95
2009/3/12,4752,4779,4724,4748,4682.8,4573.2,4523.25,4484.15,62705,86685,94190,68.19,34.67,33.51,0.91,0.84,0.76,0.65,0.93
2009/3/13,4820,4942,4813,4900,4736.8,4612,4539.85,4487.67,96063,84091,96433,87.3,45.2,42.1,0.92,0.86,0.84,0.71,0.94
2009/3/16,4938,4985,4907,4962,4804.6,4675.2,4559.45,4492.55,75400,80442,93856,106.48,57.46,49.03,0.93,0.89,0.87,0.73,0.97
2009/3/17,4966,5070,4946,5057,4885,4744.2,4587.7,4503.12,87165,79560,92181,126.56,71.28,55.29,0.95,0.91,0.89,0.76,0.98
2009/3/18,5082,5096,5024,5067,4946.8,4799.7,4615.35,4510.78,56463,75559,86862,143.33,85.69,57.64,0.95,0.92,0.9,0.77,0.95
2009/3/19,5045,5105,4975,4980,4993.2,4838,4640.8,4517.3,105739,84166,85425,150.56,98.66,51.9,0.89,0.91,0.7,0.69,0.78
2009/3/20,5006,5040,4922,4950,5003.2,4870,4670.05,4522.02,106367,86227,85159,150.96,109.12,41.84,0.83,0.88,0.65,0.66,0.71
2009/3/23,5032,5132,4991,5128,5036.4,4920.5,4705.1,4529.2,95367,90220,85331,159.86,119.27,40.59,0.88,0.88,0.78,0.73,0.99
2009/3/24,5201,5270,5188,5259,5076.8,4980.9,4749.05,4538.85,99448,92677,86119,176.92,130.8,46.12,0.92,0.89,0.83,0.76,0.98
2009/3/25,5254,5389,5232,5359,5135.2,5041,4793.6,4552.72,114159,104216,89888,195.51,143.74,51.77,0.93,0.91,0.86,0.79,0.95
2009/3/26,5349,5434,5317,5385,5216.2,5104.7,4838.95,4569.97,130866,109241,96704,211.48,157.29,54.19,0.92,0.91,0.87,0.79,0.91
2009/3/27,5434,5454,5336,5356,5297.4,5150.3,4881.15,4586.28,110141,109996,98112,221.2,170.07,51.13,0.89,0.9,0.81,0.77,0.82
2009/3/30,5346,5360,5143,5179,5307.6,5172,4923.6,4599.33,111477,113218,101719,213.51,178.76,34.75,0.75,0.85,0.54,0.63,0.48
2009/3/31,5225,5295,5175,5199,5295.6,5186.2,4965.2,4613.03,105619,114452,103565,205.19,184.04,21.15,0.67,0.79,0.56,0.64,0.52
2009/4/1,5228,5344,5222,5314,5286.6,5210.9,5005.3,4628.47,135768,118774,111495,202.84,187.8,15.03,0.7,0.76,0.66,0.68,0.74
2009/4/2,5400,5517,5400,5512,5312,5264.1,5051.05,4644.3,115802,115761,112501,213.58,192.96,20.62,0.79,0.77,0.77,0.74,0.99
2009/4/3,5562,5567,5475,5511,5343,5320.2,5095.1,4660.35,103093,114352,112174,222.01,198.77,23.24,0.82,0.79,0.77,0.74,0.87
2009/4/6,5560,5619,5493,5526,5412.4,5360,5140.25,4674.63,104797,113016,113117,228.09,204.63,23.45,0.81,0.8,0.78,0.74,0.8
2009/4/7,5503,5587,5464,5584,5489.4,5392.5,5186.7,4689.3,97719,111436,112944,231.34,209.97,21.37,0.85,0.81,0.81,0.76,0.93
2009/4/8,5501,5583,5416,5459,5518.4,5402.5,5221.75,4701.03,134258,111134,114954,225.23,213.03,12.21,0.79,0.81,0.6,0.66,0.66
2009/4/9,5538,5718,5525,5712,5558.4,5435.2,5269.95,4721.98,112212,110416,113089,232.84,216.99,15.85,0.86,0.82,0.75,0.74,0.99
2009/4/10,5762,5830,5696,5826,5621.4,5482.2,5316.25,4745.38,125751,114947,114650,246.33,222.86,23.48,0.9,0.85,0.8,0.76,0.99
2009/4/13,5835,5876,5786,5846,5685.4,5548.9,5360.45,4769.88,106059,115200,114108,257.61,229.81,27.8,0.92,0.87,0.8,0.77,0.95
2009/4/14,5825,5901,5785,5858,5740.2,5614.8,5400.5,4793.8,101268,115910,113673,264.47,236.74,27.73,0.92,0.89,0.81,0.77,0.91
2009/4/15,5858,5895,5782,5860,5820.4,5669.4,5440.15,4816.18,56747,100407,105771,266.72,242.74,23.99,0.92,0.9,0.81,0.77,0.92
2009/4/16,5999,6047,5950,5997,5877.4,5717.9,5491,4840.98,112920,100549,105482,277.3,249.65,27.65,0.92,0.9,0.86,0.8,0.92
2009/4/17,6046,6060,5684,5776,5867.4,5744.4,5532.3,4866.67,149893,105377,110162,268.57,253.43,15.13,0.8,0.87,0.56,0.64,0.56
2009/4/20,5772,5815,5668,5767,5851.6,5768.5,5564.25,4890.72,128609,109887,112544,253.1,253.37,-0.27,0.71,0.82,0.55,0.64,0.55
2009/4/21,5667,5899,5654,5891,5858.2,5799.2,5595.85,4916.48,131984,116031,115970,244.44,251.58,-7.14,0.7,0.78,0.65,0.68,0.68
2009/4/22,5865,5928,5833,5847,5855.6,5838,5620.25,4941.28,115853,127852,114130,237.26,248.72,-11.46,0.63,0.73,0.59,0.65,0.48
2009/4/23,5870,5906,5755,5899,5836,5856.7,5645.95,4968.9,138403,132948,116749,229.01,244.77,-15.76,0.62,0.69,0.63,0.67,0.6
2009/4/24,5915,5998,5791,5903,5861.4,5864.4,5673.3,4996.32,146115,132193,118785,222.65,240.35,-17.7,0.62,0.67,0.64,0.67,0.61
2009/4/27,5930,5950,5676,5706,5849.2,5850.4,5699.65,5022.1,147666,136004,122946,204.02,233.08,-29.06,0.45,0.6,0.4,0.54,0.13
2009/4/28,5766,5784,5576,5582,5787.4,5822.8,5718.8,5043.85,159400,141487,128759,176.85,221.84,-44.99,0.31,0.5,0.31,0.48,0.01
2009/4/29,5648,5664,5584,5622,5742.4,5799,5734.2,5065.02,109574,140232,134042,152.91,208.05,-55.14,0.24,0.41,0.37,0.5,0.1
2009/4/30,6015,6015,5995,6015,5765.6,5800.8,5759.35,5094.08,29279,118407,125678,163.28,199.1,-35.82,0.49,0.44,0.67,0.65,1
2009/5/4,6363,6436,6301,6436,5872.2,5866.8,5805.6,5127.37,39606,97105,114649,200.84,199.45,1.39,0.66,0.51,0.8,0.74,1
2009/5/5,6637,6720,6426,6540,6039,5944.1,5856.3,5162.13,155017,98575,117290,240.28,207.61,32.67,0.72,0.58,0.82,0.76,0.84
2009/5/6,6510,6585,6412,6540,6230.6,6009,5904.1,5196.18,119634,90622,116055,265.47,219.18,46.29,0.76,0.64,0.82,0.76,0.84
2009/5/7,6606,6630,6446,6611,6428.4,6085.4,5961.7,5230.48,109116,90530,115381,286.59,232.66,53.92,0.81,0.7,0.83,0.77,0.9
2009/5/8,6570,6598,6506,6572,6539.8,6152.7,6004.7,5265.97,93272,103329,110868,298.87,245.91,52.96,0.83,0.74,0.79,0.75,0.87
2009/5/11,6549,6697,6522,6597,6572,6222.1,6043.25,5299.78,100228,115453,106279,308.38,258.4,49.98,0.85,0.78,0.8,0.75,0.89
2009/5/12,6562,6586,6385,6446,6553.2,6296.1,6073.25,5331.05,125215,109493,104034,301.34,266.99,34.36,0.82,0.79,0.61,0.66,0.76
2009/5/13,6454,6499,6420,6469,6539,6384.8,6103.8,5364,81204,101807,96215,292.28,272.05,20.23,0.76,0.78,0.63,0.67,0.65
2009/5/14,6355,6419,6315,6322,6481.2,6454.8,6126.9,5394.13,90054,97995,94263,272.29,272.1,0.2,0.53,0.7,0.48,0.59,0.05
2009/5/15,6372,6509,6356,6475,6461.8,6500.8,6150.8,5427.53,97643,98869,101099,262.25,270.13,-7.88,0.48,0.63,0.6,0.64,0.4
2009/5/18,6424,6573,6402,6562,6454.8,6513.4,6190.1,5464.15,103280,99479,107466,257.05,267.51,-10.46,0.54,0.6,0.65,0.66,0.65
2009/5/19,6715,6804,6623,6690,6503.6,6528.4,6236.25,5501.87,103465,95129,102311,264.17,266.84,-2.67,0.61,0.6,0.72,0.7,0.77
2009/5/20,6710,6745,6585,6697,6549.2,6544.1,6276.55,5540.48,76993,94287,98047,265.08,266.49,-1.41,0.67,0.62,0.72,0.7,0.78
2009/5/21,6629,6695,6605,6670,6618.8,6550,6317.7,5577.18,91016,94479,96237,261.1,265.41,-4.31,0.69,0.65,0.68,0.68,0.73
2009/5/22,6605,6732,6595,6690,6661.8,6561.8,6357.25,5614.05,90225,92996,95932,256.34,263.6,-7.26,0.71,0.67,0.7,0.69,0.77
2009/5/25,6751,6837,6647,6724,6694.2,6574.5,6398.3,5650.92,109495,94239,96859,254.18,261.72,-7.53,0.74,0.69,0.72,0.7,0.78
2009/5/26,6700,6761,6633,6646,6685.4,6594.5,6445.3,5689.52,94233,92392,93761,244.69,258.31,-13.63,0.7,0.7,0.58,0.64,0.63
2009/5/27,6720,6997,6699,6931,6732.2,6640.7,6512.75,5732.25,115296,100053,97170,251.85,257.02,-5.17,0.77,0.72,0.77,0.73,0.9
2009/6/1,6980,7010,6900,6957,6789.6,6704.2,6579.5,5773,76090,97068,95774,259.89,257.59,2.3,0.82,0.75,0.79,0.73,0.91
2009/6/2,7037,7050,6864,6918,6835.2,6748.5,6624.65,5811.68,92034,97430,95213,261.76,258.43,3.33,0.78,0.76,0.72,0.71,0.72
2009/6/3,6928,6933,6842,6897,6869.8,6782,6647.7,5849.47,80134,91557,92898,256.63,258.07,-1.44,0.75,0.76,0.69,0.69,0.67
2009/6/4,6860,6897,6696,6785,6897.6,6791.5,6659.95,5885.5,112875,95286,93839,241.59,254.77,-13.18,0.64,0.72,0.53,0.62,0.42
2009/6/5,6811,6827,6735,6792,6869.8,6801,6672.55,5921.12,74420,87111,93582,226.71,249.16,-22.45,0.57,0.67,0.53,0.62,0.43
2009/6/6,6777,6853,6775,6832,6844.8,6817.2,6683.6,5955.68,39196,79732,88400,215.38,242.4,-27.02,0.54,0.62,0.58,0.64,0.48
2009/6/8,6865,6884,6612,6645,6790.2,6812.7,6687.25,5987.3,98319,80989,89209,193.96,232.71,-38.75,0.38,0.54,0.36,0.52,0.08
2009/6/9,6668,6668,6390,6414,6693.6,6781.7,6678.1,6012.53,120934,89149,90353,157.02,217.58,-60.56,0.27,0.45,0.23,0.42,0.04
2009/6/10,6458,6504,6385,6460,6628.6,6763.1,6678.8,6037.5,91260,84826,90056,124.75,199.01,-74.26,0.22,0.37,0.29,0.44,0.11
2009/6/11,6490,6545,6335,6517,6573.6,6721.7,6681.2,6061.83,122668,94475,90793,100.14,179.24,-79.09,0.23,0.33,0.37,0.47,0.25
2009/6/12,6530,6558,6411,6442,6495.6,6670.2,6687.2,6084.75,104854,107607,93669,78.51,159.09,-80.59,0.21,0.29,0.32,0.44,0.18
2009/6/15,6390,6390,6174,6208,6408.2,6599.2,6673.85,6105.22,115650,111073,96031,43.25,135.92,-92.67,0.16,0.24,0.21,0.35,0.05
2009/6/16,6173,6251,6133,6208,6367,6530.3,6656.15,6126.18,98988,106684,97916,11.54,111.05,-99.5,0.14,0.21,0.21,0.35,0.1
2009/6/17,6218,6294,6195,6203,6315.6,6472.1,6631.8,6144.1,61618,100756,92791,-11.54,86.53,-98.07,0.12,0.18,0.2,0.35,0.09
2009/6/18,6130,6205,5994,6084,6229,6401.3,6601.15,6157.85,124089,101040,97758,-40.02,61.22,-101.24,0.12,0.16,0.16,0.31,0.1
2009/6/19,6090,6150,6045,6138,6168.2,6331.9,6574.55,6170.83,91410,98351,102979,-59.8,37.02,-96.82,0.15,0.16,0.25,0.35,0.21
2009/6/22,6137,6264,6075,6209,6168.4,6288.3,6550.5,6184.57,96798,94581,102827,-68.91,15.83,-84.74,0.23,0.18,0.36,0.39,0.38
2009/6/23,6088,6150,6059,6070,6140.8,6253.9,6517.8,6196.47,83086,91400,99042,-83.4,-4.02,-79.39,0.2,0.18,0.27,0.34,0.13
2009/6/24,6089,6494,6073,6306,6161.4,6238.5,6500.8,6215.25,143028,107682,104219,-77.26,-18.66,-58.59,0.31,0.23,0.52,0.47,0.55
2009/6/25,6306,6427,6295,6388,6222.2,6225.6,6473.65,6235.07,101697,103204,102122,-65.2,-27.97,-37.23,0.47,0.31,0.58,0.51,0.79
2009/6/26,6405,6432,6361,6388,6272.2,6220.2,6445.2,6252.97,76133,100148,99250,-53.59,-33.09,-20.49,0.58,0.4,0.58,0.51,0.79
2009/6/29,6415,6436,6305,6342,6298.8,6233.6,6416.4,6266.8,92593,99307,96944,-46.76,-35.83,-10.93,0.62,0.47,0.53,0.49,0.7
2009/6/30,6421,6450,6301,6384,6361.6,6251.2,6390.75,6281.35,97549,102200,96800,-38.99,-36.46,-2.53,0.67,0.54,0.57,0.51,0.78
2009/7/1,6414,6546,6361,6514,6403.2,6282.3,6377.2,6297.82,108188,95232,101457,-24.17,-34,9.83,0.76,0.61,0.68,0.57,0.94
2009/7/2,6525,6626,6517,6585,6442.6,6332.4,6366.85,6314.5,96176,94128,98666,-4.75,-28.15,23.4,0.82,0.68,0.73,0.6,0.93
2009/7/3,6547,6633,6520,6599,6484.8,6378.5,6355.2,6333.5,91558,97213,98681,11.28,-20.26,31.55,0.86,0.74,0.74,0.6,0.94
2009/7/6,6619,6631,6527,6588,6534,6416.4,6352.35,6348.1,90726,96839,98073,23.38,-11.54,34.91,0.88,0.79,0.71,0.6,0.92
2009/7/7,6588,6710,6578,6662,6589.6,6475.6,6364.75,6362.03,97559,96841,99521,38.13,-1.6,39.73,0.88,0.82,0.77,0.63,0.88
2009/7/8,6621,6637,6558,6625,6611.8,6507.5,6373,6375.02,92427,93689,94461,45.92,7.9,38.02,0.85,0.83,0.69,0.6,0.79
2009/7/9,6627,6778,6625,6722,6639.2,6540.9,6383.25,6389.42,101366,94727,94428,59.52,18.23,41.3,0.86,0.84,0.77,0.65,0.88
2009/7/10,6735,6755,6676,6753,6670,6577.4,6398.8,6404.3,73581,91132,94172,71.29,28.84,42.45,0.89,0.86,0.79,0.66,0.95
2009/7/13,6739,6765,6443,6476,6647.6,6590.8,6412.2,6412.28,118983,96783,96811,64.21,35.91,28.29,0.69,0.8,0.41,0.48,0.28
2009/7/14,6540,6609,6507,6578,6630.8,6610.2,6430.7,6425.65,74525,92176,94509,60.16,40.76,19.4,0.59,0.73,0.51,0.53,0.4
2009/7/15,6630,6782,6625,6762,6658.2,6635,6458.65,6442.23,65479,86787,90238,69.44,46.5,22.94,0.71,0.72,0.65,0.61,0.94
2009/7/16,6748,6785,6661,6705,6654.8,6647,6489.7,6455.8,90123,84538,89633,74.43,52.08,22.34,0.73,0.72,0.59,0.58,0.77
2009/7/17,6736,6802,6700,6760,6656.2,6663.1,6520.8,6471.02,79822,85786,88459,80.8,57.83,22.97,0.78,0.74,0.63,0.6,0.88
2009/7/20,6839,6884,6758,6860,6733,6690.3,6553.35,6487.03,86215,79233,88008,91.65,64.59,27.06,0.83,0.77,0.69,0.64,0.95
2009/7/21,6900,6912,6795,6877,6792.8,6711.8,6593.7,6503.27,91335,82595,87386,101.08,71.89,29.19,0.86,0.8,0.7,0.64,0.93
2009/7/22,6870,6959,6847,6890,6818.4,6738.3,6622.9,6523,93603,88220,87503,109.81,79.47,30.34,0.87,0.82,0.71,0.65,0.87
2009/7/23,6873,6955,6818,6879,6853.2,6754,6647.45,6544.62,94591,89113,86826,114.3,86.44,27.86,0.86,0.84,0.69,0.64,0.85
2009/7/24,6950,6963,6875,6897,6880.6,6768.4,6672.9,6565.87,75387,88226,87006,118.53,92.86,25.67,0.86,0.84,0.71,0.65,0.86
2009/7/27,6950,7010,6896,6967,6902,6817.5,6704.15,6581.73,79395,86862,83048,124.64,99.21,25.43,0.87,0.85,0.77,0.68,0.89
2009/7/28,6962,7088,6951,7078,6942.2,6867.5,6738.85,6592.43,82604,85116,83855,135.09,106.39,28.7,0.9,0.87,0.83,0.72,0.98
2009/7/29,7099,7132,7021,7037,6971.6,6895,6765,6600.72,86736,83743,85981,142.37,113.59,28.79,0.86,0.87,0.74,0.68,0.78
2009/7/30,7025,7043,6870,6962,6988.2,6920.7,6783.85,6607.75,103155,85455,87284,138.68,118.61,20.08,0.76,0.83,0.6,0.62,0.55
2009/7/31,7009,7083,6955,7032,7015.2,6947.9,6805.5,6614.77,94020,89182,88704,139.49,122.78,16.71,0.74,0.8,0.67,0.65,0.7
2009/8/3,7024,7028,6907,6982,7018.2,6960.1,6825.2,6621.6,92249,91753,89308,134.49,125.12,9.37,0.67,0.76,0.58,0.61,0.52
2009/8/4,7056,7070,6821,6881,6978.8,6960.5,6836.15,6626.33,121426,99517,92317,124.13,124.93,-0.79,0.51,0.67,0.44,0.54,0.2
2009/8/5,6882,6948,6749,6769,6925.2,6948.4,6843.35,6631.72,115712,105312,94528,106.27,121.19,-14.93,0.36,0.57,0.33,0.47,0.05
2009/8/6,6799,6833,6702,6799,6892.6,6940.4,6847.2,6637.22,116053,107892,96674,89.02,114.76,-25.74,0.31,0.48,0.38,0.49,0.23
2009/8/10,6820,6854,6733,6815,6849.2,6932.2,6850.3,6645.43,86706,106429,97806,76.17,107.04,-30.87,0.3,0.42,0.41,0.5,0.26
2009/8/11,6818,6895,6755,6888,6830.4,6924.3,6870.9,6652.32,88732,105726,98739,69.41,99.52,-30.11,0.34,0.4,0.52,0.55,0.43
2009/8/12,6849,6898,6815,6840,6822.2,6900.5,6884,6656.95,83259,98092,98805,62.66,92.14,-29.49,0.35,0.38,0.45,0.51,0.36
2009/8/13,6865,7031,6862,7012,6870.8,6898,6896.5,6662.32,101571,95264,100288,67.1,87.14,-20.03,0.5,0.42,0.65,0.61,0.81
2009/8/14,7049,7112,7020,7061,6923.2,6907.9,6914.3,6668.38,79246,87903,97897,76.54,85.02,-8.47,0.63,0.49,0.69,0.63,0.88
2009/8/17,7010,7034,6899,6915,6943.2,6896.2,6922.05,6672.47,92293,89020,97725,73.28,82.67,-9.39,0.59,0.52,0.5,0.53,0.52
2009/8/18,6900,6908,6723,6816,6928.8,6879.6,6919.85,6674.57,114520,94178,99952,59.91,78.12,-18.21,0.49,0.51,0.4,0.48,0.28
2009/8/19,6824,6844,6786,6795,6919.8,6871,6915.75,6675.75,46194,86765,92429,47.9,72.07,-24.18,0.4,0.47,0.38,0.47,0.23
2009/8/20,6722,6733,6590,6691,6855.6,6863.2,6905.8,6676.5,107256,87902,91583,27.67,63.19,-35.52,0.33,0.43,0.3,0.41,0.19
2009/8/21,6700,6770,6553,6596,6762.6,6842.9,6891.65,6670.92,121630,96379,92141,7.72,52.1,-44.38,0.25,0.37,0.24,0.37,0.08
2009/8/24,6754,6835,6711,6807,6741,6842.1,6887.15,6668.42,96035,97127,93074,4.86,42.65,-37.79,0.32,0.35,0.5,0.5,0.45
2009/8/25,6798,6827,6742,6760,6729.8,6829.3,6876.8,6665.78,92967,92816,93497,1.15,34.35,-33.2,0.33,0.34,0.46,0.47,0.37
2009/8/26,6785,6802,6616,6700,6710.8,6815.3,6857.9,6662.5,129055,109389,98077,-7.18,26.04,-33.22,0.31,0.33,0.41,0.44,0.26
2009/8/27,6673,6727,6610,6645,6701.6,6778.6,6838.3,6660.17,108006,109539,98720,-17.43,17.35,-34.78,0.27,0.31,0.36,0.42,0.19
2009/8/28,6677,6810,6656,6755,6733.4,6748,6827.95,6659.55,108814,106975,101677,-18.3,10.22,-28.52,0.37,0.33,0.49,0.48,0.57
2009/8/31,6765,6808,6701,6757,6723.4,6732.2,6814.2,6658.3,95984,106965,102046,-17.83,4.61,-22.44,0.48,0.38,0.5,0.48,0.7
2009/9/1,6757,7034,6736,7024,6776.2,6753,6816.3,6664.62,126460,113664,103240,-1.41,3.41,-4.82,0.65,0.47,0.71,0.61,0.98
2009/9/2,6951,7049,6937,7025,6841.2,6776,6823.5,6674.8,107506,109354,109371,15.82,5.89,9.93,0.75,0.56,0.71,0.61,0.95
2009/9/3,7020,7123,6979,7091,6930.4,6816,6839.6,6685.32,112514,110256,109897,34.08,11.53,22.55,0.81,0.65,0.75,0.63,0.94
2009/9/4,7121,7169,7071,7152,7009.8,6871.6,6857.25,6695.9,97161,107925,107450,53.19,19.86,33.33,0.86,0.72,0.78,0.66,0.97
2009/9/7,7186,7227,7145,7219,7102.2,6912.8,6877.45,6708.85,81652,105059,106012,72.85,30.46,42.4,0.91,0.78,0.81,0.68,0.99
2009/9/8,7250,7367,7181,7316,7160.6,6968.4,6898.85,6727.32,124683,104703,109184,94.81,43.33,51.48,0.91,0.83,0.85,0.71,0.93
2009/9/9,7316,7344,7248,7256,7206.8,7024,6919.65,6744.78,86344,100471,104912,109.42,56.55,52.87,0.89,0.85,0.74,0.67,0.84
2009/9/10,7334,7758,7285,7361,7260.8,7095.6,6937.1,6764.08,161675,110303,110279,132.8,71.8,61,0.8,0.83,0.79,0.7,0.62
2009/9/11,7329,7370,7291,7353,7301,7155.4,6951.7,6785.23,68075,104486,106205,141.67,85.77,55.9,0.74,0.8,0.78,0.7,0.6
2009/9/14,7307,7344,7204,7254,7308,7205.1,6968.65,6803.83,96094,107374,106216,140.8,96.78,44.02,0.62,0.74,0.61,0.62,0.39
2009/9/15,7289,7385,7253,7356,7316,7238.3,6995.65,6822.95,81016,98641,101672,144.37,106.3,38.08,0.57,0.68,0.69,0.66,0.48
2009/9/16,7428,7460,7375,7445,7353.8,7280.3,7028.15,6845.87,57214,92815,96643,153.01,115.64,37.37,0.56,0.64,0.75,0.69,0.54
2009/9/17,7500,7517,7436,7467,7375,7317.9,7066.95,6865.22,98875,80255,95279,161.26,124.76,36.5,0.55,0.61,0.76,0.7,0.53
2009/9/18,7441,7502,7408,7467,7397.8,7349.4,7110.5,6883.2,73544,81349,92917,165.04,132.82,32.22,0.53,0.59,0.76,0.7,0.5
2009/9/21,7481,7556,7398,7464,7439.8,7373.9,7143.35,6901.13,93322,80794,94084,166.87,139.63,27.24,0.51,0.56,0.75,0.7,0.47
2009/9/22,7484,7506,7425,7456,7459.8,7387.9,7178.15,6919.7,67441,78079,88360,165.62,144.83,20.8,0.49,0.54,0.73,0.69,0.45
2009/9/23,7460,7520,7311,7351,7441,7397.4,7210.7,6935.82,122536,91144,91979,156.58,147.18,9.4,0.47,0.51,0.49,0.59,0.42
2009/9/24,7364,7375,7235,7298,7407.2,7391.1,7243.35,6948.88,99592,91287,85771,141.19,145.98,-4.79,0.4,0.48,0.41,0.55,0.27
2009/9/25,7250,7340,7235,7335,7380.8,7389.3,7272.35,6961.38,79541,92486,86918,128.29,142.44,-14.15,0.37,0.44,0.48,0.58,0.31
2009/9/28,7276,7327,7215,7281,7344.2,7392,7298.55,6972.75,81687,90159,85477,113.92,136.74,-22.82,0.31,0.4,0.4,0.53,0.19
2009/9/29,7330,7431,7328,7403,7333.6,7396.7,7317.5,6986.33,88224,94316,86198,110.56,131.5,-20.95,0.39,0.4,0.59,0.61,0.55
2009/9/30,7427,7515,7411,7489,7361.2,7401.1,7340.7,7000.12,86950,87199,89171,113.42,127.88,-14.47,0.53,0.44,0.68,0.65,0.8
2009/10/1,7538,7614,7455,7538,7409.2,7408.2,7363.05,7015.33,97532,86787,89037,119.18,126.14,-6.97,0.62,0.5,0.72,0.67,0.81
2009/10/2,7418,7450,7344,7358,7413.8,7397.3,7373.35,7025.93,89070,88693,90590,109.67,122.85,-13.18,0.53,0.51,0.46,0.54,0.36
2009/10/5,7358,7398,7326,7392,7436,7390.1,7382,7036.58,68716,86098,88129,100.92,118.46,-17.54,0.5,0.51,0.5,0.55,0.44
2009/10/6,7428,7538,7395,7507,7456.8,7395.2,7391.55,7053.77,104530,89360,91838,101.68,115.11,-13.43,0.58,0.53,0.62,0.61,0.73
