Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9
2010/9/13,7943,8110,7934,8108,7908,7806.3,7812,7686.07,120906,97228,95813,38.67,16.25,22.42,0.9,0.77,0.82,0.69,1
2010/9/14,8117,8135,8088,8121,7961.6,7862.5,7821.1,7696.73,60400,97223,89899,57.43,24.49,32.95,0.92,0.82,0.82,0.69,0.97
2010/9/15,8142,8158,8113,8154,8022.6,7915.1,7832.9,7708.75,46823,83391,86857,73.76,34.34,39.41,0.94,0.86,0.84,0.71,0.99
2010/9/16,8145,8163,8062,8071,8070.2,7952.9,7840.55,7719.47,94078,82116,85981,81.47,43.77,37.71,0.88,0.87,0.66,0.63,0.75
2010/9/17,8100,8209,8097,8170,8124.8,7992,7854.65,7733.6,111718,86785,87698,92.16,53.45,38.71,0.89,0.88,0.74,0.68,0.91
2010/9/20,8155,8195,8135,8179,8139,8023.5,7866.05,7747.2,72389,77082,87155,100.32,62.82,37.5,0.9,0.88,0.75,0.68,0.93
2010/9/21,8237,8247,8156,8191,8153,8057.3,7881.35,7762.82,89150,82832,90028,107.5,71.76,35.74,0.89,0.89,0.76,0.69,0.87
2010/9/23,8178,8233,8148,8202,8162.6,8092.6,7907.45,7780.3,84525,90372,86882,111.9,79.78,32.12,0.89,0.89,0.77,0.69,0.89
2010/9/24,8185,8197,8121,8147,8177.8,8124,7933.7,7797.75,126534,96863,89489,110.62,85.95,24.67,0.82,0.87,0.62,0.63,0.68
2010/9/27,8200,8230,8176,8187,8181.2,8153,7960.05,7814.85,77297,89979,88382,111.71,91.1,20.61,0.77,0.83,0.67,0.66,0.68
2010/9/28,8162,8199,8150,8180,8181.4,8160.2,7983.25,7829.15,68963,89294,83188,109.88,94.86,15.02,0.73,0.8,0.65,0.65,0.64
2010/9/29,8220,8295,8203,8211,8185.4,8169.2,8015.85,7841.75,117706,95005,88918,111.4,98.17,13.23,0.7,0.77,0.7,0.67,0.64
2010/9/30,8218,8232,8186,8216,8188.2,8175.4,8045.25,7854.55,81016,94303,92338,109.92,100.52,9.4,0.67,0.73,0.71,0.67,0.6
2010/10/1,8246,8256,8201,8235,8205.8,8191.8,8072.35,7866.22,75234,84043,90453,109.05,102.22,6.82,0.66,0.71,0.74,0.68,0.66
2010/10/4,8238,8285,8214,8216,8211.6,8196.4,8094.2,7877.05,90838,86751,88365,107.2,103.22,3.98,0.62,0.68,0.66,0.66,0.55
2010/10/5,8207,8214,8127,8190,8213.6,8197.5,8110.5,7888.03,115261,96011,92652,100.34,102.64,-2.3,0.55,0.64,0.55,0.62,0.4
2010/10/6,8268,8293,8254,8272,8225.8,8205.6,8131.45,7899.93,79280,88326,91665,101.21,102.36,-1.15,0.65,0.64,0.72,0.68,0.87
2010/10/7,8271,8282,8255,8272,8237,8212.6,8152.6,7909.47,50516,82226,88265,100.53,101.99,-1.46,0.72,0.67,0.72,0.68,0.86
2010/10/8,8266,8300,8213,8215,8233,8219.4,8171.7,7917.93,102694,87718,85881,96.1,100.81,-4.71,0.65,0.66,0.53,0.6,0.51
2010/10/11,8241,8246,8130,8136,8217,8214.3,8183.65,7925.7,98604,89271,88011,85.65,97.78,-12.13,0.45,0.59,0.36,0.51,0.05
2010/10/12,8150,8153,8021,8058,8190.6,8202.1,8181.15,7932.38,122188,90656,93334,69.35,92.1,-22.74,0.35,0.51,0.27,0.44,0.13
2010/10/13,8090,8110,8041,8107,8157.6,8191.7,8180.45,7938.98,96802,94161,91243,57.29,85.13,-27.85,0.33,0.45,0.39,0.49,0.31
2010/10/14,8177,8251,8165,8227,8148.6,8192.8,8184.1,7947.98,119581,107974,95100,57.25,79.56,-22.31,0.47,0.46,0.59,0.58,0.74
2010/10/15,8212,8246,8190,8194,8144.4,8188.7,8190.25,7958.53,80809,103597,95657,55.65,74.78,-19.12,0.52,0.48,0.53,0.55,0.62
2010/10/18,8189,8193,8024,8030,8123.2,8170.1,8183.25,7964.4,137298,111336,100303,42.86,68.39,-25.53,0.36,0.44,0.34,0.43,0.03
2010/10/19,8035,8053,7995,8019,8115.4,8153,8175.25,7969.58,81608,103220,96938,28.54,60.42,-31.88,0.26,0.38,0.33,0.42,0.08
2010/10/20,7950,8121,7947,8119,8117.8,8137.7,8171.65,7977.25,80733,100006,97083,21.38,52.61,-31.23,0.34,0.37,0.49,0.5,0.49
2010/10/21,8080,8144,8063,8088,8090,8119.3,8165.95,7983.38,111003,98290,103132,17.06,45.5,-28.44,0.38,0.37,0.45,0.48,0.46
2010/10/22,8122,8142,8097,8139,8079,8111.7,8165.55,7990.57,67947,95718,99657,16.16,39.63,-23.48,0.46,0.4,0.52,0.52,0.63
2010/10/25,8173,8306,8158,8303,8133.6,8128.4,8171.35,8000.95,109268,90112,100724,26.29,36.97,-10.67,0.64,0.48,0.69,0.62,0.99
2010/10/26,8299,8340,8296,8314,8192.6,8154,8178.05,8008.42,70510,87892,95556,37.81,37.13,0.67,0.74,0.57,0.7,0.62,0.93
2010/10/27,8329,8368,8264,8280,8224.8,8171.3,8181.5,8014.55,117079,95161,97584,44.96,38.7,6.26,0.76,0.63,0.63,0.59,0.79
2010/10/28,8310,8355,8282,8340,8275.2,8182.6,8187.7,8021.67,91526,91266,94778,52.54,41.47,11.07,0.81,0.69,0.69,0.63,0.93
2010/10/29,8320,8327,8257,8302,8307.8,8193.4,8191.05,8028.18,99950,97667,96692,55.31,44.24,11.07,0.82,0.74,0.62,0.59,0.84
2010/11/1,8325,8429,8325,8390,8325.2,8229.4,8199.75,8035.88,107013,97216,93664,63.75,48.14,15.61,0.86,0.78,0.71,0.64,0.92
2010/11/2,8405,8405,8361,8367,8335.8,8264.2,8208.6,8042.23,58593,94832,91362,68.96,52.3,16.66,0.85,0.8,0.66,0.62,0.83
2010/11/3,8411,8423,8283,8323,8344.4,8284.6,8211.15,8048.68,136307,98678,96920,69.3,55.7,13.6,0.79,0.8,0.57,0.58,0.68
2010/11/4,8342,8388,8325,8371,8350.6,8312.9,8216.1,8057.27,77003,95773,93520,70.84,58.73,12.11,0.79,0.79,0.63,0.61,0.79
2010/11/5,8478,8500,8443,8464,8383,8345.4,8228.55,8068.32,79108,91605,94636,79.53,62.89,16.64,0.81,0.8,0.73,0.66,0.85
2010/11/8,8482,8488,8431,8450,8395,8360.1,8244.25,8077.27,74607,85124,91170,84.39,67.19,17.2,0.81,0.8,0.7,0.65,0.79
2010/11/9,8440,8471,8433,8466,8414.8,8375.3,8264.65,8085.93,58104,85026,89929,87.58,71.27,16.31,0.82,0.81,0.71,0.66,0.86
2010/11/10,8488,8492,8435,8482,8446.6,8395.5,8283.4,8094.98,76579,73080,85879,90.18,75.05,15.13,0.86,0.83,0.73,0.67,0.93
2010/11/11,8465,8480,8446,8451,8462.6,8406.6,8294.6,8103.87,57451,69170,82472,89.93,78.03,11.9,0.83,0.83,0.64,0.63,0.77
2010/11/12,8435,8438,8301,8311,8432,8407.5,8300.45,8110.42,129669,79282,85443,79.4,78.3,1.1,0.6,0.75,0.37,0.5,0.13
2010/11/15,8296,8310,8229,8270,8396,8395.5,8312.45,8116.78,98909,84142,84633,64.61,75.56,-10.95,0.45,0.65,0.32,0.46,0.15
2010/11/16,8230,8342,8220,8289,8360.6,8387.7,8325.95,8122.42,96158,91753,88390,53.51,71.15,-17.64,0.38,0.56,0.37,0.48,0.25
2010/11/17,8246,8299,8227,8246,8313.4,8380,8332.3,8128.43,60787,88595,80838,41.77,65.28,-23.5,0.28,0.47,0.31,0.45,0.09
2010/11/18,8255,8294,8239,8291,8281.4,8372,8342.45,8138.62,78617,92828,80999,34.03,59.03,-24.99,0.28,0.4,0.42,0.49,0.26
2010/11/19,8337,8361,8257,8290,8277.2,8354.6,8350,8149.75,117612,90417,84849,29.24,53.07,-23.83,0.27,0.36,0.42,0.49,0.26
2010/11/22,8323,8396,8312,8369,8297,8346.5,8353.3,8161.57,90438,88722,86432,30.09,48.47,-18.38,0.36,0.36,0.59,0.56,0.55
2010/11/23,8374,8375,8306,8329,8305,8332.8,8354.05,8171.78,74225,84336,88045,28.29,44.44,-16.15,0.38,0.37,0.5,0.52,0.42
2010/11/24,8281,8353,8271,8303,8316.4,8314.9,8355.2,8184.18,94331,91045,89820,24.37,40.42,-16.05,0.38,0.37,0.45,0.49,0.38
2010/11/25,8309,8362,8308,8339,8326,8303.7,8355.15,8196.03,70218,89365,91096,23.38,37.02,-13.63,0.48,0.41,0.53,0.53,0.68
2010/11/26,8354,8358,8294,8298,8327.6,8302.4,8354.95,8206.12,82593,82361,86389,20.35,33.68,-13.33,0.47,0.43,0.44,0.49,0.44
2010/11/29,8350,8395,8312,8379,8329.6,8313.3,8354.4,8216.12,123837,89041,88882,22.07,31.36,-9.29,0.61,0.49,0.6,0.56,0.9
2010/11/30,8400,8450,8371,8401,8344,8324.5,8356.1,8225.07,119661,98128,91232,26.31,30.35,-4.04,0.66,0.55,0.63,0.58,0.77
2010/12/1,8423,8550,8411,8547,8392.8,8354.6,8367.3,8236.63,108687,100999,96022,37.95,31.87,6.08,0.77,0.62,0.78,0.67,0.99
2010/12/2,8600,8642,8591,8618,8448.6,8387.3,8379.65,8249.45,88965,104749,97057,54.9,36.47,18.42,0.83,0.69,0.82,0.71,0.94
2010/12/3,8639,8645,8609,8628,8514.6,8421.1,8387.85,8262.7,70404,102311,92336,68.36,42.85,25.51,0.87,0.75,0.83,0.71,0.95
2010/12/6,8640,8714,8632,8695,8577.8,8453.7,8400.1,8276,80689,93681,91361,82.64,50.81,31.83,0.9,0.8,0.86,0.74,0.96
2010/12/7,8698,8716,8652,8713,8640.2,8492.1,8412.45,8286.08,69149,83579,90853,94.05,59.46,34.59,0.93,0.84,0.87,0.75,0.99
2010/12/8,8718,8721,8675,8700,8670.8,8531.8,8423.35,8295.73,60974,74036,87518,101.95,67.96,33.99,0.94,0.87,0.83,0.73,0.95
2010/12/9,8722,8797,8722,8788,8704.8,8576.7,8440.2,8306.3,95596,75362,90056,112.94,76.95,35.99,0.95,0.9,0.88,0.77,0.98
2010/12/10,8761,8761,8698,8743,8727.8,8621.2,8461.8,8317.5,91550,79592,90951,117.27,85.02,32.26,0.93,0.91,0.75,0.71,0.87
2010/12/13,8728,8764,8725,8737,8736.2,8657,8485.15,8326.95,53926,74239,83960,119.69,91.95,27.74,0.9,0.91,0.73,0.71,0.84
2010/12/14,8752,8792,8712,8737,8741,8690.6,8507.55,8336.25,92090,78827,81203,120.52,97.67,22.86,0.84,0.88,0.73,0.71,0.71
2010/12/15,8740,8747,8704,8727,8746.4,8708.6,8531.6,8345.18,45530,75738,74887,118.34,101.8,16.54,0.77,0.84,0.69,0.69,0.63
2010/12/16,8764,8794,8754,8773,8743.4,8724.1,8555.7,8354.7,68004,70220,72791,119.05,105.25,13.8,0.8,0.83,0.76,0.72,0.85
2010/12/17,8777,8840,8775,8808,8756.4,8742.1,8581.6,8365.72,83250,68560,74076,120.99,108.4,12.59,0.81,0.82,0.8,0.74,0.83
2010/12/20,8817,8832,8728,8763,8761.6,8748.9,8601.3,8375.32,101537,78082,76161,118.23,110.37,7.87,0.72,0.79,0.63,0.67,0.53
2010/12/21,8783,8847,8763,8845,8783.2,8762.1,8627.1,8386.4,76444,74953,76890,118.99,112.09,6.9,0.81,0.79,0.75,0.72,0.99
2010/12/22,8858,8872,8834,8852,8808.2,8777.3,8654.55,8397.08,66539,79155,77447,120.43,113.76,6.67,0.83,0.81,0.76,0.73,0.89
2010/12/23,8856,8908,8846,8898,8833.2,8788.3,8682.5,8408.45,72262,80006,75113,122.97,115.6,7.37,0.87,0.83,0.8,0.75,0.95
2010/12/24,8898,8898,8867,8879,8847.4,8801.9,8711.55,8419.18,49889,73334,70947,123.03,117.09,5.94,0.87,0.84,0.73,0.72,0.86
2010/12/27,8866,8918,8832,8884,8871.6,8816.6,8736.8,8430.32,82833,69593,73838,121.57,117.98,3.58,0.86,0.85,0.74,0.73,0.84
2010/12/28,8900,8906,8830,8877,8878,8830.6,8760.6,8441.77,82934,70891,72922,118.48,118.08,0.4,0.83,0.84,0.71,0.71,0.78
2010/12/29,8860,8895,8842,8872,8882,8845.1,8776.85,8451.77,81842,73952,76553,114.53,117.37,-2.84,0.81,0.83,0.68,0.7,0.76
2010/12/30,8879,8918,8865,8905,8883.4,8858.3,8791.2,8462.32,82835,76067,78037,112.36,116.37,-4.01,0.85,0.84,0.75,0.73,0.93
2010/12/31,8892,8997,8892,8987,8905,8876.2,8809.15,8475.18,88690,83827,78581,114.77,116.05,-1.28,0.89,0.85,0.85,0.78,0.96
2011/1/3,9000,9030,8995,9020,8932.2,8901.9,8825.4,8489.92,61366,79533,74563,119.38,116.72,2.66,0.91,0.87,0.88,0.8,0.95
2011/1/4,9030,9030,8974,8976,8952,8915,8838.55,8505.22,62448,75436,73164,119.45,117.26,2.19,0.85,0.86,0.7,0.72,0.73
2011/1/5,8967,9005,8791,8839,8945.4,8913.7,8845.5,8517.42,165831,92234,83093,108.54,115.52,-6.98,0.63,0.79,0.39,0.53,0.2
2011/1/6,8859,8876,8815,8868,8938,8910.7,8849.5,8528.1,82510,92169,84118,97.81,111.98,-14.16,0.53,0.7,0.45,0.56,0.32
2011/1/7,8866,8883,8727,8753,8891.2,8898.1,8850,8537.42,128752,100181,92004,82.09,106,-23.91,0.38,0.59,0.31,0.45,0.09
2011/1/10,8753,8799,8735,8787,8844.6,8888.4,8852.5,8550.03,68286,101565,90549,68.68,98.54,-29.86,0.32,0.5,0.38,0.48,0.2
2011/1/11,8779,8950,8760,8940,8837.4,8894.7,8862.65,8565.38,131182,115312,95374,67,92.23,-25.23,0.45,0.48,0.6,0.6,0.7
2011/1/12,8960,9003,8945,8965,8862.6,8904,8874.55,8579.48,82510,98648,95441,70.67,87.92,-17.25,0.56,0.51,0.63,0.61,0.79
2011/1/13,8998,9017,8916,8969,8882.8,8910.4,8884.35,8594.17,107227,103591,97880,72.59,84.85,-12.26,0.64,0.55,0.63,0.62,0.8
2011/1/14,8965,8981,8931,8969,8926,8908.6,8892.4,8608,67139,91269,95725,72.86,82.45,-9.6,0.69,0.6,0.63,0.62,0.8
2011/1/17,8993,9002,8914,8920,8952.6,8898.6,8900.25,8618.28,93861,96384,98975,70.36,80.03,-9.67,0.68,0.63,0.52,0.56,0.67
2011/1/18,8920,9012,8871,8973,8959.2,8898.3,8906.65,8629.27,103387,90825,103069,69.06,77.84,-8.78,0.74,0.66,0.61,0.6,0.85
2011/1/19,8988,9085,8984,9083,8982.8,8922.7,8918.2,8642.65,59708,86264,92456,75.35,77.34,-2,0.82,0.72,0.73,0.67,0.99
2011/1/20,9018,9032,8996,9007,8990.4,8936.6,8923.65,8653.77,64787,77776,90684,75.56,76.99,-1.42,0.81,0.75,0.58,0.59,0.78
2011/1/21,8970,8975,8858,8906,8977.8,8951.9,8925,8663.83,139564,92261,91765,66.96,74.98,-8.02,0.69,0.73,0.43,0.51,0.45
2011/1/24,8923,8956,8910,8944,8982.6,8967.6,8928,8673.07,72356,87960,92172,61.63,72.31,-10.68,0.59,0.68,0.49,0.54,0.38
2011/1/25,8994,9029,8965,8967,8981.4,8970.3,8932.5,8683.07,80880,83459,87142,60.22,69.89,-9.67,0.55,0.64,0.53,0.55,0.48
2011/1/26,8970,9073,8970,9051,8975,8978.9,8941.45,8695.2,94343,90386,88325,62.75,68.46,-5.71,0.65,0.64,0.64,0.61,0.85
2011/1/27,9086,9126,9068,9103,8994.2,8992.3,8951.35,8707.4,83534,94135,85956,69.11,68.59,0.52,0.74,0.67,0.69,0.64,0.91
2011/1/28,9112,9140,9094,9136,9040.2,9009,8958.8,8718.6,64216,79066,85664,75.42,69.96,5.46,0.82,0.72,0.72,0.66,0.99
2011/2/8,9186,9196,9062,9099,9071.2,9026.9,8962.75,8729.42,98754,84345,86153,78.5,71.67,6.84,0.78,0.74,0.64,0.62,0.71
2011/2/9,9071,9109,8975,9012,9080.2,9030.8,8964.55,8738.52,128818,93933,88696,73.09,71.95,1.14,0.68,0.72,0.48,0.54,0.46
2011/2/10,8971,8983,8817,8823,9034.6,9004.8,8963.75,8744.2,139784,103021,96704,54.81,68.52,-13.72,0.46,0.63,0.29,0.41,0.02
2011/2/11,8818,8827,8523,8564,8926.8,8960.5,8948.55,8746.08,194117,125138,109637,20.55,58.93,-38.37,0.32,0.53,0.17,0.3,0.06
2011/2/14,8625,8693,8601,8645,8828.6,8934.4,8943.15,8751.65,97013,131697,105382,-4.4,46.26,-50.66,0.28,0.45,0.28,0.36,0.18
2011/2/15,8625,8733,8531,8697,8748.2,8909.7,8938.65,8758.77,126055,137157,110751,-22.43,32.52,-54.95,0.27,0.39,0.35,0.39,0.26
2011/2/16,8718,8757,8695,8719,8689.6,8884.9,8927.6,8765.93,57818,122957,108445,-31.67,19.69,-51.35,0.28,0.35,0.37,0.41,0.29
2011/2/17,8651,8675,8589,8625,8650,8842.3,8910.6,8772.25,119729,118946,110984,-46.04,6.54,-52.58,0.24,0.31,0.31,0.37,0.15
2011/2/18,8678,8845,8675,8809,8699,8812.9,8902.6,8780.88,119059,103935,114536,-44.34,-3.64,-40.7,0.3,0.31,0.51,0.48,0.43
