date,roi
2013/8/27,1.033845
2013/8/28,1.108845
2013/8/29,1.19387
2013/8/30,1.29077
2013/9/2,1.403135
2013/9/3,1.401235
2013/9/4,1.35285
2013/9/5,1.474625
2013/9/6,1.60175
2013/9/9,1.67975
2013/9/10,1.61475
2013/9/11,1.55325
2013/9/12,1.55325
2013/9/13,1.49497
2013/9/14,1.49087
2013/9/16,1.79569
2013/9/17,1.791815
2013/9/18,1.980915
2013/9/23,1.980915
2013/9/24,1.980915
2013/9/25,1.980915
2013/9/26,1.980915
2013/9/27,1.980915
2013/9/30,1.980915
2013/10/1,1.980915
2013/10/2,1.980915
2013/10/3,1.980915
2013/10/4,1.97674
2013/10/7,1.899085
2013/10/8,2.1
2013/10/9,1.974
2013/10/11,1.89464
2013/10/14,1.81964
2013/10/15,1.81469
2013/10/16,1.814915
2013/10/17,1.744985
2013/10/18,1.74031
2013/10/21,1.726285
2013/10/22,1.726285
2013/10/23,1.656995
2013/10/24,1.65347
2013/10/25,1.53384
2013/10/28,1.679065
2013/10/29,1.804065
2013/10/30,1.799065
2013/10/31,1.929065
2013/11/1,1.850065
2013/11/4,1.850065
2013/11/5,1.776395
2013/11/6,1.776395
2013/11/7,1.7046
2013/11/8,1.7046
2013/11/11,1.611025
2013/11/12,1.524535
2013/11/13,1.441535
2013/11/14,1.390035
2013/11/15,1.38596
2013/11/18,1.409485
2013/11/19,1.587485
2013/11/20,1.526585
2013/11/21,1.526585
2013/11/22,1.521585
2013/11/25,1.87697
2013/11/26,2.00497
2013/11/27,2.17797
2013/11/28,2.24447
2013/11/29,2.34847
2013/12/2,2.24147
2013/12/3,2.23647
2013/12/4,2.60947
2013/12/5,2.50547
2013/12/6,2.42247
2013/12/9,2.35447
2013/12/10,2.34947
2013/12/11,2.75447
2013/12/12,2.67347
2013/12/13,2.66847
2013/12/16,2.60847
2013/12/17,2.54147
2013/12/18,2.54147
2013/12/19,2.54147
2013/12/20,2.47547
2013/12/23,2.47547
2013/12/24,2.47547
2013/12/25,2.47547
2013/12/26,2.42547
2013/12/27,2.37747
2013/12/30,2.37747
2013/12/31,2.37747
