交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
2017/5/2,TXO,201706,7500,買權,0,0,0,0,0,2420,0,1900,2790,0,0,
2017/5/2,TXO,201706,7500,賣權,1,1.1,1,1.1,20,1.1,233,0.9,1.2,5.2,1,
2017/5/2,TXO,201706,7600,買權,0,0,0,0,0,2320,0,1800,2690,0,0,
2017/5/2,TXO,201706,7600,賣權,1.1,1.1,1.1,1.1,1,1.1,3087,1.1,1.4,140,1.1,
2017/5/2,TXO,201706,7700,買權,0,0,0,0,0,2220,0,1700,2590,0,0,
2017/5/2,TXO,201706,7700,賣權,0,0,0,0,0,1.5,350,1.3,1.6,5.5,1.4,
2017/5/2,TXO,201706,7800,買權,0,0,0,0,0,2120,10,1600,2490,1420,1400,
2017/5/2,TXO,201706,7800,賣權,1.7,1.7,1.5,1.5,40,1.5,2348,1.5,1.8,173,1.5,
2017/5/2,TXO,201706,7900,買權,0,0,0,0,0,2020,0,1500,2390,0,0,
2017/5/2,TXO,201706,7900,賣權,1.8,1.8,1.8,1.8,40,1.8,389,1.7,2,7.2,1.8,
2017/5/2,TXO,201706,8000,買權,0,0,0,0,0,1920,44,1400,2290,1870,955,
2017/5/2,TXO,201706,8000,賣權,2.1,2.3,2,2,196,2,5546,1.9,2.3,212,2,
2017/5/2,TXO,201706,8100,買權,0,0,0,0,0,1820,0,1300,2190,0,0,
2017/5/2,TXO,201706,8100,賣權,2.5,2.5,2.2,2.3,95,2.3,1970,2.2,2.6,9.3,2.1,
2017/5/2,TXO,201706,8200,買權,0,0,0,0,0,1720,36,1380,2090,1690,930,
2017/5/2,TXO,201706,8200,賣權,2.7,2.8,2.5,2.6,132,2.6,3913,2.6,2.7,262,2.5,
2017/5/2,TXO,201706,8300,買權,0,0,0,0,0,1620,6,1100,1990,1400,1350,
2017/5/2,TXO,201706,8300,賣權,3,3,2.9,2.9,105,2.9,571,2.9,3.3,13,2.9,
2017/5/2,TXO,201706,8400,買權,0,0,0,0,0,1520,45,1450,1590,1670,610,
2017/5/2,TXO,201706,8400,賣權,3.5,3.5,3.2,3.3,155,3.3,4075,3.2,3.7,285,3.2,
2017/5/2,TXO,201706,8500,買權,0,0,0,0,0,1420,0,1100,1740,0,0,
2017/5/2,TXO,201706,8500,賣權,3.6,3.9,3.6,3.7,133,3.7,1593,3.2,50,17,3.6,
2017/5/2,TXO,201706,8600,買權,1010,1330,1010,1330,2,1320,70,1300,1680,1350,400,
2017/5/2,TXO,201706,8600,賣權,4.1,4.6,4,4.2,246,4.2,5533,4.2,4.3,370,4,
2017/5/2,TXO,201706,8700,買權,0,0,0,0,0,1220,0,910,1540,0,0,
2017/5/2,TXO,201706,8700,賣權,4.6,5,4.5,4.7,491,4.7,2292,4.6,5.2,27,4.5,
2017/5/2,TXO,201706,8800,買權,0,0,0,0,0,1120,188,1100,1140,1130,385,
2017/5/2,TXO,201706,8800,賣權,5.3,5.7,5,5.5,249,5.5,9398,5.4,5.5,475,5,
2017/5/2,TXO,201706,8900,買權,0,0,0,0,0,1020,3,725,1340,960,640,
