Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9,Open1,High1,Low1,Close1,SMA51,SMA101,SMA201,SMA601,Volume1,MA51,MA101,DIF1,ACD91,OSC1,K1,D1,RSI61,RSI121,RSV91,Open2,High2,Low2,Close2,SMA52,SMA102,SMA202,SMA602,Volume2,MA52,MA102,DIF2,ACD92,OSC2,K2,D2,RSI62,RSI122,RSV92
2015/2/24,9582,9640,9582,9622,9505.2,9494.6,9456.6,9243.32,46780,77609,82362,77.43,76.02,1.41,0.71,0.63,0.8,0.7,0.92,86.1,86.8,85.8,85.8,85.62,86.46,86.67,88.32,58555,41496,32190,-0.37,-0.32,-0.04,0.31,0.32,0.42,0.45,0.33,149,152,148.5,151,147.7,145.95,144.45,139.36,74444,50585,40396,2.66,2.18,0.49,0.79,0.69,0.78,0.68,0.9
2015/2/25,9694,9696,9660,9683,9555.4,9516.5,9477.4,9252.53,66977,73660,79548,87.25,78.27,8.99,0.79,0.68,0.84,0.73,0.95,85.8,86.5,85.5,86.3,85.78,86.35,86.75,88.15,27642,39585,32545,-0.36,-0.33,-0.02,0.4,0.35,0.51,0.48,0.56,152.5,154.5,152.5,154.5,150.1,146.95,145.28,139.63,48327,53560,42505,3.11,2.36,0.75,0.86,0.75,0.84,0.73,1
2015/2/26,9691,9692,9633,9648,9589.8,9529.1,9494.35,9261.53,72451,70399,78115,91.94,81,10.94,0.8,0.72,0.73,0.68,0.83,86.5,87.7,86.1,87.1,86.24,86.31,86.83,87.99,45547,40171,33491,-0.27,-0.32,0.05,0.53,0.41,0.62,0.54,0.81,153.5,154,150.5,150.5,150.6,147.4,145.75,139.82,58407,50956,44031,3.22,2.54,0.68,0.8,0.77,0.6,0.61,0.69
2015/3/2,9658,9683,9615,9631,9619.6,9540.9,9506.5,9270.05,77036,69781,77916,93.35,83.47,9.88,0.79,0.75,0.68,0.66,0.77,87.7,88.4,87,87.1,86.42,86.29,86.92,87.82,31916,38399,34629,-0.17,-0.29,0.12,0.58,0.47,0.62,0.54,0.67,151.5,153,148.5,149,150.7,147.75,146.2,139.98,41707,52291,45669,3.14,2.66,0.49,0.73,0.75,0.53,0.58,0.58
2015/3/3,9645,9658,9580,9614,9639.6,9555.3,9514.15,9277.37,88385,70326,77150,91.51,85.08,6.43,0.76,0.75,0.63,0.64,0.7,87.1,87.5,86.2,86.3,86.52,86.19,86.84,87.64,21771,37086,35089,-0.16,-0.26,0.1,0.54,0.49,0.47,0.48,0.46,150,151,148.5,150.5,151.1,148.5,146.47,140.16,29206,50418,45722,3.07,2.74,0.33,0.72,0.74,0.59,0.6,0.69
2015/3/4,9580,9638,9571,9620,9639.2,9572.2,9521.9,9284.72,73997,75769,76689,88.69,85.8,2.89,0.74,0.75,0.64,0.64,0.68,87,88.8,86.7,88.3,87.02,86.32,86.81,87.5,61435,37662,39579,-0.03,-0.22,0.19,0.65,0.55,0.69,0.6,0.88,150,151.5,149,150.5,151,149.35,146.75,140.31,32782,42086,46335,3,2.79,0.21,0.65,0.71,0.59,0.6,0.53
2015/3/5,9622,9632,9551,9586,9619.8,9587.6,9525.05,9292.5,94585,81291,77475,83.6,85.36,-1.76,0.67,0.72,0.53,0.6,0.53,88.6,89.4,87.7,88.5,87.46,86.62,86.8,87.38,57112,43556,41570,0.11,-0.15,0.26,0.71,0.6,0.71,0.61,0.82,150,151,148.5,150,150.1,150.1,146.9,140.47,29852,38391,45975,2.87,2.81,0.06,0.56,0.66,0.56,0.59,0.36
2015/3/6,9591,9644,9566,9637,9617.6,9603.7,9530.55,9302.62,87662,84333,77366,81.23,84.53,-3.31,0.68,0.71,0.64,0.64,0.69,88.5,89.1,88,88.8,87.8,87.02,86.84,87.32,36627,41772,40971,0.23,-0.08,0.31,0.75,0.65,0.73,0.62,0.85,149,149.5,148.5,149,149.8,150.2,147.03,140.67,33211,33352,42154,2.66,2.78,-0.12,0.42,0.58,0.49,0.56,0.15
2015/3/9,9580,9595,9547,9574,9606.2,9612.9,9537.85,9308.7,89409,86808,78294,74.57,82.54,-7.97,0.51,0.64,0.47,0.56,0.18,88.4,88.6,87.8,87.8,87.94,87.18,86.9,87.21,25278,40445,39422,0.27,-0.01,0.28,0.7,0.67,0.55,0.55,0.59,147.5,147.5,145,145.5,149.1,149.9,147.13,140.79,67546,38519,45405,2.22,2.67,-0.44,0.3,0.49,0.33,0.47,0.05
2015/3/10,9574,9585,9514,9529,9589.2,9614.4,9544.4,9313.85,103983,89927,80127,65.86,79.2,-13.35,0.37,0.55,0.38,0.51,0.08,87.9,88.2,87.1,87.1,88.1,87.31,86.92,87.07,23789,40848,38967,0.25,0.04,0.2,0.6,0.65,0.46,0.5,0.41,145,145,144,144,147.8,149.45,147.28,140.88,46859,42050,46234,1.72,2.48,-0.76,0.2,0.39,0.29,0.44,0
2015/3/11,9466,9544,9450,9519,9569,9604.1,9549.35,9318.93,103946,95917,85843,55.79,74.52,-18.73,0.34,0.48,0.37,0.5,0.29,86.5,88,86.4,87.3,87.9,87.46,86.96,86.97,31224,34806,36234,0.22,0.08,0.14,0.52,0.61,0.49,0.51,0.36,143.5,148,143,146,146.9,148.95,147.45,141.02,51828,45859,43973,1.43,2.27,-0.84,0.22,0.33,0.42,0.49,0.27
2015/3/12,9529,9609,9508,9607,9573.2,9596.5,9556.5,9325.95,101568,97314,89302,53.22,70.26,-17.04,0.45,0.47,0.58,0.58,0.67,87,87.8,87,87.1,87.62,87.54,86.94,86.89,38289,31041,37299,0.19,0.1,0.09,0.44,0.55,0.46,0.5,0.28,147,148.5,146.5,148,146.5,148.3,147.63,141.18,32365,46362,42376,1.34,2.08,-0.74,0.32,0.33,0.53,0.54,0.5
2015/3/13,9616,9634,9584,9598,9565.4,9591.5,9560.3,9333.73,82971,96375,90354,52.26,66.66,-14.4,0.54,0.49,0.55,0.57,0.71,87.3,88.6,87.3,88,87.46,87.63,86.97,86.86,36024,30921,36347,0.22,0.13,0.1,0.48,0.53,0.59,0.56,0.56,148,149.5,147,149,146.5,148.15,147.78,141.37,46408,49001,41176,1.33,1.93,-0.6,0.45,0.37,0.57,0.56,0.71
2015/3/16,9585,9594,9535,9543,9559.2,9582.7,9561.8,9342.02,100282,98550,92679,46.95,62.72,-15.77,0.52,0.5,0.43,0.51,0.48,88,88.4,87.3,87.3,87.36,87.65,86.97,86.82,36471,33159,36802,0.22,0.14,0.07,0.42,0.49,0.48,0.51,0.3,149,149.5,146,146,146.6,147.85,147.8,141.53,37463,42985,40752,1.17,1.78,-0.61,0.41,0.38,0.42,0.48,0.35
2015/3/17,9580,9644,9547,9556,9564.6,9576.9,9566.1,9351.13,123433,102440,96184,44,58.98,-14.97,0.53,0.51,0.46,0.52,0.55,87.3,88.2,87.3,87.3,87.4,87.75,86.97,86.78,31124,34626,37737,0.21,0.16,0.05,0.38,0.46,0.48,0.51,0.3,148.5,150,148.5,149,147.6,147.7,148.1,141.78,55770,44767,43408,1.21,1.66,-0.46,0.53,0.43,0.56,0.55,0.75
2015/3/18,9558,9649,9558,9633,9587.4,9578.2,9575.2,9361.6,67737,95198,95558,44.59,56.1,-11.51,0.66,0.56,0.62,0.59,0.92,87.3,88.3,87.3,87.9,87.52,87.71,87.02,86.75,41411,36664,35735,0.22,0.17,0.05,0.44,0.45,0.58,0.55,0.56,151,154,150,153.5,149.1,148,148.68,142.08,71221,48645,47252,1.51,1.63,-0.12,0.67,0.51,0.69,0.63,0.95
2015/3/19,9734,9769,9708,9765,9619,9596.1,9591.85,9373.8,100024,94889,96102,55.18,55.92,-0.73,0.77,0.63,0.77,0.68,0.99,88.3,91.2,88.3,91.1,88.32,87.97,87.3,86.81,131562,55318,43180,0.43,0.22,0.21,0.62,0.51,0.81,0.7,0.98,152.5,155,152.5,154,150.3,148.4,149.25,142.38,43513,50875,48618,1.82,1.67,0.15,0.75,0.59,0.7,0.63,0.92
2015/3/20,9742,9770,9733,9757,9650.8,9608.1,9605.9,9386.77,66890,91673,94024,63.06,57.34,5.71,0.83,0.7,0.75,0.67,0.96,91.4,93.5,91,93,89.32,88.39,87.7,86.92,117568,71627,51274,0.77,0.33,0.44,0.72,0.58,0.86,0.75,0.93,151.5,154,151.5,154,151.3,148.9,149.55,142.73,38595,49312,49157,2,1.74,0.27,0.81,0.66,0.7,0.63,0.92
2015/3/23,9761,9769,9726,9749,9692,9625.6,9619.25,9401.87,75804,86778,92664,68.03,59.48,8.55,0.87,0.75,0.72,0.66,0.93,93.5,94.7,93.1,93.5,90.56,88.96,88.07,87.08,78555,80044,56602,1.11,0.49,0.63,0.77,0.64,0.87,0.77,0.86,154,154,152.5,153.5,152.8,149.7,149.8,143.12,26369,47094,45039,2.13,1.82,0.31,0.83,0.72,0.67,0.62,0.88
2015/3/24,9728,9755,9696,9720,9724.8,9644.7,9629.55,9416.23,89879,80067,91253,69.11,61.41,7.71,0.85,0.78,0.64,0.63,0.81,93.7,94.4,93,93.3,91.76,89.58,88.44,87.22,49489,83717,59172,1.35,0.66,0.69,0.78,0.69,0.84,0.75,0.82,153.5,153.5,151.5,151.5,153.3,150.45,149.95,143.45,38208,43581,44174,2.09,1.87,0.22,0.76,0.73,0.53,0.56,0.61
2015/3/25,9721,9731,9673,9688,9735.8,9661.6,9632.85,9427.42,95109,85541,90370,66.96,62.52,4.44,0.78,0.78,0.55,0.59,0.65,94,94.8,93.4,94.4,93.06,90.29,88.88,87.36,47407,84916,60790,1.58,0.85,0.74,0.84,0.74,0.87,0.78,0.95,152,152.5,150.5,151,152.8,150.95,149.95,143.67,50141,39365,44005,1.97,1.89,0.08,0.69,0.72,0.5,0.55,0.56
2015/3/26,9580,9635,9567,9611,9705,9662,9629.25,9436.03,110206,87578,91234,57.41,61.5,-4.08,0.63,0.73,0.39,0.5,0.32,93.9,94.4,93,94.4,93.72,91.02,89.28,87.47,48765,68357,61838,1.73,1.02,0.71,0.87,0.78,0.87,0.78,0.95,145.5,147,144.5,145.5,151.1,150.7,149.5,143.78,162835,63230,57052,1.41,1.79,-0.38,0.49,0.64,0.29,0.42,0.1
2015/3/27,9609,9628,9525,9542,9662,9656.4,9623.95,9443.17,126327,99465,95569,45.55,58.31,-12.76,0.44,0.64,0.3,0.44,0.07,94.4,94.4,92.4,93,93.72,91.52,89.58,87.56,52851,55413,63520,1.76,1.17,0.59,0.84,0.8,0.64,0.67,0.76,144,145.5,142.5,142.5,148.8,150.05,149.1,143.87,112920,78095,63704,0.77,1.59,-0.82,0.33,0.54,0.22,0.37,0
2015/3/30,9511,9562,9511,9553,9622.8,9657.4,9620.05,9449.45,83437,100992,93885,34.58,53.56,-18.98,0.35,0.54,0.33,0.45,0.16,94,94.6,93.5,94,93.82,92.19,89.92,87.67,42748,48252,64148,1.83,1.3,0.53,0.86,0.82,0.71,0.7,0.89,142.5,144,142,142.5,146.6,149.7,148.78,143.94,64898,85800,66447,0.21,1.31,-1.1,0.23,0.44,0.22,0.37,0.04
2015/3/31,9600,9610,9545,9582,9595.2,9660,9618.45,9456.13,98624,102741,91404,28.38,48.53,-20.14,0.32,0.47,0.41,0.48,0.27,94.5,94.9,91,91.6,93.48,92.62,90.19,87.73,109910,60336,72027,1.72,1.39,0.34,0.74,0.79,0.46,0.55,0.5,144,145.5,143,145.5,145.4,149.35,148.53,144.07,56919,89543,66562,-0.06,1.04,-1.09,0.24,0.37,0.41,0.45,0.27
2015/4/1,9540,9552,9487,9508,9559.2,9647.5,9612.85,9460.82,111444,106008,95774,17.94,42.41,-24.47,0.24,0.39,0.3,0.41,0.07,91.6,92.5,90.5,91.7,92.94,93,90.36,87.79,41385,59132,72024,1.56,1.42,0.14,0.58,0.72,0.47,0.56,0.27,145,145,143.5,144,144,148.4,148.2,144.16,39056,87326,63345,-0.32,0.77,-1.09,0.22,0.32,0.36,0.42,0.17
2015/4/2,9538,9630,9535,9614,9559.8,9632.4,9614.25,9466.8,114119,106790,97184,16.29,37.18,-20.89,0.31,0.37,0.52,0.52,0.45,92.9,93.5,92.5,93.2,92.7,93.21,90.59,87.87,42165,57812,63084,1.54,1.45,0.1,0.59,0.68,0.59,0.62,0.61,145,148,144.5,147,144.3,147.7,148.05,144.3,52174,65193,64212,-0.33,0.55,-0.88,0.28,0.31,0.51,0.49,0.42
2015/4/7,9653,9660,9612,9629,9577.2,9619.6,9613.85,9472.13,72558,96036,97751,17.55,33.26,-15.71,0.38,0.37,0.55,0.53,0.53,93.8,93.9,92.8,93.6,92.82,93.27,90.83,87.97,24248,52091,53752,1.54,1.46,0.07,0.63,0.66,0.62,0.63,0.7,146.5,147.5,145,146,145,146.9,147.9,144.38,34902,49590,63842,-0.37,0.36,-0.74,0.31,0.31,0.46,0.47,0.35
2015/4/8,9633,9635,9558,9570,9580.6,9601.7,9613.65,9476.87,93175,97984,99488,14.4,29.49,-15.08,0.37,0.37,0.44,0.48,0.34,94,94,92.6,93.7,92.76,93.29,91.13,88.07,32273,49996,49124,1.52,1.47,0.04,0.66,0.66,0.63,0.63,0.73,145.5,146,143,143,145.1,145.85,147.78,144.43,49474,46505,66153,-0.59,0.17,-0.76,0.24,0.28,0.36,0.41,0.1
2015/4/9,9579,9676,9564,9570,9578.2,9586.7,9615.7,9481.68,149624,108184,105462,12.71,26.13,-13.42,0.39,0.38,0.44,0.48,0.44,93.7,93.8,92.6,93,93.04,93.26,91.42,88.15,34455,34905,47621,1.45,1.47,-0.02,0.63,0.65,0.54,0.59,0.57,144,145.5,143,143,144.6,145,147.72,144.47,47243,44570,67056,-0.76,-0.01,-0.75,0.21,0.26,0.36,0.41,0.17
2015/4/10,9628,9665,9592,9632,9603,9581.1,9621.35,9488.05,120457,109987,107997,14.06,23.72,-9.66,0.52,0.42,0.57,0.54,0.77,93.8,93.8,92.6,93.1,93.32,93.13,91.71,88.25,34248,33478,46305,1.39,1.45,-0.06,0.62,0.64,0.55,0.59,0.59,146,147,145,147,145.2,144.6,147.78,144.59,33909,43540,65433,-0.66,-0.14,-0.52,0.42,0.31,0.56,0.51,0.83
2015/4/13,9673,9683,9633,9657,9611.6,9585.7,9623.85,9498.03,93462,105855,106323,17.12,22.4,-5.28,0.63,0.49,0.61,0.56,0.87,93.2,93.5,92.6,92.9,93.26,92.98,92,88.39,19527,28950,43381,1.31,1.43,-0.11,0.59,0.62,0.52,0.58,0.55,146.5,147.5,146,147,145.2,144.75,147.72,144.82,26427,38391,51792,-0.54,-0.22,-0.32,0.56,0.39,0.56,0.51,0.83
2015/4/14,9641,9672,9626,9644,9614.6,9595.9,9626.15,9508.03,84520,108248,102142,18.45,21.61,-3.16,0.69,0.56,0.57,0.54,0.8,93,93.8,92.6,93.8,93.3,93.06,92.29,88.53,30250,30151,41121,1.28,1.4,-0.12,0.65,0.63,0.63,0.62,0.75,145,145.5,143.5,144,144.8,144.9,147.47,144.98,41702,39751,44670,-0.66,-0.31,-0.35,0.44,0.41,0.42,0.44,0.2
2015/4/15,9626,9654,9507,9520,9604.6,9592.6,9625,9512.43,83539,106320,102152,11.6,19.61,-8,0.52,0.54,0.35,0.43,0.17,93.5,93.9,91.8,92.1,92.98,92.87,92.53,88.62,48177,33331,41664,1.15,1.35,-0.19,0.58,0.62,0.41,0.51,0.46,143.5,144.5,141.5,143,144.8,144.95,147.32,145.07,71626,44181,45343,-0.84,-0.42,-0.42,0.37,0.4,0.38,0.42,0.23
2015/4/16,9561,9649,9548,9644,9619.4,9598.8,9629.4,9519.33,125788,101553,104869,11.77,18.04,-6.27,0.6,0.56,0.56,0.54,0.78,92.9,93.4,92.6,93.3,93.04,93.04,92.83,88.73,24770,31394,33150,1.1,1.3,-0.2,0.62,0.62,0.55,0.57,0.68,145,147,144.5,147,145.6,145.1,147.22,145.28,55563,45845,45208,-0.7,-0.47,-0.23,0.53,0.44,0.57,0.52,0.85
2015/4/17,9619,9629,9569,9582,9609.4,9606.2,9626.85,9525.95,105924,98647,104317,9.31,16.29,-6.98,0.54,0.56,0.47,0.49,0.43,93.3,93.3,92.2,92.3,92.88,93.1,93.05,88.84,25191,29583,31530,0.99,1.24,-0.25,0.49,0.57,0.45,0.52,0.23,143,144,142.5,142.5,144.7,144.95,146.68,145.46,79008,54865,49203,-0.86,-0.55,-0.31,0.41,0.43,0.4,0.43,0.17
2015/4/20,9530,9583,9506,9563,9590.6,9601.1,9616.75,9531.17,124844,104923,105389,4.35,13.91,-9.55,0.47,0.53,0.44,0.47,0.32,91.4,93.2,91.4,92.8,92.86,93.06,93.14,88.95,25700,30818,29884,0.9,1.17,-0.27,0.5,0.55,0.5,0.54,0.54,142,144,141.5,143,143.9,144.55,146.13,145.63,43594,58299,48345,-0.98,-0.64,-0.34,0.36,0.4,0.42,0.44,0.25
2015/4/21,9585,9613,9535,9555,9572.8,9593.7,9606.65,9537.58,109112,109841,109045,1.27,11.38,-10.11,0.41,0.49,0.43,0.46,0.28,92.8,93.2,92,92.1,92.52,92.91,93.09,89.07,22697,29307,29729,0.8,1.09,-0.3,0.43,0.51,0.43,0.5,0.28,142,143.5,141.5,142.5,143.6,144.2,145.55,145.84,40893,58137,48944,-1.09,-0.73,-0.36,0.29,0.37,0.41,0.43,0.17
2015/4/22,9561,9636,9561,9614,9591.6,9598.1,9599.9,9544.58,140112,121156,113738,2.18,9.54,-7.36,0.47,0.48,0.54,0.52,0.61,91.8,93,91.8,92,92.5,92.74,93.02,89.19,28666,25405,29368,0.7,1.02,-0.32,0.37,0.46,0.42,0.5,0.24,143.5,145,143,143.5,143.7,144.25,145.05,146.04,40632,51938,48060,-1.06,-0.79,-0.27,0.31,0.35,0.46,0.46,0.33
2015/4/23,9656,9854,9652,9838,9630.4,9624.9,9605.8,9556.63,186347,133268,117411,17.96,11.22,6.73,0.63,0.53,0.76,0.66,0.95,92.5,94,92.5,93.3,92.5,92.77,93.02,89.34,57193,31889,31642,0.7,0.95,-0.25,0.49,0.47,0.58,0.56,0.73,145.5,147,145,147,143.7,144.65,144.82,146.21,47852,50396,48121,-0.81,-0.8,-0.02,0.51,0.4,0.61,0.54,0.92
2015/4/24,9880,10000,9860,9920,9698,9653.7,9617.4,9568.95,206172,153317,125982,40.44,17.07,23.38,0.7,0.59,0.8,0.69,0.84,94,95.3,93.8,94.6,92.96,92.92,93.03,89.52,88320,44515,37049,0.8,0.92,-0.12,0.6,0.51,0.68,0.62,0.82,149,152.5,148.5,152.5,145.7,145.2,144.9,146.43,135458,61686,58276,-0.21,-0.68,0.47,0.67,0.49,0.75,0.63,1
2015/4/27,9958,10031,9945,10018,9789,9689.8,9637.75,9581.47,147811,157911,131417,63.83,26.42,37.41,0.79,0.66,0.84,0.73,0.98,95.1,95.4,94.6,94.7,93.34,93.1,93.04,89.69,44910,48357,39587,0.89,0.91,-0.03,0.67,0.57,0.69,0.62,0.83,153,153,150,151.5,147.4,145.65,145.2,146.66,58113,64590,61444,0.27,-0.49,0.76,0.74,0.57,0.7,0.6,0.87
2015/4/28,10022,10033,9963,9990,9876,9724.4,9660.15,9592.82,105272,157143,133492,80.7,37.27,43.42,0.83,0.72,0.79,0.7,0.92,95,95.4,93.3,93.6,93.64,93.08,93.07,89.83,50459,53910,41608,0.87,0.91,-0.03,0.63,0.59,0.53,0.55,0.55,153.5,153.5,150.5,151.5,149.2,146.4,145.65,146.83,43296,65070,61604,0.66,-0.26,0.92,0.77,0.64,0.7,0.6,0.83
2015/4/29,9978,10022,9882,9907,9934.6,9763.1,9677.85,9601.47,173931,163907,142531,87.85,47.39,40.46,0.81,0.75,0.64,0.63,0.76,93.6,93.8,92,92.1,93.66,93.08,92.97,89.94,42706,56718,41061,0.74,0.87,-0.13,0.48,0.55,0.39,0.47,0.18,150,151,148,148.5,150.2,146.95,145.95,146.97,37440,64432,58185,0.74,-0.06,0.8,0.71,0.66,0.53,0.53,0.58
2015/4/30,9902,9930,9858,9877,9942.4,9786.4,9692.6,9608.4,130960,152829,143049,88.95,55.7,33.25,0.77,0.76,0.59,0.61,0.7,92.1,93.1,91.9,92,93.4,92.95,93,90.01,32071,51693,41791,0.6,0.82,-0.22,0.37,0.49,0.38,0.47,0.15,147,148.5,146.5,147,150.2,146.95,146.03,147.01,48983,64658,57527,0.65,0.08,0.57,0.62,0.65,0.47,0.5,0.46
2015/5/4,9897,9911,9824,9885,9935.4,9816.7,9711.45,9615.4,112699,134135,143726,88.05,62.17,25.88,0.75,0.75,0.6,0.61,0.7,93,93.2,92.3,93.1,93.1,93.03,93.06,90.08,23192,38668,41591,0.55,0.76,-0.22,0.37,0.45,0.52,0.53,0.36,148.5,148.5,146,147.5,149.2,147.45,146.2,147.05,30869,43740,52713,0.59,0.18,0.4,0.58,0.63,0.49,0.51,0.5
2015/5/5,9866,9878,9814,9848,9901.4,9845.2,9723.15,9620.82,102568,125086,141498,84.02,66.54,17.48,0.7,0.74,0.53,0.58,0.61,93.5,93.8,92.4,93.1,92.78,93.06,93.06,90.15,19623,33610,40984,0.51,0.71,-0.21,0.37,0.42,0.52,0.53,0.36,147.5,148,146,147,148.3,147.85,146.2,147.05,27789,37675,51133,0.5,0.24,0.25,0.52,0.59,0.47,0.5,0.38
2015/5/6,9802,9865,9763,9846,9872.6,9874.3,9734,9626.13,117999,127631,142387,78.54,68.94,9.6,0.64,0.7,0.53,0.58,0.51,92.8,93.4,92.4,93,92.66,93.15,93.03,90.23,22388,27996,40953,0.46,0.66,-0.2,0.35,0.4,0.5,0.52,0.31,145.5,148,145.5,147.5,147.5,148.35,146.28,147.07,18824,32781,48926,0.43,0.28,0.15,0.44,0.54,0.5,0.51,0.29
2015/5/7,9786,9808,9745,9752,9841.6,9888.1,9743.1,9631.53,130534,118952,141429,68.11,68.77,-0.67,0.43,0.61,0.38,0.49,0.02,93,93,92.1,92.1,92.66,93.16,92.95,90.33,24165,24288,40503,0.37,0.6,-0.24,0.25,0.35,0.39,0.47,0.06,146,147.5,146,146.5,147.1,148.65,146.45,147.12,21908,29675,47053,0.34,0.29,0.04,0.34,0.47,0.44,0.49,0.13
2015/5/8,9769,9783,9713,9718,9809.8,9876.1,9750.5,9636.87,92550,111270,132050,56.67,66.35,-9.69,0.29,0.51,0.33,0.47,0.02,92.3,93.3,92.2,92.7,92.8,93.1,92.94,90.42,28440,23562,37627,0.32,0.55,-0.22,0.24,0.31,0.48,0.5,0.23,146,147.5,146,146.5,147,148.6,146.63,147.21,20036,23885,44272,0.26,0.29,-0.03,0.27,0.4,0.44,0.49,0.13
2015/5/11,9800,9814,9657,9722,9777.2,9856.3,9755,9641.9,155184,119767,126951,46.72,62.43,-15.71,0.25,0.42,0.34,0.47,0.17,93.8,93.9,92.3,93.2,92.82,92.96,92.94,90.54,29377,24799,31733,0.32,0.5,-0.18,0.29,0.3,0.55,0.53,0.37,149,149,147,148.5,147.2,148.2,146.7,147.31,20403,21792,32766,0.32,0.29,0.03,0.3,0.37,0.59,0.54,0.38
2015/5/12,9707,9748,9673,9706,9748.8,9825.1,9757.45,9645.93,115207,122295,123690,36.76,57.29,-20.54,0.21,0.35,0.32,0.46,0.13,92.8,93.4,92.5,92.7,92.74,92.76,92.93,90.63,15402,23954,28782,0.28,0.46,-0.17,0.32,0.31,0.47,0.5,0.4,147,148.5,147,147.5,147.3,147.8,146.72,147.36,24956,21225,29450,0.32,0.3,0.02,0.32,0.35,0.51,0.51,0.36
2015/5/13,9712,9776,9697,9739,9727.4,9800,9762.2,9649.55,114681,121631,124631,30.88,52.01,-21.13,0.24,0.32,0.42,0.49,0.3,93.5,94.5,93.1,94.5,93.04,92.85,92.97,90.74,41774,27832,27914,0.36,0.44,-0.08,0.55,0.39,0.67,0.6,1,147.5,149,147,148,147.4,147.45,146.93,147.39,19438,21348,27065,0.35,0.31,0.04,0.45,0.39,0.54,0.53,0.71
2015/5/14,9737,9741,9599,9605,9698,9769.8,9766.45,9651.08,138661,123257,121104,17.94,45.2,-27.26,0.17,0.27,0.24,0.39,0.02,94.5,94.5,93.4,93.7,93.36,93.01,93.05,90.85,26025,28204,26246,0.39,0.43,-0.04,0.59,0.46,0.56,0.55,0.67,148,148.5,146,146,147.3,147.2,147.07,147.4,39889,24944,27310,0.25,0.3,-0.05,0.35,0.37,0.4,0.47,0.14
2015/5/15,9635,9642,9541,9576,9669.6,9739.7,9763.05,9652.85,129471,130641,120955,3.3,36.82,-33.52,0.15,0.23,0.22,0.37,0.1,93.7,93.9,92.9,93.1,93.44,93.12,93.03,90.94,21584,26832,25197,0.36,0.42,-0.05,0.53,0.48,0.49,0.51,0.42,147,147,145,146.5,147.3,147.15,147.05,147.46,24832,25904,24894,0.15,0.27,-0.12,0.36,0.37,0.44,0.48,0.38
2015/5/18,9612,9614,9552,9598,9644.8,9711,9763.85,9655.3,102650,120134,119951,-7.67,27.92,-35.59,0.16,0.2,0.28,0.39,0.18,95.2,96.8,95.1,96.8,94.16,93.49,93.26,91.11,126259,46209,35504,0.59,0.45,0.14,0.69,0.55,0.74,0.66,1,147,147,145,146.5,146.9,147.05,147.25,147.53,26212,27065,24429,0.06,0.23,-0.17,0.36,0.37,0.44,0.48,0.38
2015/5/19,9616,9723,9602,9703,9644.2,9696.5,9770.85,9659.82,131463,123385,122840,-8.81,20.57,-29.39,0.3,0.24,0.51,0.49,0.59,97.8,98.9,97.8,98.4,95.3,94.02,93.54,91.32,99833,63095,43525,0.92,0.54,0.37,0.77,0.62,0.79,0.7,0.93,145.5,147.5,145,146.5,146.7,147,147.43,147.6,26321,27338,24282,0,0.18,-0.18,0.37,0.37,0.44,0.48,0.38
2015/5/20,9704,9725,9657,9668,9630,9678.7,9776.5,9663.02,73133,115076,118353,-9.87,14.48,-24.35,0.36,0.28,0.45,0.47,0.47,98.5,98.5,97,97.5,95.9,94.47,93.81,91.53,44669,63674,45753,1.1,0.65,0.45,0.78,0.67,0.7,0.65,0.79,146.5,147,146,146.5,146.4,146.9,147.63,147.57,26985,28848,25098,-0.03,0.14,-0.17,0.37,0.37,0.44,0.48,0.38
2015/5/21,9645,9648,9512,9541,9617.2,9657.6,9772.85,9664,128659,113075,118166,-20.08,7.57,-27.65,0.27,0.27,0.3,0.38,0.1,97,97.4,96.5,97,96.56,94.96,94.06,91.72,43701,67209,47706,1.18,0.76,0.42,0.75,0.7,0.64,0.63,0.71,146,146.5,144.5,145.5,146.3,146.8,147.72,147.53,41287,29127,27036,-0.14,0.08,-0.22,0.32,0.35,0.34,0.44,0.22
2015/5/22,9562,9649,9546,9627,9627.4,9648.5,9762.3,9665.88,110540,109289,119965,-23.72,1.31,-25.03,0.33,0.29,0.45,0.45,0.44,97.2,97.9,96.3,96.5,97.24,95.34,94.22,91.89,34022,69697,48265,1.22,0.85,0.37,0.71,0.7,0.59,0.6,0.63,146,147,145,145.5,146.1,146.7,147.65,147.47,22104,28582,27243,-0.2,0.03,-0.23,0.29,0.33,0.34,0.44,0.22
2015/5/25,9603,9640,9550,9631,9634,9639.4,9747.85,9666.03,94010,107561,113848,-26.24,-4.2,-22.04,0.37,0.32,0.46,0.46,0.45,97.5,97.7,96.6,96.9,97.26,95.71,94.33,92.08,29600,50365,48287,1.25,0.93,0.32,0.7,0.7,0.62,0.61,0.67,146.5,147.5,145.5,147.5,146.3,146.6,147.4,147.42,16323,26604,26835,-0.15,-0.01,-0.14,0.41,0.36,0.61,0.53,0.67
