Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9,Open1,High1,Low1,Close1,SMA51,SMA101,SMA201,SMA601,Volume1,MA51,MA101,DIF1,ACD91,OSC1,K1,D1,RSI61,RSI121,RSV91,Open2,High2,Low2,Close2,SMA52,SMA102,SMA202,SMA602,Volume2,MA52,MA102,DIF2,ACD92,OSC2,K2,D2,RSI62,RSI122,RSV92
2006/10/19,7004,7033,6961,6981,7065.4,7027.6,6965.7,6695.33,32306,25644,28678,91.46,97.23,-5.76,0.57,0.71,0.44,0.54,0.25,213.5,216,213,216,214.6,211.9,208.28,198.81,8590,10689,11803,4.45,3.99,0.46,0.84,0.8,0.67,0.64,0.9,61.3,61.8,60.8,61,62.78,61.79,60.99,58.41,38049,41282,44349,1.03,0.99,0.05,0.56,0.7,0.43,0.51,0.25
2006/10/20,7007,7026,6997,7017,7048.4,7042.6,6972.55,6707.42,19252,26597,26799,85.2,94.82,-9.62,0.47,0.63,0.51,0.57,0.28,216,217,213.5,213.5,215.1,212.75,208.63,199.31,8862,11537,11853,4.38,4.07,0.31,0.77,0.79,0.56,0.59,0.63,61.2,61.9,61.2,61.8,62.54,62.12,61.09,58.55,19635,42336,41693,0.96,0.98,-0.03,0.47,0.62,0.5,0.54,0.29
2006/10/23,7028,7050,6977,7049,7029.6,7046.3,6981,6718.22,25923,25903,25419,80.68,91.99,-11.31,0.46,0.57,0.56,0.59,0.43,213,215,212,215,214.8,213.05,209.18,199.71,6672,9423,10775,4.27,4.11,0.16,0.77,0.79,0.6,0.61,0.78,61,61.5,60.9,61.2,61.78,62.17,61.13,58.66,12833,28984,38517,0.85,0.95,-0.11,0.36,0.53,0.45,0.51,0.13
2006/10/24,7074,7120,7058,7097,7033.8,7055.1,6992.95,6729.9,31856,26317,26632,81.15,89.82,-8.68,0.53,0.56,0.64,0.62,0.67,214.5,216.5,213.5,215,214.8,213.75,209.65,200.09,6994,8395,10211,4.19,4.13,0.06,0.77,0.78,0.6,0.61,0.76,61.7,63.2,61.7,63,61.8,62.41,61.29,58.81,52308,31860,39982,0.87,0.94,-0.07,0.4,0.49,0.6,0.59,0.5
2006/10/25,7085,7105,7060,7060,7040.8,7063,6999.7,6741.55,24986,26865,26302,78.85,87.63,-8.78,0.52,0.54,0.55,0.58,0.49,215,216.5,214.5,214.5,214.8,214.4,210.1,200.43,5834,7390,9717,4.08,4.12,-0.04,0.75,0.77,0.58,0.6,0.71,62.9,62.9,62,62.3,61.86,62.54,61.42,58.93,38659,32297,40732,0.86,0.92,-0.07,0.38,0.45,0.53,0.55,0.34
2006/10/26,7080,7125,7072,7093,7063.2,7064.3,7009.35,6753.45,29245,26252,25948,78.11,85.72,-7.62,0.56,0.55,0.61,0.61,0.65,215.5,219.5,215.5,218,215.2,214.9,210.8,200.88,11497,7972,9331,4.17,4.13,0.04,0.77,0.77,0.7,0.65,0.82,62.5,63.1,61.5,61.5,61.96,62.37,61.47,59.04,32908,31269,36276,0.79,0.9,-0.1,0.31,0.41,0.46,0.51,0.16
2006/10/27,7110,7130,7077,7093,7078.4,7063.4,7016.25,6764.35,25496,27501,27049,76.84,83.95,-7.11,0.62,0.57,0.61,0.61,0.74,219,224,219,219.5,216.4,215.75,211.63,201.31,13359,8871,10204,4.41,4.18,0.22,0.72,0.76,0.74,0.67,0.63,62.4,62.9,62.2,62.5,62.1,62.32,61.55,59.16,37746,34891,38614,0.79,0.87,-0.09,0.37,0.39,0.55,0.55,0.5
2006/10/30,7035,7035,6976,6981,7064.8,7047.2,7022.1,6773.9,35126,29342,27622,66.59,80.47,-13.89,0.45,0.53,0.37,0.49,0.12,219,219,214.5,215,216.4,215.6,212.3,201.63,13178,10172,9798,4.18,4.18,-0.01,0.57,0.69,0.5,0.57,0.25,61.5,61.7,60.7,60.7,62,61.89,61.54,59.26,59490,44222,36603,0.65,0.83,-0.18,0.25,0.35,0.41,0.47,0
2006/10/31,6981,7009,6966,7002,7045.8,7039.8,7028.35,6784.5,19002,26771,26544,57.92,75.96,-18.05,0.38,0.48,0.42,0.51,0.24,215,217,214.5,215.5,216.5,215.65,213,201.95,6283,10030,9213,3.93,4.13,-0.2,0.47,0.62,0.52,0.57,0.29,61,61.4,60.9,61,61.6,61.7,61.6,59.36,27335,39228,35544,0.54,0.77,-0.23,0.21,0.3,0.44,0.49,0.12
2006/11/1,6999,7025,6992,7003,7034.4,7037.6,7030.55,6795.38,17726,25319,26092,51.34,71.04,-19.7,0.33,0.43,0.43,0.51,0.23,216,221.5,216,218,217.2,216,213.6,202.35,12758,11415,9403,3.91,4.09,-0.18,0.48,0.57,0.62,0.61,0.5,61.4,61.5,60.1,60.2,61.18,61.52,61.6,59.46,53625,42221,37259,0.4,0.7,-0.29,0.15,0.25,0.38,0.45,0.03
2006/11/2,6963,7072,6956,7063,7028.4,7045.8,7036.7,6804.75,35289,26528,26390,48.22,66.48,-18.26,0.43,0.43,0.57,0.57,0.61,219.5,225,218.5,224,218.4,216.8,214.35,202.82,13393,11794,9883,4.21,4.11,0.1,0.63,0.59,0.76,0.69,0.92,60,61.2,59.9,60.8,61.04,61.5,61.65,59.55,37838,43207,37238,0.31,0.62,-0.31,0.19,0.23,0.44,0.48,0.27
2006/11/3,7077,7179,7055,7141,7038,7058.2,7050.4,6814.1,38694,29167,28334,52.44,63.67,-11.23,0.56,0.47,0.69,0.63,0.83,224,234,223,229,220.3,218.35,215.55,203.32,24879,14098,11485,4.86,4.26,0.6,0.67,0.62,0.82,0.73,0.76,60.2,61.5,60.2,61.1,60.76,61.43,61.77,59.63,58670,47392,41141,0.25,0.55,-0.29,0.25,0.24,0.48,0.5,0.36
2006/11/6,7100,7156,7045,7115,7064.8,7064.8,7055.55,6823.43,34569,29056,29199,53.46,61.63,-8.17,0.61,0.52,0.62,0.6,0.71,225.5,234,225.5,231,223.5,219.95,216.5,203.75,12318,13926,12049,5.45,4.5,0.95,0.73,0.66,0.84,0.75,0.85,60.3,60.8,60.3,60.5,60.72,61.36,61.77,59.7,35903,42674,43448,0.17,0.47,-0.3,0.23,0.23,0.42,0.47,0.19
2006/11/7,7164,7211,7163,7183,7101,7073.4,7064.25,6834.18,29299,31115,28943,59.81,61.26,-1.46,0.7,0.58,0.71,0.64,0.89,235,241,234,234.5,227.3,221.9,217.82,204.22,11204,14910,12470,6.29,4.86,1.44,0.74,0.68,0.87,0.78,0.75,61,61.3,60.5,60.6,60.64,61.12,61.77,59.75,39861,45179,42204,0.12,0.4,-0.28,0.22,0.23,0.43,0.47,0.22
2006/11/8,7185,7190,7154,7156,7131.6,7083,7073,6843.53,17501,31070,28195,62.42,61.5,0.93,0.73,0.63,0.64,0.61,0.78,235,235.5,232,234,230.5,223.85,219.13,204.53,6907,13740,12578,6.72,5.23,1.49,0.74,0.7,0.84,0.76,0.74,60.8,61,60.4,60.4,60.68,60.93,61.73,59.8,28548,40164,41192,0.06,0.33,-0.27,0.21,0.22,0.41,0.46,0.17
2006/11/9,7196,7232,7110,7128,7144.6,7086.5,7075.4,6852.22,41875,32388,29458,62.61,61.72,0.89,0.69,0.65,0.57,0.58,0.62,234.5,238.5,233.5,234,232.5,225.45,220.18,204.86,13529,13767,12781,7.06,5.6,1.47,0.74,0.71,0.84,0.76,0.74,61,61.3,60.5,60.5,60.62,60.83,61.6,59.84,42123,41021,42114,0.03,0.27,-0.24,0.25,0.23,0.43,0.47,0.33
2006/11/10,7131,7164,7102,7162,7148.8,7093.4,7078.4,6860.05,24567,29562,29365,61.88,61.75,0.13,0.71,0.67,0.63,0.61,0.75,233,239.5,233,237,234.1,227.2,221.47,205.13,10151,10822,12460,7.38,5.95,1.43,0.77,0.73,0.88,0.79,0.85,60.5,61.1,60.3,60.8,60.56,60.66,61.49,59.87,31828,35653,41522,0.01,0.22,-0.21,0.35,0.27,0.49,0.49,0.56
2006/11/13,7162,7178,7110,7132,7152.2,7108.5,7077.85,6867.33,25746,27798,28427,59.84,61.37,-1.53,0.69,0.68,0.55,0.57,0.64,237,239,229,230,233.9,228.7,222.15,205.77,8578,10074,12000,7.18,6.2,0.98,0.7,0.72,0.55,0.62,0.56,60.5,60.6,59.9,60,60.46,60.59,61.24,59.88,26736,33819,38247,-0.06,0.17,-0.22,0.26,0.27,0.36,0.44,0.06
2006/11/14,7179,7212,7162,7206,7156.8,7128.9,7084.35,6875.8,26040,27146,29131,62.23,61.54,0.69,0.76,0.7,0.67,0.63,0.91,231,233,223,227.5,232.5,229.9,222.78,206.43,14611,10755,12833,6.6,6.28,0.32,0.6,0.68,0.47,0.58,0.4,60.2,60.8,60.2,60.8,60.5,60.57,61.13,59.9,24040,30655,37917,-0.07,0.12,-0.18,0.36,0.3,0.51,0.5,0.56
2006/11/15,7250,7266,7216,7247,7175,7153.3,7095.45,6888.92,19349,27515,29293,67.19,62.67,4.52,0.81,0.74,0.72,0.66,0.91,229,232,225.5,226.5,231,230.75,223.38,207.22,10082,11390,12565,6.06,6.23,-0.18,0.47,0.61,0.44,0.56,0.19,61.6,62.2,61.3,61.8,60.78,60.73,61.13,59.96,51705,35286,37725,0.02,0.1,-0.08,0.51,0.37,0.64,0.56,0.83
2006/11/16,7253,7270,7231,7248,7199,7171.8,7108.8,6900.73,27623,24665,28526,70.72,64.28,6.44,0.84,0.77,0.72,0.66,0.9,226.5,229,224,227.5,229.7,231.1,223.95,207.98,9272,10539,12153,5.51,6.09,-0.57,0.39,0.54,0.48,0.57,0.25,62.5,62.7,62,62.2,61.12,60.87,61.19,60.02,36219,34106,37563,0.12,0.1,0.02,0.62,0.45,0.68,0.58,0.82
2006/11/17,7261,7274,7238,7257,7218,7183.4,7120.8,6913.1,20089,23769,26666,73.26,66.08,7.18,0.86,0.8,0.74,0.67,0.9,227.5,227.5,224,225,227.3,230.7,224.53,208.73,13493,11207,11015,4.9,5.85,-0.95,0.3,0.46,0.4,0.53,0.11,62.5,62.8,62,62.4,61.44,61,61.22,60.09,29897,33719,34686,0.21,0.13,0.09,0.7,0.53,0.7,0.59,0.86
2006/11/20,7245,7248,7205,7220,7235.6,7193.9,7129.35,6924.85,25021,23624,25711,71.76,67.21,4.55,0.8,0.8,0.6,0.61,0.69,225,240,223,240,229.3,231.6,225.78,209.72,25969,14685,12380,5.19,5.72,-0.53,0.53,0.48,0.73,0.69,1,62.3,62.3,61.6,62.2,61.88,61.17,61.27,60.18,34279,35228,34524,0.25,0.15,0.1,0.73,0.6,0.65,0.57,0.79
2006/11/21,7238,7311,7226,7306,7255.6,7206.2,7139.8,6938.47,32372,24891,26018,74.88,68.75,6.13,0.86,0.82,0.74,0.68,0.98,239,239,235,236.5,231.1,231.8,226.85,210.65,8455,13454,12105,5.43,5.66,-0.23,0.62,0.53,0.63,0.64,0.79,60,63,60,63,62.32,61.41,61.27,60.28,43956,39211,34933,0.3,0.18,0.12,0.82,0.67,0.74,0.62,1
2006/11/22,7320,7345,7297,7343,7274.8,7224.9,7153.95,6954.15,22689,25559,26537,80.04,71,9.03,0.9,0.85,0.78,0.7,0.99,237,242,236,241.5,234.1,232.55,228.2,211.71,14696,14377,12884,5.84,5.7,0.15,0.74,0.6,0.7,0.68,0.97,63,63.1,62.6,63,62.56,61.67,61.3,60.39,36526,36175,35731,0.38,0.22,0.16,0.87,0.74,0.74,0.62,0.97
2006/11/23,7350,7427,7337,7394,7304,7251.5,7169,6970.07,40116,28057,26361,87.63,74.33,13.3,0.9,0.87,0.82,0.73,0.9,241.5,243,237,239.5,236.5,233.1,229.28,212.69,7602,14043,12291,6.06,5.77,0.29,0.77,0.65,0.64,0.65,0.83,63.3,63.7,63.1,63.5,62.82,61.97,61.4,60.51,44010,37734,35920,0.49,0.27,0.21,0.9,0.79,0.79,0.65,0.95
2006/11/24,7378,7437,7363,7433,7339.2,7278.6,7186,6984.57,24044,28848,26309,94.86,78.44,16.42,0.93,0.89,0.85,0.75,0.99,239,239,236.5,236.5,238.8,233.05,230.13,213.56,4780,12300,11754,5.95,5.81,0.14,0.74,0.68,0.56,0.6,0.68,63.3,63.7,63,63.4,63.02,62.23,61.45,60.61,24541,36662,35191,0.56,0.33,0.23,0.9,0.83,0.75,0.64,0.92
2006/11/27,7487,7515,7451,7510,7397.2,7316.4,7212.45,6999.38,32533,30351,26988,105.82,83.91,21.91,0.95,0.91,0.89,0.79,0.98,240,240.5,236,239,238.6,233.95,231.32,214.45,5587,8224,11455,5.91,5.83,0.09,0.76,0.71,0.61,0.62,0.8,64.1,64.7,63.9,64.6,63.5,62.69,61.64,60.72,43708,38548,36888,0.69,0.4,0.29,0.93,0.86,0.85,0.7,0.98
2006/11/28,7446,7475,7435,7454,7426.8,7341.2,7235.05,7012.85,22049,28286,26589,109.85,89.1,20.75,0.9,0.91,0.72,0.71,0.8,236,238,235,235,238.3,234.7,232.3,215.18,6019,7737,10596,5.59,5.78,-0.19,0.71,0.71,0.5,0.56,0.6,64,64.2,63.6,64,63.7,63.01,61.79,60.81,34177,36592,37902,0.75,0.47,0.28,0.9,0.88,0.69,0.64,0.85
2006/11/29,7477,7498,7395,7465,7451.2,7363,7258.15,7024.97,39880,31724,28642,111.86,93.65,18.21,0.88,0.9,0.73,0.71,0.84,234,238,233,235,237,235.55,233.15,215.76,9976,6793,10585,5.23,5.67,-0.44,0.67,0.69,0.5,0.56,0.6,64.4,64.7,63.4,64.5,64,63.28,62.01,60.89,63844,42056,39116,0.81,0.54,0.27,0.92,0.89,0.74,0.67,0.96
2006/11/30,7498,7553,7475,7542,7480.8,7392.4,7282.1,7038.37,34317,30565,29311,117.92,98.51,19.41,0.91,0.9,0.8,0.75,0.97,236.5,237,233.5,235.5,236.2,236.35,233.72,216.38,8651,7003,10523,4.9,5.52,-0.61,0.66,0.68,0.52,0.57,0.63,64.9,65.5,64.4,65.5,64.4,63.61,62.24,61.01,72606,47775,42754,0.93,0.62,0.31,0.95,0.91,0.81,0.71,1
2006/12/1,7551,7626,7537,7612,7516.6,7427.9,7305.65,7054.35,37466,33249,31049,126.81,104.17,22.64,0.93,0.91,0.85,0.78,0.97,235.5,237,232,237,236.3,237.55,234.13,217.06,8688,7784,10042,4.62,5.34,-0.72,0.59,0.65,0.57,0.59,0.45,65.4,66.5,64.6,66.5,65.02,64.02,62.51,61.15,70330,56933,46798,1.07,0.71,0.36,0.96,0.93,0.86,0.75,1
2006/12/4,7612,7674,7585,7658,7546.2,7471.7,7332.8,7071.32,32018,33146,31748,136.08,110.55,25.53,0.94,0.92,0.87,0.8,0.96,237,237,231,233,235.1,236.85,234.22,217.71,8103,8287,8256,4.17,5.1,-0.94,0.45,0.58,0.43,0.52,0.17,66.2,66.7,65.8,66.3,65.36,64.43,62.8,61.31,51134,58418,48483,1.19,0.81,0.39,0.94,0.93,0.81,0.73,0.9
2006/12/5,7688,7704,7565,7610,7577.4,7502.1,7354.15,7086.55,42122,37161,32723,140.07,116.45,23.62,0.87,0.9,0.73,0.73,0.74,235,235,230,233,234.7,236.5,234.15,218.32,13422,9768,8752,3.7,4.82,-1.12,0.38,0.51,0.43,0.52,0.23,67.4,67.5,66.5,66.9,65.94,64.82,63.12,61.48,47385,61060,48826,1.33,0.91,0.42,0.92,0.93,0.84,0.75,0.87
2006/12/6,7610,7714,7610,7714,7627.2,7539.2,7382.05,7104.32,35769,36338,34031,146.85,122.53,24.32,0.92,0.91,0.81,0.78,1,233,236.5,233,235.5,234.8,235.9,234.22,218.96,11710,10115,8454,3.49,4.56,-1.07,0.42,0.48,0.53,0.56,0.52,67.4,68,67.3,67.9,66.62,65.31,63.49,61.67,48564,58004,50030,1.48,1.02,0.46,0.94,0.93,0.88,0.78,0.98
2006/12/7,7738,7738,7672,7698,7658.4,7569.6,7410.55,7122.82,32712,36017,33291,151.57,128.34,23.23,0.9,0.91,0.77,0.76,0.88,235,238.5,235,235.5,234.8,235.5,234.3,219.67,10914,10567,8785,3.36,4.32,-0.96,0.46,0.48,0.53,0.56,0.52,67.6,67.7,66.6,67,66.92,65.66,63.81,61.84,35640,50611,49193,1.53,1.13,0.41,0.89,0.92,0.69,0.69,0.78
2006/12/8,7675,7679,7598,7633,7662.6,7589.6,7434.1,7139.3,35681,35660,34455,148.29,132.33,15.96,0.83,0.88,0.62,0.68,0.69,235,235.5,233,235.5,234.5,235.4,234.22,220.32,7715,10373,9079,3.12,4.08,-0.96,0.52,0.49,0.53,0.56,0.65,67,67,65,66.1,66.84,65.93,64.08,61.97,38372,44219,50576,1.47,1.2,0.28,0.79,0.87,0.55,0.62,0.59
2006/12/11,7600,7639,7575,7614,7653.8,7600,7458.2,7156.55,30621,35381,34264,142.02,134.27,7.75,0.77,0.84,0.58,0.65,0.64,235,236,233.5,234.5,234.8,234.95,234.45,220.98,6300,10012,9150,2.88,3.84,-0.96,0.52,0.5,0.47,0.54,0.53,65.4,66.6,65.2,66.5,66.88,66.12,64.41,62.1,34618,40916,49667,1.42,1.24,0.18,0.75,0.83,0.6,0.64,0.67
2006/12/12,7600,7608,7454,7467,7625.2,7601.3,7471.25,7169.85,51804,37317,37239,126.59,132.73,-6.14,0.53,0.74,0.36,0.51,0.05,234,235,229.5,230,234.2,234.45,234.57,221.52,13957,10119,9944,2.37,3.54,-1.17,0.37,0.46,0.29,0.45,0.06,66.5,66.5,63.9,64.2,66.34,66.14,64.58,62.19,41605,39760,50410,1.24,1.24,0,0.52,0.73,0.36,0.48,0.07
2006/12/13,7477,7500,7375,7450,7572.4,7599.8,7481.4,7179.1,49738,40111,38225,108.65,127.92,-19.26,0.42,0.63,0.34,0.5,0.21,230,230,222.5,228.5,232.8,233.8,234.68,221.9,17859,11349,10732,1.65,3.17,-1.51,0.37,0.43,0.26,0.43,0.38,64.5,65,63.4,64.9,65.74,66.18,64.73,62.27,38820,37811,47907,1.08,1.21,-0.13,0.46,0.64,0.44,0.52,0.33
2006/12/14,7450,7491,7427,7478,7528.4,7593.4,7492.9,7189.13,30195,39608,37813,95.34,121.4,-26.06,0.38,0.55,0.4,0.52,0.28,227,229,225.5,226,230.9,232.85,234.6,222.28,9286,11023,10795,1.01,2.73,-1.72,0.32,0.39,0.2,0.39,0.22,65.2,65.3,64.1,64.1,65.16,66.04,64.83,62.34,23387,35360,42986,0.93,1.15,-0.23,0.36,0.54,0.37,0.48,0.15
2006/12/15,7544,7568,7525,7540,7509.8,7586.2,7507.05,7200.13,24152,37302,36481,89.78,115.08,-25.3,0.4,0.5,0.52,0.57,0.45,226.5,229,226,228,229.4,231.95,234.75,222.63,11218,11724,11048,0.59,2.3,-1.72,0.33,0.37,0.34,0.43,0.34,65,65.5,64.5,64.9,64.92,65.88,64.95,62.42,34344,34555,39387,0.84,1.09,-0.25,0.35,0.48,0.47,0.52,0.33
2006/12/18,7550,7668,7540,7634,7513.8,7583.8,7527.75,7212.7,36449,38468,36924,90.44,110.15,-19.71,0.51,0.5,0.64,0.63,0.71,228,235.5,227,231.5,228.8,231.8,234.32,223.09,15327,13529,11771,0.53,1.95,-1.42,0.41,0.38,0.51,0.5,0.56,65.3,67,65.3,66.6,64.94,65.91,65.17,62.52,33660,34363,37640,0.87,1.05,-0.17,0.46,0.47,0.62,0.6,0.7
2006/12/19,7613,7675,7583,7593,7539,7582.1,7542.1,7224.95,36552,35417,36367,89.3,105.98,-16.68,0.54,0.51,0.56,0.59,0.6,230.5,232.5,230,230.5,228.9,231.55,234.03,223.51,19820,14702,12411,0.45,1.65,-1.2,0.44,0.4,0.47,0.48,0.5,65.9,65.9,65,65.1,65.12,65.73,65.28,62.61,35789,33200,36480,0.81,1,-0.19,0.44,0.46,0.48,0.52,0.4
2006/12/20,7610,7678,7602,7662,7581.4,7576.9,7558.05,7237.23,15925,28655,34383,90.57,102.9,-12.33,0.67,0.57,0.65,0.63,0.94,229.5,232,229.5,230.5,229.3,231.05,233.47,223.93,8070,12744,12047,0.36,1.39,-1.03,0.49,0.43,0.47,0.48,0.59,65.6,65.6,64.6,64.8,65.1,65.42,65.36,62.7,33042,32044,34928,0.72,0.94,-0.23,0.42,0.45,0.45,0.5,0.39
2006/12/21,7674,7710,7617,7642,7614.2,7571.3,7570.45,7249.6,44642,31544,35576,90.68,100.45,-9.78,0.71,0.62,0.61,0.61,0.8,229,235,229,233,230.7,230.8,233.15,224.41,7733,12434,11729,0.43,1.2,-0.77,0.59,0.48,0.59,0.54,0.78,64.8,65.7,64.8,64.9,65.26,65.21,65.44,62.77,34217,34210,34785,0.65,0.88,-0.24,0.42,0.44,0.46,0.51,0.42
2006/12/22,7636,7692,7625,7692,7644.6,7577.2,7583.4,7261.88,30690,32852,35077,91.52,98.67,-7.15,0.79,0.67,0.67,0.64,0.95,234.5,235,232.5,233,231.7,230.55,232.97,224.91,4335,11057,11391,0.55,1.07,-0.52,0.66,0.54,0.59,0.54,0.81,65.5,65.6,65.1,65.6,65.4,65.16,65.55,62.85,9506,29243,31899,0.62,0.83,-0.21,0.48,0.45,0.54,0.54,0.61
2006/12/25,7664,7698,7656,7679,7653.6,7583.7,7591.85,7275.47,17995,29161,33814,91.36,97.21,-5.85,0.83,0.73,0.64,0.63,0.91,233,233,229,229,231.2,230,232.47,225.37,3960,8784,11157,0.37,0.93,-0.56,0.61,0.56,0.39,0.45,0.5,65.4,65.5,64.9,65.1,65.1,65.02,65.57,62.92,4142,23339,28851,0.56,0.78,-0.21,0.48,0.46,0.48,0.52,0.47
2006/12/26,7680,7802,7674,7789,7692.8,7615.9,7608.6,7290.67,34596,28770,32093,97.01,97.17,-0.15,0.88,0.78,0.76,0.69,0.97,229.5,232.5,229,229,230.9,229.9,232.18,225.82,6292,6078,10390,0.22,0.79,-0.57,0.52,0.55,0.39,0.45,0.35,65,66.1,65,66,65.28,65.2,65.67,63.02,19121,20006,26603,0.56,0.73,-0.17,0.54,0.49,0.58,0.56,0.66
2006/12/27,7798,7845,7778,7795,7719.4,7650.4,7625.1,7304.6,29812,31547,30101,103.51,98.43,5.07,0.86,0.81,0.76,0.7,0.84,230.5,233.5,229,229,230.6,229.95,231.88,226.21,6173,5699,9221,0.11,0.65,-0.54,0.45,0.52,0.39,0.45,0.32,66,66.6,66,66.4,65.6,65.35,65.77,63.13,22945,17986,25015,0.6,0.71,-0.11,0.61,0.53,0.62,0.58,0.76
2006/12/28,7822,7840,7746,7800,7751,7682.6,7638,7318.93,34566,29532,30538,106.88,100.12,6.75,0.86,0.82,0.77,0.7,0.85,230,231.5,227.5,231,230.2,230.45,231.65,226.57,5659,5284,8859,0.04,0.53,-0.49,0.46,0.5,0.53,0.5,0.47,66.5,66.8,66.1,66.1,65.84,65.55,65.8,63.23,20310,15205,24708,0.62,0.69,-0.07,0.62,0.56,0.57,0.56,0.63
2006/12/29,7810,7888,7793,7880,7788.6,7716.6,7651.4,7335.82,34940,30382,31617,113.38,102.78,10.61,0.9,0.85,0.83,0.74,0.97,231.5,233,231,232.5,230.1,230.9,231.43,227.03,6090,5635,8346,0.14,0.45,-0.31,0.53,0.51,0.61,0.54,0.67,66.2,67.5,65.5,67.5,66.22,65.81,65.84,63.38,30812,19466,24354,0.69,0.69,0,0.74,0.62,0.7,0.63,1
2007/1/2,7880,7992,7880,7988,7850.4,7752,7667.9,7352.08,31340,33051,31106,125.31,107.28,18.03,0.93,0.88,0.88,0.78,0.99,234,238.5,233,237.5,231.8,231.5,231.65,227.46,11848,7212,7998,0.57,0.48,0.09,0.66,0.56,0.77,0.63,0.91,67.8,68,67.3,67.7,66.74,65.92,65.92,63.49,26080,23854,23596,0.78,0.71,0.07,0.8,0.68,0.72,0.64,0.91
2007/1/3,8008,8035,7953,7989,7890.4,7791.6,7686.85,7368.42,37179,33567,31169,135.57,112.94,22.63,0.92,0.89,0.89,0.78,0.89,238,241,238,238.5,233.7,232.3,231.93,227.97,13352,8624,7351,1.09,0.6,0.49,0.71,0.61,0.79,0.65,0.81,67.8,68.7,67.5,68,67.14,66.21,65.97,63.62,42087,28447,24226,0.88,0.74,0.14,0.81,0.72,0.74,0.65,0.82
2007/1/4,7973,7996,7936,7976,7926.6,7823,7699.95,7385,32038,34013,32780,140.44,118.44,22,0.9,0.89,0.84,0.76,0.86,240,242,238.5,241.5,236.2,233.4,232.22,228.53,9043,9198,7449,1.63,0.81,0.83,0.79,0.67,0.84,0.69,0.97,67.7,68.1,67.6,67.7,67.4,66.5,65.96,63.73,22327,28323,23155,0.92,0.78,0.14,0.78,0.74,0.67,0.62,0.74
2007/1/5,7975,7989,7828,7830,7932.6,7841.8,7706.55,7397.5,48656,36831,33181,134.53,121.66,12.87,0.75,0.84,0.5,0.59,0.46,241.5,241.5,234.5,235,237,233.6,232.2,228.89,9642,9995,7639,1.69,0.98,0.71,0.7,0.68,0.51,0.54,0.52,67.5,67.7,66.5,66.9,67.56,66.7,65.95,63.79,30580,30377,22791,0.88,0.8,0.09,0.7,0.73,0.52,0.56,0.53
2007/1/8,7799,7808,7726,7736,7903.8,7846.2,7711.7,7408.07,36132,37069,33725,118.98,121.12,-2.14,0.56,0.75,0.38,0.51,0.17,232,233.5,231,232,236.9,233.5,232.03,229.24,7677,10312,7974,1.37,1.06,0.31,0.57,0.64,0.42,0.48,0.31,66.1,66.5,65.7,65.8,67.22,66.72,65.94,63.84,24178,29050,24258,0.76,0.79,-0.03,0.54,0.66,0.38,0.49,0.22
2007/1/9,7750,7835,7750,7822,7870.6,7860.5,7722.1,7419.38,36861,38173,35612,109.88,118.87,-8.99,0.48,0.66,0.51,0.57,0.31,234.5,235.5,232.5,233,236,233.9,231.95,229.52,4861,8915,8064,1.21,1.09,0.12,0.51,0.6,0.46,0.5,0.38,65.9,66.5,65.9,66,66.88,66.81,65.92,63.85,26030,29040,26447,0.67,0.77,-0.1,0.41,0.58,0.42,0.5,0.16
2007/1/10,7739,7761,7670,7693,7811.4,7850.9,7733.4,7429.67,42190,39175,36371,93.29,113.76,-20.47,0.34,0.55,0.37,0.48,0.06,234,238.5,233.5,234,235.1,234.4,232.15,229.83,12070,8659,8642,1.19,1.11,0.08,0.49,0.56,0.5,0.52,0.45,65.4,65.4,64,64.2,66.12,66.63,65.92,63.88,73602,35343,31895,0.46,0.7,-0.25,0.29,0.48,0.26,0.4,0.04
2007/1/11,7725,7738,7594,7626,7741.4,7834,7742.2,7439.68,46898,42147,38080,74.58,105.92,-31.34,0.25,0.45,0.32,0.44,0.07,238,239,234.5,235.5,233.9,235.05,232.5,230.18,13767,9603,9401,1.25,1.14,0.11,0.46,0.53,0.56,0.55,0.41,64.7,66.7,64.7,65.8,65.74,66.57,65.96,63.94,68880,44654,36489,0.39,0.64,-0.25,0.32,0.43,0.47,0.5,0.38
2007/1/12,7689,7795,7687,7786,7732.6,7832.6,7757.6,7453.1,43724,41161,38996,68.44,98.42,-29.98,0.31,0.4,0.52,0.54,0.44,238.5,239.5,236.5,238.5,234.6,235.8,233.13,230.56,11177,9910,9953,1.45,1.2,0.25,0.53,0.53,0.66,0.6,0.68,67.5,69.5,67,69.1,66.18,66.87,66.21,64.07,132902,65118,47748,0.56,0.63,-0.06,0.52,0.46,0.69,0.63,0.93
2007/1/15,7816,7833,7746,7804,7746.2,7825,7770.8,7466.22,32962,40527,38798,65.5,91.84,-26.34,0.37,0.39,0.54,0.55,0.48,242,252,241,251.5,238.5,237.7,234.3,231.19,37132,15801,13057,2.45,1.45,1,0.68,0.58,0.84,0.74,0.98,69.4,69.8,68.8,69.2,66.86,67.04,66.42,64.2,69647,74212,51631,0.74,0.65,0.09,0.65,0.52,0.7,0.64,0.9
